Station Name,Date,CO
Jurf,14/01/2023,0.148876
Jurf,14/01/2023,0.148876
Jurf,14/01/2023,0.148876
Jurf,14/01/2023,0.137424
Jurf,14/01/2023,0.17178
Jurf,14/01/2023,0.2061359999999999
Jurf,14/01/2023,0.22904
Jurf,14/01/2023,0.320656
Jurf,14/01/2023,0.366464
Jurf,14/01/2023,0.297752
Jurf,14/01/2023,0.355012
Jurf,14/01/2023,0.355012
Jurf,14/01/2023,0.423724
Jurf,15/01/2023,0.4122719999999999
Jurf,15/01/2023,0.263396
Jurf,15/01/2023,0.2061359999999999
Jurf,15/01/2023,0.274848
Jurf,15/01/2023,0.297752
Jurf,15/01/2023,0.148876
Jurf,15/01/2023,0.160328
Jurf,15/01/2023,0.4122719999999999
Jurf,15/01/2023,0.355012
Jurf,15/01/2023,0.217588
Jurf,15/01/2023,0.194684
Jurf,15/01/2023,0.148876
Jurf,15/01/2023,0.148876
Jurf,15/01/2023,0.148876
Jurf,15/01/2023,0.137424
Jurf,15/01/2023,0.160328
Jurf,15/01/2023,0.183232
