Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
Masfout,01/09/2023,00:00:00,6.2824,,,13.4158,,,46.082,,,,,,0.21,,,,,52.46,,,22.79,,,,29.1,,81.0,62.0,2.7,,,,,,,2.2069,0.1327,2.3398,47.91,,
Masfout,01/09/2023,01:00:00,6.3943,,,11.7881,,,44.324,,,,,,0.2,,,,,52.42,,,22.75,,,,29.0,,81.0,91.0,2.4,,,,,,,2.1749,0.1284,2.3032,47.69,,
Masfout,01/09/2023,02:00:00,6.2668,,,13.1419,,,41.128,,,,,,0.2,,,,,52.37,,,23.12,,,,28.9,,82.0,106.0,2.3,,,,,,,2.1492,0.1241,2.2733,47.85,,
Masfout,01/09/2023,03:00:00,6.0615,,,12.6374,,,41.484,,,,,,0.2,,,,,52.45,,,23.34,,,,28.6,,83.0,92.0,1.8,,,,,,,2.1081,0.1396,2.2477,48.19,,
Masfout,01/09/2023,04:00:00,6.121,,,11.9083,,,45.475,,,,,,0.21,,,,,55.63,,,25.24,,,,28.3,,85.0,79.0,2.2,,,,,,,2.1051,0.1507,2.2558,47.94,,
Masfout,01/09/2023,05:00:00,6.4066,,,11.7288,,,50.829,,,,,,0.24,,,,,57.71,,,25.89,,,,28.4,,84.0,63.0,2.3,,,,,,,2.1613,0.1641,2.3255,48.1,,
Masfout,01/09/2023,06:00:00,6.4614,,,12.1714,,,49.816,,,,,,0.26,,,,,61.48,,,27.09,,,,28.7,,83.0,92.0,2.3,,,,,,,2.1943,0.1648,2.359,49.09,,
Masfout,01/09/2023,07:00:00,6.1116,,,13.5564,,,48.368,,45.93825,,,,0.27,,0.22375,,,59.56,,,25.61,,,,29.4,,80.0,119.0,2.2,,,,,,,2.1509,0.1709,2.3219,49.62,,
Masfout,01/09/2023,08:00:00,6.121,,,10.7078,,,58.065,,47.436125,,,,0.52,,0.2625,,,48.13,,,20.48,,,,30.8,,71.0,126.0,2.1,,,,,,,2.147,0.1797,2.3264,46.86,,
Masfout,01/09/2023,09:00:00,6.3423,,,10.3383,,,64.676,,49.980125,,,,0.24,,0.2674999999999999,,,40.91,,,17.23,,,,32.6,,62.0,82.0,2.4,,,,,,,2.2002,0.1478,2.3482,45.42,,
