Station Name,Date,O3,datacap,8h_Avg_WHO,8h_Avg_NS,8h_Avg_WHO_DC,8h_Avg_NS_DC,Daily_Avg_8h_WHO,Daily_Avg_8h_NS
Masfout,2023-01-01,76.5648,,,,,,,
Masfout,2023-01-01,72.63839999999999,,,,,,,
Masfout,2023-01-01,66.74880000000002,,,,,,,
Masfout,2023-01-01,54.9696,,,,,,,
Masfout,2023-01-01,72.63839999999999,,,,,,,
Masfout,2023-01-01,90.3072,,,,,,,
Masfout,2023-01-01,74.6016,,,,,,,
Masfout,2023-01-01,70.67519999999999,100.0,72.393,72.393,,,,
Masfout,2023-01-01,78.528,100.0,72.6384,72.6384,,,,
Masfout,2023-01-01,109.9392,100.0,77.301,77.301,,,,
Masfout,2023-01-01,107.976,100.0,82.45439999999999,82.45439999999999,,,,
Masfout,2023-01-01,111.9024,100.0,89.571,89.571,,,,
Masfout,2023-01-01,119.7552,100.0,95.4606,95.4606,,,,
Masfout,2023-01-01,125.6448,100.0,99.87780000000001,99.87780000000001,,,,
Masfout,2023-01-01,127.608,100.0,106.50359999999999,106.50359999999999,,,,
Masfout,2023-01-01,129.5712,100.0,113.8656,113.8656,,,,
Masfout,2023-01-01,133.49760000000003,100.0,120.73680000000002,120.73680000000002,,,,
Masfout,2023-01-01,139.38719999999998,100.0,124.4178,124.4178,,,,
Masfout,2023-01-01,153.1296,100.0,130.062,130.062,,,,
Masfout,2023-01-01,147.24,100.0,134.47920000000002,134.47920000000002,,,,
Masfout,2023-01-01,113.8656,100.0,133.743,133.743,,,,
Masfout,2023-01-01,107.976,100.0,131.5344,131.5344,,,,
Masfout,2023-01-01,113.8656,100.0,129.8166,129.8166,,,,
Masfout,2023-01-01,109.9392,100.0,127.3626,127.3626,70.83333333333334,70.83333333333334,,
Masfout,2023-01-02,104.0496,100.0,123.68159999999999,123.68159999999999,,,,
Masfout,2023-01-02,88.34400000000001,100.0,117.30120000000001,117.30120000000001,,,,
Masfout,2023-01-02,82.4544,100.0,108.46679999999999,108.46679999999999,,,,
Masfout,2023-01-02,68.712,100.0,98.6508,98.6508,,,,
Masfout,2023-01-02,64.7856,100.0,92.5158,92.5158,,,,
Masfout,2023-01-02,45.1536,100.0,84.663,84.663,,,,
Masfout,2023-01-02,35.337599999999995,100.0,74.84700000000001,74.84700000000001,,,,
Masfout,2023-01-02,58.896,100.0,68.4666,68.4666,,,,
Masfout,2023-01-02,68.712,100.0,64.0494,64.0494,,,,
Masfout,2023-01-02,102.0864,100.0,65.7672,65.7672,,,,
Masfout,2023-01-02,117.792,100.0,70.18440000000001,70.18440000000001,,,,
Masfout,2023-01-02,121.7184,100.0,76.8102,76.8102,,,,
Masfout,2023-01-02,127.608,100.0,84.663,84.663,,,,
Masfout,2023-01-02,133.49760000000003,100.0,95.706,95.706,,,,
Masfout,2023-01-02,135.4608,100.0,108.2214,108.2214,,,,
Masfout,2023-01-02,133.49760000000003,100.0,117.54660000000001,117.54660000000001,,,,
Masfout,2023-01-02,135.4608,100.0,125.89020000000002,125.89020000000002,,,,
Masfout,2023-01-02,131.53440000000003,100.0,129.57120000000003,129.57120000000003,,,,
Masfout,2023-01-02,125.6448,100.0,130.55280000000002,130.55280000000002,,,,
Masfout,2023-01-02,121.7184,100.0,130.55280000000002,130.55280000000002,,,,
Masfout,2023-01-02,115.8288,100.0,129.0804,129.0804,,,,
Masfout,2023-01-02,109.9392,100.0,126.13560000000001,126.13560000000001,,,,
Masfout,2023-01-02,106.0128,100.0,122.45460000000001,122.45460000000001,,,,
Masfout,2023-01-02,96.1968,100.0,117.792,117.792,100.0,100.0,102.648775,102.648775
Masfout,2023-01-03,88.34400000000001,100.0,111.9024,111.9024,,,,
Masfout,2023-01-03,98.16,100.0,107.7306,107.7306,,,,
Masfout,2023-01-03,100.1232,100.0,104.54039999999999,104.54039999999999,,,,
Masfout,2023-01-03,100.1232,100.0,101.841,101.841,,,,
Masfout,2023-01-03,106.0128,100.0,100.614,100.614,,,,
Masfout,2023-01-03,106.0128,100.0,100.1232,100.1232,,,,
Masfout,2023-01-03,96.1968,100.0,98.8962,98.8962,,,,
Masfout,2023-01-03,80.49119999999999,100.0,96.933,96.933,,,,
Masfout,2023-01-03,94.2336,100.0,97.6692,97.6692,,,,
Masfout,2023-01-03,102.0864,100.0,98.16,98.16,,,,
Masfout,2023-01-03,117.792,100.0,100.3686,100.3686,,,,
Masfout,2023-01-03,121.7184,100.0,103.068,103.068,,,,
Masfout,2023-01-03,125.6448,100.0,105.52199999999999,105.52199999999999,,,,
Masfout,2023-01-03,139.38719999999998,100.0,109.6938,109.6938,,,,
Masfout,2023-01-03,155.0928,100.0,117.0558,117.0558,,,,
Masfout,2023-01-03,145.27679999999998,100.0,125.154,125.154,,,,
Masfout,2023-01-03,129.5712,100.0,129.5712,129.5712,,,,
Masfout,2023-01-03,123.6816,100.0,132.2706,132.2706,,,,
Masfout,2023-01-03,123.6816,100.0,133.0068,133.0068,,,,
Masfout,2023-01-03,121.7184,100.0,133.0068,133.0068,,,,
Masfout,2023-01-03,115.8288,100.0,131.7798,131.7798,,,,
Masfout,2023-01-03,111.9024,100.0,128.3442,128.3442,,,,
Masfout,2023-01-03,111.9024,100.0,122.9454,122.9454,,,,
Masfout,2023-01-03,104.0496,100.0,117.792,117.792,100.0,100.0,112.832875,112.832875
Masfout,2023-01-04,106.0128,100.0,114.8472,114.8472,,,,
Masfout,2023-01-04,100.1232,100.0,111.9024,111.9024,,,,
Masfout,2023-01-04,96.1968,100.0,108.4668,108.4668,,,,
Masfout,2023-01-04,102.0864,100.0,106.0128,106.0128,,,,
Masfout,2023-01-04,98.16,100.0,103.80420000000001,103.80420000000001,,,,
Masfout,2023-01-04,100.1232,100.0,102.3318,102.3318,,,,
Masfout,2023-01-04,100.1232,100.0,100.8594,100.8594,,,,
Masfout,2023-01-04,98.16,100.0,100.1232,100.1232,,,,
Masfout,2023-01-04,106.0128,100.0,100.1232,100.1232,,,,
Masfout,2023-01-04,111.9024,100.0,101.5956,101.5956,,,,
Masfout,2023-01-04,115.8288,100.0,104.0496,104.0496,,,,
Masfout,2023-01-04,119.7552,100.0,106.2582,106.2582,,,,
Masfout,2023-01-04,129.5712,100.0,110.18459999999999,110.18459999999999,,,,
Masfout,2023-01-04,133.49760000000003,100.0,114.35640000000001,114.35640000000001,,,,
Masfout,2023-01-04,137.424,100.0,119.019,119.019,,,,
Masfout,2023-01-04,137.424,100.0,123.927,123.927,,,,
Masfout,2023-01-04,131.53440000000003,100.0,127.11720000000001,127.11720000000001,,,,
Masfout,2023-01-04,125.6448,100.0,128.835,128.835,,,,
Masfout,2023-01-04,121.7184,100.0,129.5712,129.5712,,,,
Masfout,2023-01-04,119.7552,100.0,129.5712,129.5712,,,,
Masfout,2023-01-04,107.976,100.0,126.87180000000001,126.87180000000001,,,,
Masfout,2023-01-04,111.9024,100.0,124.17240000000001,124.17240000000001,,,,
Masfout,2023-01-04,115.8288,100.0,121.473,121.473,,,,
Masfout,2023-01-04,109.9392,100.0,118.0374,118.0374,100.0,100.0,113.896275,113.896275
Masfout,2023-01-05,106.0128,100.0,114.8472,114.8472,,,,
Masfout,2023-01-05,102.0864,100.0,111.9024,111.9024,,,,
Masfout,2023-01-05,100.1232,100.0,109.203,109.203,,,,
Masfout,2023-01-05,98.16,100.0,106.50359999999999,106.50359999999999,,,,
Masfout,2023-01-05,102.0864,100.0,105.7674,105.7674,,,,
Masfout,2023-01-05,100.1232,100.0,104.295,104.295,,,,
Masfout,2023-01-05,96.1968,100.0,101.84100000000001,101.84100000000001,,,,
Masfout,2023-01-05,72.63839999999999,100.0,97.1784,97.1784,,,,
Masfout,2023-01-05,86.3808,100.0,94.7244,94.7244,,,,
Masfout,2023-01-05,98.16,100.0,94.2336,94.2336,,,,
Masfout,2023-01-05,107.976,100.0,95.2152,95.2152,,,,
Masfout,2023-01-05,104.0496,100.0,95.9514,95.9514,,,,
Masfout,2023-01-05,109.9392,100.0,96.93299999999999,96.93299999999999,,,,
Masfout,2023-01-05,113.8656,100.0,98.6508,98.6508,,,,
Masfout,2023-01-05,123.6816,100.0,102.0864,102.0864,,,,
Masfout,2023-01-05,131.53440000000003,100.0,109.4484,109.4484,,,,
Masfout,2023-01-05,137.424,100.0,115.8288,115.8288,,,,
Masfout,2023-01-05,139.38719999999998,100.0,120.9822,120.9822,,,,
Masfout,2023-01-05,117.792,100.0,122.20920000000001,122.20920000000001,,,,
Masfout,2023-01-05,107.976,100.0,122.69999999999999,122.69999999999999,,,,
Masfout,2023-01-05,98.16,100.0,121.22760000000001,121.22760000000001,,,,
Masfout,2023-01-05,92.2704,100.0,118.52820000000001,118.52820000000001,,,,
Masfout,2023-01-05,92.2704,100.0,114.60180000000001,114.60180000000001,,,,
Masfout,2023-01-05,86.3808,100.0,108.95759999999999,108.95759999999999,100.0,100.0,107.659025,107.659025
Masfout,2023-01-06,82.4544,100.0,102.0864,102.0864,,,,
Masfout,2023-01-06,90.3072,100.0,95.95139999999999,95.95139999999999,,,,
Masfout,2023-01-06,88.34400000000001,100.0,92.2704,92.2704,,,,
Masfout,2023-01-06,84.4176,100.0,89.32560000000001,89.32560000000001,,,,
Masfout,2023-01-06,86.3808,100.0,87.85319999999999,87.85319999999999,,,,
Masfout,2023-01-06,86.3808,100.0,87.11699999999999,87.11699999999999,,,,
Masfout,2023-01-06,72.63839999999999,100.0,84.663,84.663,,,,
Masfout,2023-01-06,66.74880000000002,100.0,82.20899999999999,82.20899999999999,,,,
Masfout,2023-01-06,58.896,100.0,79.2642,79.2642,,,,
Masfout,2023-01-06,88.34400000000001,100.0,79.0188,79.0188,,,,
Masfout,2023-01-06,109.9392,100.0,81.7182,81.7182,,,,
Masfout,2023-01-06,113.8656,100.0,85.3992,85.3992,,,,
Masfout,2023-01-06,113.8656,100.0,88.8348,88.8348,,,,
Masfout,2023-01-06,109.9392,100.0,91.7796,91.7796,,,,
Masfout,2023-01-06,107.976,100.0,96.1968,96.1968,,,,
Masfout,2023-01-06,113.8656,100.0,102.0864,102.0864,,,,
Masfout,2023-01-06,90.3072,100.0,106.0128,106.0128,,,,
Masfout,2023-01-06,90.3072,100.0,106.2582,106.2582,,,,
Masfout,2023-01-06,82.4544,100.0,102.8226,102.8226,,,,
Masfout,2023-01-06,76.5648,100.0,98.16,98.16,,,,
Masfout,2023-01-06,70.67519999999999,100.0,92.76119999999999,92.76119999999999,,,,
Masfout,2023-01-06,82.4544,100.0,89.32560000000001,89.32560000000001,,,,
Masfout,2023-01-06,90.3072,100.0,87.117,87.117,,,,
Masfout,2023-01-06,92.2704,100.0,84.41760000000001,84.41760000000001,100.0,100.0,91.36037499999999,91.36037499999999
Masfout,2023-01-07,90.3072,100.0,84.4176,84.4176,,,,
Masfout,2023-01-07,92.2704,100.0,84.663,84.663,,,,
Masfout,2023-01-07,90.3072,100.0,85.6446,85.6446,,,,
Masfout,2023-01-07,88.34400000000001,100.0,87.11699999999999,87.11699999999999,,,,
Masfout,2023-01-07,84.4176,100.0,88.8348,88.8348,,,,
Masfout,2023-01-07,84.4176,100.0,89.08019999999999,89.08019999999999,,,,
Masfout,2023-01-07,86.3808,100.0,88.5894,88.5894,,,,
Masfout,2023-01-07,78.528,100.0,86.8716,86.8716,,,,
Masfout,2023-01-07,80.49119999999999,100.0,85.6446,85.6446,,,,
Masfout,2023-01-07,88.34400000000001,100.0,85.1538,85.1538,,,,
Masfout,2023-01-07,92.2704,100.0,85.39920000000001,85.39920000000001,,,,
Masfout,2023-01-07,100.1232,100.0,86.8716,86.8716,,,,
Masfout,2023-01-07,107.976,100.0,89.8164,89.8164,,,,
Masfout,2023-01-07,109.9392,100.0,93.00659999999999,93.00659999999999,,,,
Masfout,2023-01-07,90.3072,100.0,93.4974,93.4974,,,,
Masfout,2023-01-07,70.67519999999999,100.0,92.51579999999998,92.51579999999998,,,,
Masfout,2023-01-07,88.34400000000001,100.0,93.4974,93.4974,,,,
Masfout,2023-01-07,88.34400000000001,100.0,93.4974,93.4974,,,,
Masfout,2023-01-07,88.34400000000001,100.0,93.00659999999999,93.00659999999999,,,,
Masfout,2023-01-07,72.63839999999999,100.0,89.571,89.571,,,,
Masfout,2023-01-07,72.63839999999999,100.0,85.15379999999999,85.15379999999999,,,,
Masfout,2023-01-07,60.8592,100.0,79.0188,79.0188,,,,
Masfout,2023-01-07,70.67519999999999,100.0,76.56479999999999,76.56479999999999,,,,
Masfout,2023-01-07,64.7856,100.0,75.82860000000001,75.82860000000001,100.0,100.0,87.21924999999999,87.21924999999999
Masfout,2023-01-08,62.8224,100.0,72.6384,72.6384,,,,
Masfout,2023-01-08,72.63839999999999,100.0,70.67519999999999,70.67519999999999,,,,
Masfout,2023-01-08,66.74880000000002,100.0,67.97579999999999,67.97579999999999,,,,
Masfout,2023-01-08,54.9696,100.0,65.7672,65.7672,,,,
Masfout,2023-01-08,45.1536,100.0,62.331599999999995,62.331599999999995,,,,
Masfout,2023-01-08,49.080000000000005,100.0,60.8592,60.8592,,,,
Masfout,2023-01-08,43.1904,100.0,57.4236,57.4236,,,,
Masfout,2023-01-08,27.4848,100.0,52.760999999999996,52.760999999999996,,,,
Masfout,2023-01-08,51.0432,100.0,51.288599999999995,51.288599999999995,,,,
Masfout,2023-01-08,76.5648,100.0,51.779399999999995,51.779399999999995,,,,
Masfout,2023-01-08,92.2704,100.0,54.9696,54.9696,,,,
Masfout,2023-01-08,96.1968,100.0,60.123000000000005,60.123000000000005,,,,
Masfout,2023-01-08,94.2336,100.0,66.25800000000001,66.25800000000001,,,,
Masfout,2023-01-08,94.2336,100.0,71.9022,71.9022,,,,
Masfout,2023-01-08,102.0864,100.0,79.2642,79.2642,,,,
Masfout,2023-01-08,104.0496,100.0,88.8348,88.8348,,,,
Masfout,2023-01-08,107.976,100.0,95.9514,95.9514,,,,
Masfout,2023-01-08,104.0496,100.0,99.387,99.387,,,,
Masfout,2023-01-08,90.3072,100.0,99.1416,99.1416,,,,
Masfout,2023-01-08,96.1968,100.0,99.1416,99.1416,,,,
Masfout,2023-01-08,88.34400000000001,100.0,98.4054,98.4054,,,,
Masfout,2023-01-08,84.4176,100.0,97.1784,97.1784,,,,
Masfout,2023-01-08,88.34400000000001,100.0,95.4606,95.4606,,,,
Masfout,2023-01-08,80.49119999999999,100.0,92.51579999999998,92.51579999999998,100.0,100.0,75.5014,75.5014
Masfout,2023-01-09,74.6016,100.0,88.34400000000001,88.34400000000001,,,,
Masfout,2023-01-09,82.4544,100.0,85.6446,85.6446,,,,
Masfout,2023-01-09,86.3808,100.0,85.1538,85.1538,,,,
Masfout,2023-01-09,84.4176,100.0,83.6814,83.6814,,,,
Masfout,2023-01-09,76.5648,100.0,82.209,82.209,,,,
Masfout,2023-01-09,62.8224,100.0,79.5096,79.5096,,,,
Masfout,2023-01-09,62.8224,100.0,76.3194,76.3194,,,,
Masfout,2023-01-09,39.264,100.0,71.16600000000001,71.16600000000001,,,,
Masfout,2023-01-09,78.528,100.0,71.6568,71.6568,,,,
Masfout,2023-01-09,106.0128,100.0,74.6016,74.6016,,,,
Masfout,2023-01-09,106.0128,100.0,77.0556,77.0556,,,,
Masfout,2023-01-09,104.0496,100.0,79.5096,79.5096,,,,
Masfout,2023-01-09,98.16,100.0,82.209,82.209,,,,
Masfout,2023-01-09,96.1968,100.0,86.3808,86.3808,,,,
Masfout,2023-01-09,96.1968,100.0,90.5526,90.5526,,,,
Masfout,2023-01-09,100.1232,100.0,98.16,98.16,,,,
Masfout,2023-01-09,106.0128,100.0,101.59559999999999,101.59559999999999,,,,
Masfout,2023-01-09,121.7184,100.0,103.55879999999999,103.55879999999999,,,,
Masfout,2023-01-09,131.53440000000003,100.0,106.74900000000001,106.74900000000001,,,,
Masfout,2023-01-09,133.49760000000003,100.0,110.43,110.43,,,,
Masfout,2023-01-09,131.53440000000003,100.0,114.60180000000001,114.60180000000001,,,,
Masfout,2023-01-09,135.4608,100.0,119.50980000000001,119.50980000000001,,,,
Masfout,2023-01-09,133.49760000000003,100.0,124.17240000000001,124.17240000000001,,,,
Masfout,2023-01-09,127.608,100.0,127.60800000000002,127.60800000000002,100.0,100.0,92.51580000000001,92.51580000000001
Masfout,2023-01-10,119.7552,100.0,129.32580000000002,129.32580000000002,,,,
Masfout,2023-01-10,115.8288,100.0,128.58960000000002,128.58960000000002,,,,
Masfout,2023-01-10,107.976,100.0,125.6448,125.6448,,,,
Masfout,2023-01-10,102.0864,100.0,121.7184,121.7184,,,,
Masfout,2023-01-10,111.9024,100.0,119.26440000000001,119.26440000000001,,,,
Masfout,2023-01-10,104.0496,100.0,115.33800000000001,115.33800000000001,,,,
Masfout,2023-01-10,100.1232,100.0,111.1662,111.1662,,,,
Masfout,2023-01-10,70.67519999999999,100.0,104.0496,104.0496,,,,
Masfout,2023-01-10,90.3072,100.0,100.36859999999999,100.36859999999999,,,,
Masfout,2023-01-10,102.0864,100.0,98.65079999999999,98.65079999999999,,,,
Masfout,2023-01-10,104.0496,100.0,98.16,98.16,,,,
Masfout,2023-01-10,106.0128,100.0,98.6508,98.6508,,,,
Masfout,2023-01-10,107.976,100.0,98.16,98.16,,,,
Masfout,2023-01-10,98.16,100.0,97.4238,97.4238,,,,
Masfout,2023-01-10,96.1968,100.0,96.93299999999999,96.93299999999999,,,,
Masfout,2023-01-10,94.2336,100.0,99.8778,99.8778,,,,
Masfout,2023-01-10,96.1968,100.0,100.614,100.614,,,,
Masfout,2023-01-10,94.2336,100.0,99.63239999999999,99.63239999999999,,,,
Masfout,2023-01-10,90.3072,100.0,97.9146,97.9146,,,,
Masfout,2023-01-10,98.16,100.0,96.93299999999999,96.93299999999999,,,,
Masfout,2023-01-10,88.34400000000001,100.0,94.479,94.479,,,,
Masfout,2023-01-10,88.34400000000001,100.0,93.252,93.252,,,,
Masfout,2023-01-10,80.49119999999999,100.0,91.2888,91.2888,,,,
Masfout,2023-01-10,76.5648,100.0,89.0802,89.0802,100.0,100.0,104.43815,104.43815
Masfout,2023-01-11,72.63839999999999,100.0,86.13539999999999,86.13539999999999,,,,
Masfout,2023-01-11,74.6016,100.0,83.68140000000001,83.68140000000001,,,,
Masfout,2023-01-11,80.49119999999999,100.0,82.45439999999999,82.45439999999999,,,,
Masfout,2023-01-11,76.5648,100.0,79.755,79.755,,,,
Masfout,2023-01-11,78.528,100.0,78.52799999999999,78.52799999999999,,,,
Masfout,2023-01-11,88.34400000000001,100.0,78.528,78.528,,,,
Masfout,2023-01-11,88.34400000000001,100.0,79.5096,79.5096,,,,
Masfout,2023-01-11,86.3808,100.0,80.7366,80.7366,,,,
Masfout,2023-01-11,94.2336,100.0,83.436,83.436,,,,
Masfout,2023-01-11,100.1232,100.0,86.6262,86.6262,,,,
Masfout,2023-01-11,100.1232,100.0,89.0802,89.0802,,,,
Masfout,2023-01-11,100.1232,100.0,92.025,92.025,,,,
Masfout,2023-01-11,96.1968,100.0,94.2336,94.2336,,,,
Masfout,2023-01-11,111.9024,100.0,97.1784,97.1784,,,,
Masfout,2023-01-11,125.6448,100.0,101.84100000000001,101.84100000000001,,,,
Masfout,2023-01-11,125.6448,100.0,106.749,106.749,,,,
Masfout,2023-01-11,121.7184,100.0,110.1846,110.1846,,,,
Masfout,2023-01-11,111.9024,100.0,111.657,111.657,,,,
Masfout,2023-01-11,106.0128,100.0,112.39320000000001,112.39320000000001,,,,
Masfout,2023-01-11,104.0496,100.0,112.884,112.884,,,,
Masfout,2023-01-11,94.2336,100.0,112.6386,112.6386,,,,
Masfout,2023-01-11,90.3072,100.0,109.9392,109.9392,,,,
Masfout,2023-01-11,88.34400000000001,100.0,105.2766,105.2766,,,,
Masfout,2023-01-11,90.3072,100.0,100.8594,100.8594,100.0,100.0,94.8471,94.8471
Masfout,2023-01-12,80.49119999999999,100.0,95.70599999999999,95.70599999999999,,,,
Masfout,2023-01-12,66.74880000000002,100.0,90.0618,90.0618,,,,
Masfout,2023-01-12,72.63839999999999,100.0,85.89,85.89,,,,
Masfout,2023-01-12,72.63839999999999,100.0,81.9636,81.9636,,,,
Masfout,2023-01-12,70.67519999999999,100.0,79.0188,79.0188,,,,
Masfout,2023-01-12,54.9696,100.0,74.60159999999999,74.60159999999999,,,,
Masfout,2023-01-12,35.337599999999995,100.0,67.97579999999999,67.97579999999999,,,,
Masfout,2023-01-12,33.37440000000001,100.0,60.859199999999994,60.859199999999994,,,,
Masfout,2023-01-12,47.1168,100.0,56.6874,56.6874,,,,
Masfout,2023-01-12,88.34400000000001,100.0,59.386799999999994,59.386799999999994,,,,
Masfout,2023-01-12,98.16,100.0,62.577,62.577,,,,
Masfout,2023-01-12,96.1968,100.0,65.5218,65.5218,,,,
Masfout,2023-01-12,100.1232,100.0,69.2028,69.2028,,,,
Masfout,2023-01-12,100.1232,100.0,74.847,74.847,,,,
Masfout,2023-01-12,100.1232,100.0,82.9452,82.9452,,,,
Masfout,2023-01-12,100.1232,100.0,91.2888,91.2888,,,,
Masfout,2023-01-12,100.1232,100.0,97.9146,97.9146,,,,
Masfout,2023-01-12,100.1232,100.0,99.38699999999999,99.38699999999999,,,,
Masfout,2023-01-12,98.16,100.0,99.387,99.387,,,,
Masfout,2023-01-12,98.16,100.0,99.6324,99.6324,,,,
Masfout,2023-01-12,92.2704,100.0,98.6508,98.6508,,,,
Masfout,2023-01-12,86.3808,100.0,96.933,96.933,,,,
Masfout,2023-01-12,86.3808,100.0,95.2152,95.2152,,,,
Masfout,2023-01-12,92.2704,100.0,94.2336,94.2336,100.0,100.0,82.4953,82.4953
Masfout,2023-01-13,88.34400000000001,100.0,92.7612,92.7612,,,,
Masfout,2023-01-13,86.3808,100.0,91.0434,91.0434,,,,
Masfout,2023-01-13,84.4176,100.0,89.3256,89.3256,,,,
Masfout,2023-01-13,86.3808,100.0,87.85319999999999,87.85319999999999,,,,
Masfout,2023-01-13,88.34400000000001,100.0,87.3624,87.3624,,,,
Masfout,2023-01-13,90.3072,100.0,87.85319999999999,87.85319999999999,,,,
Masfout,2023-01-13,88.34400000000001,100.0,88.0986,88.0986,,,,
Masfout,2023-01-13,80.49119999999999,100.0,86.62620000000001,86.62620000000001,,,,
Masfout,2023-01-13,82.4544,100.0,85.89,85.89,,,,
Masfout,2023-01-13,88.34400000000001,100.0,86.1354,86.1354,,,,
Masfout,2023-01-13,94.2336,100.0,87.3624,87.3624,,,,
Masfout,2023-01-13,96.1968,100.0,88.5894,88.5894,,,,
Masfout,2023-01-13,100.1232,100.0,90.0618,90.0618,,,,
Masfout,2023-01-13,104.0496,100.0,91.7796,91.7796,,,,
Masfout,2023-01-13,109.9392,100.0,94.479,94.479,,,,
Masfout,2023-01-13,111.9024,100.0,98.40539999999999,98.40539999999999,,,,
Masfout,2023-01-13,107.976,100.0,101.59559999999999,101.59559999999999,,,,
Masfout,2023-01-13,104.0496,100.0,103.55879999999999,103.55879999999999,,,,
Masfout,2023-01-13,102.0864,100.0,104.5404,104.5404,,,,
Masfout,2023-01-13,100.1232,100.0,105.0312,105.0312,,,,
Masfout,2023-01-13,96.1968,100.0,104.54039999999999,104.54039999999999,,,,
Masfout,2023-01-13,92.2704,100.0,103.068,103.068,,,,
Masfout,2023-01-13,88.34400000000001,100.0,100.3686,100.3686,,,,
Masfout,2023-01-13,84.4176,100.0,96.93299999999999,96.93299999999999,100.0,100.0,93.88595,93.88595
Masfout,2023-01-14,86.3808,100.0,94.23360000000001,94.23360000000001,,,,
Masfout,2023-01-14,90.3072,100.0,92.5158,92.5158,,,,
Masfout,2023-01-14,88.34400000000001,100.0,90.798,90.798,,,,
Masfout,2023-01-14,84.4176,100.0,88.8348,88.8348,,,,
Masfout,2023-01-14,86.3808,100.0,87.6078,87.6078,,,,
Masfout,2023-01-14,90.3072,100.0,87.36240000000001,87.36240000000001,,,,
Masfout,2023-01-14,84.4176,100.0,86.8716,86.8716,,,,
Masfout,2023-01-14,82.4544,100.0,86.6262,86.6262,,,,
Masfout,2023-01-14,88.34400000000001,100.0,86.8716,86.8716,,,,
Masfout,2023-01-14,98.16,100.0,87.8532,87.8532,,,,
Masfout,2023-01-14,106.0128,100.0,90.0618,90.0618,,,,
Masfout,2023-01-14,106.0128,100.0,92.7612,92.7612,,,,
Masfout,2023-01-14,104.0496,100.0,94.9698,94.9698,,,,
Masfout,2023-01-14,106.0128,100.0,96.93299999999999,96.93299999999999,,,,
Masfout,2023-01-14,127.608,100.0,102.33179999999999,102.33179999999999,,,,
Masfout,2023-01-14,141.35039999999998,100.0,109.6938,109.6938,,,,
Masfout,2023-01-14,143.31359999999998,100.0,116.565,116.565,,,,
Masfout,2023-01-14,135.4608,100.0,121.2276,121.2276,,,,
Masfout,2023-01-14,127.608,100.0,123.92699999999999,123.92699999999999,,,,
Masfout,2023-01-14,125.6448,100.0,126.381,126.381,,,,
Masfout,2023-01-14,113.8656,100.0,127.60799999999999,127.60799999999999,,,,
Masfout,2023-01-14,107.976,100.0,127.8534,127.8534,,,,
Masfout,2023-01-14,102.0864,100.0,124.6632,124.6632,,,,
Masfout,2023-01-14,102.0864,100.0,119.7552,119.7552,100.0,100.0,102.67945000000002,102.67945000000002
Masfout,2023-01-15,94.2336,100.0,113.62020000000001,113.62020000000001,,,,
Masfout,2023-01-15,88.34400000000001,100.0,107.7306,107.7306,,,,
Masfout,2023-01-15,82.4544,100.0,102.0864,102.0864,,,,
Masfout,2023-01-15,82.4544,100.0,96.6876,96.6876,,,,
Masfout,2023-01-15,88.34400000000001,100.0,93.4974,93.4974,,,,
Masfout,2023-01-15,84.4176,100.0,90.55260000000001,90.55260000000001,,,,
Masfout,2023-01-15,82.4544,100.0,88.0986,88.0986,,,,
Masfout,2023-01-15,82.4544,100.0,85.6446,85.6446,,,,
Masfout,2023-01-15,94.2336,100.0,85.6446,85.6446,,,,
Masfout,2023-01-15,107.976,100.0,88.0986,88.0986,,,,
Masfout,2023-01-15,106.0128,100.0,91.04339999999999,91.04339999999999,,,,
Masfout,2023-01-15,106.0128,100.0,93.9882,93.9882,,,,
Masfout,2023-01-15,107.976,100.0,96.44219999999999,96.44219999999999,,,,
Masfout,2023-01-15,109.9392,100.0,99.63239999999999,99.63239999999999,,,,
Masfout,2023-01-15,117.792,100.0,104.0496,104.0496,,,,
Masfout,2023-01-15,129.5712,100.0,109.9392,109.9392,,,,
Masfout,2023-01-15,127.608,100.0,114.111,114.111,,,,
Masfout,2023-01-15,121.7184,100.0,115.8288,115.8288,,,,
Masfout,2023-01-15,119.7552,100.0,117.54660000000001,117.54660000000001,,,,
Masfout,2023-01-15,117.792,100.0,119.019,119.019,,,,
Masfout,2023-01-15,111.9024,100.0,119.5098,119.5098,,,,
Masfout,2023-01-15,109.9392,100.0,119.50980000000001,119.50980000000001,,,,
Masfout,2023-01-15,106.0128,100.0,118.0374,118.0374,,,,
Masfout,2023-01-15,98.16,100.0,114.111,114.111,100.0,100.0,103.51790000000001,103.51790000000001
Masfout,2023-01-16,68.712,100.0,106.749,106.749,,,,
Masfout,2023-01-16,60.8592,100.0,99.1416,99.1416,,,,
Masfout,2023-01-16,58.896,100.0,91.53420000000001,91.53420000000001,,,,
Masfout,2023-01-16,58.896,100.0,84.1722,84.1722,,,,
Masfout,2023-01-16,58.896,100.0,77.54639999999999,77.54639999999999,,,,
Masfout,2023-01-16,53.0064,100.0,70.4298,70.4298,,,,
Masfout,2023-01-16,37.3008,100.0,61.8408,61.8408,,,,
Masfout,2023-01-16,43.1904,100.0,54.9696,54.9696,,,,
Masfout,2023-01-16,49.080000000000005,100.0,52.515600000000006,52.515600000000006,,,,
Masfout,2023-01-16,72.63839999999999,100.0,53.988,53.988,,,,
Masfout,2023-01-16,88.34400000000001,100.0,57.669000000000004,57.669000000000004,,,,
