Station Name,Date,O3
Masfout,01/01/2023,76.5648
Masfout,01/01/2023,72.63839999999999
Masfout,01/01/2023,66.74880000000002
Masfout,01/01/2023,54.9696
Masfout,01/01/2023,72.63839999999999
Masfout,01/01/2023,90.3072
Masfout,01/01/2023,74.6016
Masfout,01/01/2023,70.67519999999999
Masfout,01/01/2023,78.528
Masfout,01/01/2023,109.9392
Masfout,01/01/2023,107.976
Masfout,01/01/2023,111.9024
Masfout,01/01/2023,119.7552
Masfout,01/01/2023,125.6448
Masfout,01/01/2023,127.608
Masfout,01/01/2023,129.5712
Masfout,01/01/2023,133.49760000000003
Masfout,01/01/2023,139.38719999999998
Masfout,01/01/2023,153.1296
Masfout,01/01/2023,147.24
Masfout,01/01/2023,113.8656
Masfout,01/01/2023,107.976
Masfout,01/01/2023,113.8656
Masfout,01/01/2023,109.9392
Masfout,02/01/2023,104.0496
Masfout,02/01/2023,88.34400000000001
Masfout,02/01/2023,82.4544
Masfout,02/01/2023,68.712
Masfout,02/01/2023,64.7856
Masfout,02/01/2023,45.1536
Masfout,02/01/2023,35.337599999999995
Masfout,02/01/2023,58.896
Masfout,02/01/2023,68.712
Masfout,02/01/2023,102.0864
Masfout,02/01/2023,117.792
Masfout,02/01/2023,121.7184
Masfout,02/01/2023,127.608
Masfout,02/01/2023,133.49760000000003
Masfout,02/01/2023,135.4608
Masfout,02/01/2023,133.49760000000003
Masfout,02/01/2023,135.4608
Masfout,02/01/2023,131.53440000000003
Masfout,02/01/2023,125.6448
Masfout,02/01/2023,121.7184
Masfout,02/01/2023,115.8288
Masfout,02/01/2023,109.9392
Masfout,02/01/2023,106.0128
Masfout,02/01/2023,96.1968
Masfout,03/01/2023,88.34400000000001
Masfout,03/01/2023,98.16
Masfout,03/01/2023,100.1232
Masfout,03/01/2023,100.1232
Masfout,03/01/2023,106.0128
Masfout,03/01/2023,106.0128
Masfout,03/01/2023,96.1968
Masfout,03/01/2023,80.49119999999999
Masfout,03/01/2023,94.2336
Masfout,03/01/2023,102.0864
Masfout,03/01/2023,117.792
Masfout,03/01/2023,121.7184
Masfout,03/01/2023,125.6448
Masfout,03/01/2023,139.38719999999998
Masfout,03/01/2023,155.0928
Masfout,03/01/2023,145.27679999999998
Masfout,03/01/2023,129.5712
Masfout,03/01/2023,123.6816
Masfout,03/01/2023,123.6816
Masfout,03/01/2023,121.7184
Masfout,03/01/2023,115.8288
Masfout,03/01/2023,111.9024
Masfout,03/01/2023,111.9024
Masfout,03/01/2023,104.0496
Masfout,04/01/2023,106.0128
Masfout,04/01/2023,100.1232
Masfout,04/01/2023,96.1968
Masfout,04/01/2023,102.0864
Masfout,04/01/2023,98.16
Masfout,04/01/2023,100.1232
Masfout,04/01/2023,100.1232
Masfout,04/01/2023,98.16
Masfout,04/01/2023,106.0128
Masfout,04/01/2023,111.9024
Masfout,04/01/2023,115.8288
Masfout,04/01/2023,119.7552
Masfout,04/01/2023,129.5712
Masfout,04/01/2023,133.49760000000003
Masfout,04/01/2023,137.424
Masfout,04/01/2023,137.424
Masfout,04/01/2023,131.53440000000003
Masfout,04/01/2023,125.6448
Masfout,04/01/2023,121.7184
Masfout,04/01/2023,119.7552
Masfout,04/01/2023,107.976
Masfout,04/01/2023,111.9024
Masfout,04/01/2023,115.8288
Masfout,04/01/2023,109.9392
Masfout,05/01/2023,106.0128
Masfout,05/01/2023,102.0864
Masfout,05/01/2023,100.1232
Masfout,05/01/2023,98.16
Masfout,05/01/2023,102.0864
Masfout,05/01/2023,100.1232
Masfout,05/01/2023,96.1968
Masfout,05/01/2023,72.63839999999999
Masfout,05/01/2023,86.3808
Masfout,05/01/2023,98.16
Masfout,05/01/2023,107.976
Masfout,05/01/2023,104.0496
Masfout,05/01/2023,109.9392
Masfout,05/01/2023,113.8656
Masfout,05/01/2023,123.6816
Masfout,05/01/2023,131.53440000000003
Masfout,05/01/2023,137.424
Masfout,05/01/2023,139.38719999999998
Masfout,05/01/2023,117.792
Masfout,05/01/2023,107.976
Masfout,05/01/2023,98.16
Masfout,05/01/2023,92.2704
Masfout,05/01/2023,92.2704
Masfout,05/01/2023,86.3808
Masfout,06/01/2023,82.4544
Masfout,06/01/2023,90.3072
Masfout,06/01/2023,88.34400000000001
Masfout,06/01/2023,84.4176
Masfout,06/01/2023,86.3808
Masfout,06/01/2023,86.3808
Masfout,06/01/2023,72.63839999999999
Masfout,06/01/2023,66.74880000000002
Masfout,06/01/2023,58.896
Masfout,06/01/2023,88.34400000000001
Masfout,06/01/2023,109.9392
Masfout,06/01/2023,113.8656
Masfout,06/01/2023,113.8656
Masfout,06/01/2023,109.9392
Masfout,06/01/2023,107.976
Masfout,06/01/2023,113.8656
Masfout,06/01/2023,90.3072
Masfout,06/01/2023,90.3072
Masfout,06/01/2023,82.4544
Masfout,06/01/2023,76.5648
Masfout,06/01/2023,70.67519999999999
Masfout,06/01/2023,82.4544
Masfout,06/01/2023,90.3072
Masfout,06/01/2023,92.2704
Masfout,07/01/2023,90.3072
Masfout,07/01/2023,92.2704
Masfout,07/01/2023,90.3072
Masfout,07/01/2023,88.34400000000001
Masfout,07/01/2023,84.4176
Masfout,07/01/2023,84.4176
Masfout,07/01/2023,86.3808
Masfout,07/01/2023,78.528
Masfout,07/01/2023,80.49119999999999
Masfout,07/01/2023,88.34400000000001
Masfout,07/01/2023,92.2704
Masfout,07/01/2023,100.1232
Masfout,07/01/2023,107.976
Masfout,07/01/2023,109.9392
Masfout,07/01/2023,90.3072
Masfout,07/01/2023,70.67519999999999
