Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,NOX,NO,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
MUSHAIRIF,01/12/2023,11:00:00,5.38,,,20.73,22.825366,2.095366,,,38.53,,,,,,0.44,,,,,24.0,,,1.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,12:00:00,3.68,,,8.8,10.845225,2.0452250000000003,,,55.27,,,,,,0.29,,,,,18.0,,,2.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,13:00:00,3.22,,,5.03,8.376252000000001,3.346252,,,73.78,,,,,,0.27,,,,,14.0,,,2.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,14:00:00,3.79,,,3.52,7.045704000000001,3.525704,,,93.63,,,,,,0.33,,,,,12.0,,,0.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,15:00:00,2.6,,,4.78,7.651232,2.871232,,,111.59,,,,,,0.66,,,,,16.0,,,2.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,16:00:00,2.58,,,6.57,8.301184000000001,1.7311840000000005,,,106.48,,,,,,0.52,,,,,26.0,,,4.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,17:00:00,2.34,,,8.12,10.402735,2.282735,,,97.36,,,,,,0.46,,,,,45.0,,,11.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,18:00:00,2.68,,,12.02,14.666917,2.646917,,,83.68,,,,,,0.25,,,,,57.0,,,19.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,19:00:00,2.77,,,18.74,20.621607,1.881607,,,74.81,,,,,,0.19,,,,,70.0,,,23.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,20:00:00,4.24,,,24.14,25.140181,1.000181,,,64.41,,,,,,0.31,,,,,81.0,,,36.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,21:00:00,4.65,,,34.95,36.683823,1.733823,,,51.22,,,,,,0.51,,,,,97.0,,,42.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,22:00:00,5.58,,,50.54,52.294935,1.754935,,,41.08,,,,,,0.8,,,,,92.0,,,40.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/12/2023,23:00:00,3.97,,,72.16,79.554478,7.394478000000001,,,30.13,,,,,,1.45,,,,,86.0,,,30.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,00:00:00,4.79,,,91.27,104.396386,13.126386,,,15.44,,,,,,1.24,,,,,78.0,,,23.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,01:00:00,5.6,,,103.09,123.439329,20.349329,,,9.62,,,,,,1.53,,,,,75.0,,,27.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,02:00:00,5.56,,,106.1,130.28643499999998,24.186435000000003,,,7.85,,,,,,1.42,,,,,75.0,,,22.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,03:00:00,9.52,,,102.08,146.10379799999998,44.023798,,,7.6,,,,,,1.8,,,,,77.0,,,27.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,04:00:00,10.49,,,97.05,127.884076,30.834076000000003,,,9.87,,,,,,2.11,,,,,72.0,,,31.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,05:00:00,7.14,,,96.8,122.31913,25.519130000000004,,,12.66,,,,,,2.24,,,,,68.0,,,25.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,06:00:00,6.62,,,104.34,132.484935,28.144935,,,7.85,,,,,,1.93,,,,,75.0,,,26.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,07:00:00,7.58,,,113.9,150.04110500000002,36.141105,,,8.1,,,,,,2.05,,,,,75.0,,,23.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,08:00:00,5.0,,,106.1,137.683552,31.583552000000005,,,11.65,,,,,,2.25,,,,,63.0,,,15.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,09:00:00,4.16,,,93.03,112.313173,19.283173000000005,,,13.67,,,,,,1.87,,,,,48.0,,,12.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,10:00:00,3.36,,,57.71,62.489229,4.779229000000001,,,29.78,,,,,,0.93,,,,,53.0,,,13.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,11:00:00,4.49,,,22.06,24.134254,2.0742540000000003,,,69.63,,,,,,0.42,,,,,47.0,,,10.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,12:00:00,3.1,,,12.28,13.427965,1.147965,,,116.54,,,,,,0.36,,,,,42.0,,,7.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,13:00:00,4.07,,,8.77,10.6173,1.8473,,,154.91,,,,,,0.26,,,,,43.0,,,8.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,14:00:00,3.76,,,8.02,10.508577,2.4885770000000003,,,184.66,,,,,,0.29,,,,,54.0,,,11.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,15:00:00,2.81,,,7.02,9.513855,2.493855,,,200.81,,,,,,0.49,,,,,58.0,,,14.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,16:00:00,2.55,,,7.77,9.8210308,2.0510308,,,202.39,,,,,,0.48,,,,,55.0,,,12.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,17:00:00,3.7,,,8.27,9.444355,1.174355,,,196.74,,,,,,0.56,,,,,48.0,,,8.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,18:00:00,3.5,,,8.77,11.089681,2.319681,,,179.17,,,,,,0.46,,,,,42.0,,,10.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,19:00:00,3.51,,,7.3,8.991599,1.691599,,,139.55,,,,,,0.32,,,,,46.0,,,7.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,20:00:00,3.74,,,7.27,10.133315,2.863315,,,103.71,,,,,,0.28,,,,,43.0,,,5.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,21:00:00,4.33,,,11.78,14.500809,2.7208090000000005,,,58.8,,,,,,0.39,,,,,45.0,,,7.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,22:00:00,4.88,,,25.57,28.269697,2.699697,,,25.49,,,,,,0.61,,,,,49.0,,,8.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/12/2023,23:00:00,3.79,,,46.37,49.24651,2.876510000000001,,,11.61,,,,,,0.42,,,,,61.0,,,11.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,00:00:00,4.46,,,64.28,66.045491,1.765491,,,5.8,,,,,,0.69,,,,,73.0,,,11.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,01:00:00,5.23,,,76.72,87.67185,10.95185,,,4.8,,,,,,0.97,,,,,80.0,,,16.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,02:00:00,5.1,,,77.24,85.592435,8.352435000000002,,,5.56,,,,,,1.15,,,,,93.0,,,21.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,03:00:00,5.96,,,68.62,77.062161,8.442161,,,7.84,,,,,,1.56,,,,,98.0,,,25.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,04:00:00,6.07,,,58.56,62.027646,3.467646,,,11.39,,,,,,1.72,,,,,94.0,,,25.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,05:00:00,4.54,,,53.43,56.971538,3.5415380000000005,,,14.93,,,,,,1.48,,,,,82.0,,,19.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,06:00:00,4.89,,,61.5,65.35294,3.85294,,,9.87,,,,,,0.86,,,,,70.0,,,15.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,07:00:00,5.26,,,72.38,81.814425,9.434425,,,7.57,,,,,,0.81,,,,,56.0,,,12.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,08:00:00,5.83,,,78.82,87.921911,9.101911,,,4.78,,,,,,1.08,,,,,64.0,,,12.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,09:00:00,6.44,,,74.04,79.29688800000001,5.256888,,,10.56,,,,,,0.81,,,,,76.0,,,20.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,10:00:00,7.0,,,38.79,41.582062,2.792062,,,27.15,,,,,,0.55,,,,,86.0,,,25.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,11:00:00,3.33,,,20.79,22.985648,2.1956480000000003,,,46.5,,,,,,0.23,,,,,79.0,,,23.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,12:00:00,3.05,,,12.18,14.278005,2.098005,,,64.34,,,,,,0.28,,,,,66.0,,,17.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,13:00:00,4.04,,,8.37,11.080253,2.710253,,,75.91,,,,,,0.15,,,,,51.0,,,10.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,14:00:00,2.68,,,7.61,11.254459,3.644459,,,78.93,,,,,,0.39,,,,,48.0,,,8.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,15:00:00,3.19,,,8.11,11.445696,3.3356960000000004,,,80.13,,,,,,0.68,,,,,56.0,,,12.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,16:00:00,5.2,,,8.58,10.71759,2.1375900000000003,,,74.8,,,,,,0.77,,,,,50.0,,,14.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,17:00:00,5.94,,,7.54,9.535084,1.9950840000000003,,,64.41,,,,,,0.96,,,,,41.0,,,10.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,18:00:00,4.78,,,8.04,10.586635,2.546635,,,51.22,,,,,,1.05,,,,,34.0,,,7.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,19:00:00,4.01,,,10.58,12.71759,2.1375900000000003,,,36.83,,,,,,0.62,,,,,42.0,,,8.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,20:00:00,4.28,,,21.16,24.14207,2.98207,,,23.64,,,,,,0.23,,,,,47.0,,,10.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,21:00:00,4.77,,,56.94,59.528859,2.588859,,,13.22,,,,,,0.32,,,,,60.0,,,12.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,22:00:00,4.48,,,76.84,78.837723,1.997723,,,7.37,,,,,,0.52,,,,,74.0,,,19.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/12/2023,23:00:00,2.95,,,69.32,74.006864,4.686864,,,13.86,,,,,,0.68,,,,,84.0,,,24.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,00:00:00,2.43,,,65.27,71.347617,6.077617,,,22.92,,,,,,1.02,,,,,93.0,,,33.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,01:00:00,2.69,,,74.32,102.185201,27.865201000000003,,,13.35,,,,,,1.68,,,,,98.0,,,35.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,02:00:00,3.41,,,86.41,116.842948,30.432948000000003,,,8.31,,,,,,1.67,,,,,96.0,,,36.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,03:00:00,3.45,,,96.49,127.535196,31.045196,,,7.05,,,,,,2.26,,,,,100.0,,,41.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,04:00:00,3.68,,,98.0,128.952831,30.952831,,,13.86,,,,,,2.47,,,,,114.0,,,42.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,05:00:00,3.57,,,87.92,103.767195,15.847195000000005,,,22.92,,,,,,2.14,,,,,111.0,,,42.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,06:00:00,4.46,,,89.94,101.649243,11.709243,,,15.87,,,,,,1.69,,,,,100.0,,,33.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,07:00:00,3.54,,,103.29,116.403191,13.113191,,,10.58,,,,,,1.3,,,,,89.0,,,24.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,08:00:00,3.65,,,104.05,118.551305,14.501305000000002,,,12.85,,,,,,1.14,,,,,84.0,,,23.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,09:00:00,5.17,,,89.18,105.919177,16.739177,,,18.65,,,,,,1.05,,,,,92.0,,,33.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,10:00:00,5.97,,,47.11,57.708224,10.598224000000002,,,37.29,,,,,,0.85,,,,,94.0,,,33.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,11:00:00,3.26,,,15.36,19.125853,3.765853,,,54.64,,,,,,0.68,,,,,87.0,,,34.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,12:00:00,2.92,,,8.31,12.223637,3.913637000000001,,,66.36,,,,,,0.45,,,,,77.0,,,28.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,13:00:00,3.95,,,7.1,10.844741,3.7447410000000008,,,78.18,,,,,,0.37,,,,,69.0,,,22.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,14:00:00,3.1,,,7.29,11.000434,3.7104340000000007,,,85.47,,,,,,0.56,,,,,58.0,,,12.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,15:00:00,2.13,,,6.79,8.412985,1.622985,,,77.43,,,,,,0.65,,,,,48.0,,,8.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,16:00:00,2.4,,,8.55,9.906446,1.356446,,,66.11,,,,,,0.64,,,,,42.0,,,7.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,17:00:00,3.48,,,12.82,15.456361,2.6363610000000004,,,53.04,,,,,,0.66,,,,,47.0,,,8.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,18:00:00,3.5,,,18.6,20.20979,1.6097900000000005,,,43.24,,,,,,0.5,,,,,65.0,,,12.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,19:00:00,3.46,,,28.16,29.804097,1.644097,,,38.71,,,,,,0.17,,,,,61.0,,,13.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,20:00:00,2.74,,,40.22,41.816595,1.5965950000000002,,,27.4,,,,,,0.56,,,,,53.0,,,8.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,21:00:00,2.79,,,49.27,50.750479000000006,1.4804790000000003,,,19.86,,,,,,0.48,,,,,46.0,,,5.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,22:00:00,2.59,,,56.56,59.301921,2.7419210000000005,,,12.32,,,,,,0.25,,,,,43.0,,,6.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/12/2023,23:00:00,4.13,,,65.4,68.036361,2.636361,,,11.82,,,,,,0.34,,,,,45.0,,,7.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,00:00:00,4.56,,,71.89,79.429623,7.539623000000001,,,9.81,,,,,,0.86,,,,,46.0,,,9.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,01:00:00,4.47,,,83.71,112.39593,28.68593000000001,,,7.54,,,,,,1.5,,,,,51.0,,,12.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,02:00:00,4.61,,,93.01,139.24791900000002,46.237919000000005,,,7.54,,,,,,1.27,,,,,69.0,,,20.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,03:00:00,4.69,,,99.8,139.30583,39.50583,,,6.54,,,,,,1.84,,,,,96.0,,,27.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,04:00:00,4.78,,,104.08,128.651729,24.571729,,,9.83,,,,,,2.23,,,,,98.0,,,30.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,05:00:00,3.58,,,100.12,120.569611,20.449611,,,14.13,,,,,,1.83,,,,,88.0,,,23.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,06:00:00,4.01,,,97.1,111.237123,14.137123000000004,,,13.62,,,,,,1.01,,,,,84.0,,,21.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,07:00:00,3.8,,,104.41,123.574418,19.164418,,,4.62,,,,,,1.07,,,,,87.0,,,21.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,08:00:00,3.68,,,112.74,135.686105,22.946105,,,3.62,,,,,,1.19,,,,,94.0,,,24.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,09:00:00,4.42,,,90.54,109.060502,18.520502000000004,,,10.09,,,,,,1.0,,,,,104.0,,,36.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,10:00:00,5.11,,,46.66,56.21318,9.55318,,,27.24,,,,,,1.11,,,,,117.0,,,44.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,11:00:00,4.0,,,14.13,19.183685,5.053685000000001,,,51.45,,,,,,0.47,,,,,111.0,,,41.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,12:00:00,2.53,,,8.12,11.730152,3.610152,,,69.86,,,,,,0.46,,,,,96.0,,,34.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,13:00:00,2.17,,,7.14,9.689274,2.5492740000000005,,,84.99,,,,,,0.63,,,,,79.0,,,23.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,14:00:00,3.11,,,7.31,10.223456,2.9134560000000005,,,101.39,,,,,,0.48,,,,,64.0,,,18.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,15:00:00,3.11,,,8.07,10.455656,2.385656,,,108.45,,,,,,0.67,,,,,55.0,,,11.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,16:00:00,2.74,,,11.35,14.609165,3.2591650000000003,,,104.16,,,,,,0.64,,,,,60.0,,,15.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,17:00:00,2.55,,,14.88,16.202139000000003,1.3221390000000004,,,83.48,,,,,,0.73,,,,,62.0,,,20.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,18:00:00,,,,,,,,,,,,,,,,,,,,76.0,,,24.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,19:00:00,4.56,,,31.02,35.081421,4.061421000000001,,,25.98,,,,,,0.45,,,,,84.0,,,23.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,20:00:00,3.81,,,44.85,48.969479,4.119479,,,12.35,,,,,,0.5,,,,,82.0,,,13.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,21:00:00,3.78,,,58.32,60.861357,2.5413570000000005,,,8.8,,,,,,0.42,,,,,71.0,,,11.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,22:00:00,5.33,,,71.89,87.085362,15.195362000000005,,,7.29,,,,,,0.5,,,,,58.0,,,14.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/12/2023,23:00:00,4.95,,,83.96,118.76841,34.80841,,,4.27,,,,,,0.47,,,,,59.0,,,22.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,00:00:00,5.67,,,94.02,133.924319,39.904319,,,5.53,,,,,,0.84,,,,,74.0,,,30.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,01:00:00,5.61,,,105.83,145.404444,39.57444400000001,,,8.55,,,,,,1.41,,,,,79.0,,,29.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,02:00:00,8.03,,,114.88,157.465543,42.585543,,,7.04,,,,,,1.28,,,,,84.0,,,25.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,03:00:00,9.53,,,113.88,159.051763,45.171763000000006,,,8.29,,,,,,1.76,,,,,90.0,,,27.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,04:00:00,10.33,,,103.57,137.380868,33.810868000000006,,,11.57,,,,,,1.82,,,,,100.0,,,33.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,05:00:00,11.22,,,97.03,124.003219,26.973219,,,17.09,,,,,,1.61,,,,,107.0,,,40.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,06:00:00,9.45,,,101.56,126.390351,24.830351,,,16.59,,,,,,0.95,,,,,116.0,,,45.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,07:00:00,6.87,,,114.88,133.996916,19.116916,,,11.57,,,,,,0.86,,,,,125.0,,,46.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,08:00:00,5.06,,,122.67,153.554217,30.884217000000007,,,7.29,,,,,,0.87,,,,,132.0,,,47.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,09:00:00,5.43,,,111.11,138.901309,27.791309000000005,,,11.06,,,,,,1.08,,,,,127.0,,,47.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,10:00:00,6.03,,,79.44,94.85176,15.411760000000005,,,24.89,,,,,,1.02,,,,,119.0,,,42.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,11:00:00,2.91,,,36.45,42.646372,6.196372,,,42.99,,,,,,0.28,,,,,109.0,,,35.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,12:00:00,3.78,,,13.58,19.451775,5.871775,,,71.14,,,,,,0.55,,,,,98.0,,,31.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,13:00:00,4.15,,,8.81,13.697428000000002,4.887428000000001,,,98.85,,,,,,0.58,,,,,93.0,,,26.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,14:00:00,3.13,,,6.54,10.290019,3.750019000000001,,,126.78,,,,,,0.43,,,,,96.0,,,28.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,15:00:00,2.41,,,5.03,8.495007000000001,3.4650070000000004,,,141.63,,,,,,0.61,,,,,87.0,,,27.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,16:00:00,2.24,,,7.55,12.553544,5.003544,,,147.41,,,,,,0.56,,,,,74.0,,,22.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,17:00:00,2.7,,,11.32,16.381602,5.0616020000000015,,,146.15,,,,,,0.71,,,,,67.0,,,17.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,18:00:00,3.02,,,14.84,19.666731,4.826731,,,131.56,,,,,,0.55,,,,,66.0,,,15.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,19:00:00,2.72,,,20.63,23.237332,2.6073320000000004,,,104.14,,,,,,0.36,,,,,66.0,,,21.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,20:00:00,3.46,,,28.18,30.906087,2.726087,,,68.68,,,,,,0.3,,,,,57.0,,,16.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,21:00:00,3.9,,,41.76,46.072126,4.312126,,,28.93,,,,,,0.31,,,,,54.0,,,12.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/12/2023,22:00:00,4.27,,,54.34,58.546566000000006,4.2065660000000005,,,13.84,,,,,,0.31,,,,,58.0,,,16.6,,,,,,,,,,,,,,,,,,,,
