Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,NOX,NO,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
MUSHAIRIF,02/07/2023,07:00:00,2.52,,,17.75,21.43,3.68,,,53.5,,,,,,0.35,,,,,90.0,,,28.9188,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,08:00:00,2.98,,,31.5,35.91,4.41,,,45.5,,,,,,0.55,,,,,84.0,,,22.923985,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,09:00:00,2.47,,,31.0,34.46,3.46,,,47.0,,,,,,0.55,,,,,77.0,,,20.082500000000003,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,10:00:00,2.65,,,20.5,23.8,3.3,,,59.75,,,,,,0.6,,,,,68.0,,,19.925130000000003,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,11:00:00,2.47,,,12.25,15.66,3.41,,,72.5,,,,,,0.71,,,,,70.0,,,22.137052,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,12:00:00,2.7,,,9.75,13.17,3.42,,,84.0,,,,,,0.68,,,,,82.0,,,28.5864,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,13:00:00,3.16,,,7.75,11.06,3.31,,,93.0,,,,,,0.48,,,,,90.0,,,26.76838,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,14:00:00,3.68,,,9.07,12.24,3.17,,,95.5,,,,,,0.42,,,,,98.0,,,27.700000000000003,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,15:00:00,2.41,,,8.05,10.5,2.45,,,88.0,,,,,,0.4,,,,,102.0,,,28.6907845,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,16:00:00,2.51,,,8.01,10.3,2.29,,,80.0,,,,,,0.31,,,,,95.0,,,30.2484,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,17:00:00,3.32,,,8.97,11.77,2.8,,,73.75,,,,,,0.24,,,,,87.0,,,23.493525,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,18:00:00,3.38,,,7.29,11.35,4.06,,,64.25,,,,,,0.4,,,,,78.0,,,21.883000000000003,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,19:00:00,3.12,,,7.4,10.93,3.53,,,50.5,,,,,,0.51,,,,,80.0,,,25.41176,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,20:00:00,2.92,,,10.96,14.89,3.93,,,34.75,,,,,,1.03,,,,,96.0,,,32.575199999999995,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,21:00:00,3.51,,,23.25,26.53,3.28,,,23.5,,,,,,0.87,,,,,100.0,,,28.75839,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,22:00:00,3.42,,,32.25,36.72,4.47,,,12.5,,,,,,0.75,,,,,114.0,,,33.318090000000005,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/07/2023,23:00:00,2.6,,,39.5,44.67,5.17,,,7.5,,,,,,0.38,,,,,120.0,,,34.7635,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,00:00:00,2.73,,,44.25,48.71,4.46,,,8.25,,,,,,0.52,,,,,131.0,,,37.684485,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,01:00:00,2.14,,,40.5,43.3,2.8,,,11.25,,,,,,0.76,,,,,130.0,,,41.71619999999999,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,02:00:00,2.23,,,34.75,37.8,3.05,,,13.5,,,,,,0.48,,,,,121.0,,,32.2524,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,03:00:00,2.27,,,28.75,33.41,4.66,,,21.75,,,,,,0.34,,,,,119.0,,,35.02671,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,04:00:00,2.32,,,21.5,25.49,3.99,,,29.5,,,,,,0.38,,,,,127.0,,,43.212,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,05:00:00,2.4,,,13.5,16.93,3.43,,,34.5,,,,,,0.42,,,,,133.0,,,38.11764,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,06:00:00,2.77,,,12.25,15.12,2.87,,,28.5,,,,,,0.48,,,,,131.0,,,42.2148,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,07:00:00,2.67,,,23.25,26.33,3.08,,,18.25,,,,,,0.41,,,,,123.0,,,33.730635,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,08:00:00,2.93,,,34.75,38.84,4.09,,,12.25,,,,,,0.41,,,,,128.0,,,38.301565,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,09:00:00,3.1,,,31.25,37.01,5.76,,,21.0,,,,,,0.34,,,,,141.0,,,40.8575,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,10:00:00,2.83,,,22.5,25.77,3.27,,,39.5,,,,,,0.57,,,,,154.0,,,56.67419999999999,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,11:00:00,3.32,,,14.25,18.17,3.92,,,45.25,,,,,,0.65,,,,,187.0,,,55.779545500000005,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,12:00:00,3.56,,,10.5,15.62,5.12,,,59.0,,,,,,0.62,,,,,196.0,,,50.663145,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,13:00:00,3.77,,,8.25,13.43,5.18,,,72.0,,,,,,0.69,,,,,181.0,,,51.2586,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,14:00:00,3.32,,,7.49,10.91,3.42,,,72.0,,,,,,0.33,,,,,179.0,,,60.3306,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,15:00:00,3.62,,,6.26,10.92,4.66,,,66.5,,,,,,0.26,,,,,184.0,,,54.28876,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,16:00:00,3.37,,,6.75,12.53,5.78,,,56.0,,,,,,0.58,,,,,192.0,,,55.051353,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,17:00:00,2.89,,,8.05,13.670000000000002,5.62,,,42.25,,,,,,0.39,,,,,186.0,,,48.64737,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,18:00:00,2.67,,,13.75,18.42,4.67,,,28.25,,,,,,0.82,,,,,176.0,,,56.508,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,19:00:00,2.3,,,25.75,30.66,4.91,,,15.75,,,,,,0.78,,,,,164.0,,,52.353,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,20:00:00,2.22,,,34.0,37.4,3.4,,,9.0,,,,,,0.49,,,,,151.0,,,42.016035,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,21:00:00,3.04,,,38.75,44.31,5.56,,,7.5,,,,,,0.53,,,,,140.0,,,47.0346,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,22:00:00,2.78,,,44.0,48.19,4.19,,,10.0,,,,,,0.74,,,,,143.0,,,48.3642,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/07/2023,23:00:00,2.38,,,38.5,42.84,4.34,,,11.75,,,,,,0.35,,,,,148.0,,,43.142655000000005,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,00:00:00,2.31,,,33.5,38.97,5.47,,,14.0,,,,,,0.28,,,,,155.0,,,49.6938,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,01:00:00,2.8,,,24.5,28.74,4.24,,,21.5,,,,,,0.47,,,,,144.0,,,36.67379,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,02:00:00,2.87,,,19.75,26.41,6.66,,,28.5,,,,,,0.52,,,,,110.0,,,27.088761,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,03:00:00,3.12,,,13.5,17.05,3.55,,,32.5,,,,,,0.64,,,,,76.0,,,18.8139,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,04:00:00,2.43,,,11.25,15.07,3.82,,,34.75,,,,,,0.58,,,,,64.0,,,18.082895,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,05:00:00,4.44,,,15.25,19.7,4.45,,,28.0,,,,,,0.54,,,,,63.0,,,21.4398,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,06:00:00,5.81,,,28.75,31.94,3.19,,,18.25,,,,,,0.49,,,,,66.0,,,20.2139,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,07:00:00,6.29,,,40.5,44.5,4.0,,,10.75,,,,,,0.67,,,,,74.0,,,26.592,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,08:00:00,3.94,,,46.25,53.78,7.53,,,8.5,,,,,,0.97,,,,,86.0,,,30.0822,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,09:00:00,4.0,,,41.25,47.16,5.91,,,11.75,,,,,,0.47,,,,,95.0,,,28.477000000000004,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,10:00:00,3.68,,,29.0,33.17,4.17,,,25.0,,,,,,0.51,,,,,105.0,,,37.0626,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,11:00:00,2.66,,,12.0,19.19,7.19,,,40.75,,,,,,0.61,,,,,118.0,,,35.229940000000006,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,12:00:00,2.49,,,7.5,13.0,5.5,,,44.5,,,,,,0.53,,,,,126.0,,,36.2639865,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,13:00:00,2.7,,,9.25,14.01,4.76,,,38.75,,,,,,0.34,,,,,123.0,,,31.849245,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,14:00:00,3.81,,,11.0,15.87,4.87,,,36.5,,,,,,0.61,,,,,114.0,,,35.5668,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,15:00:00,4.67,,,7.75,10.97,3.22,,,42.25,,,,,,0.47,,,,,100.0,,,26.592,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,16:00:00,4.47,,,6.61,11.37,4.76,,,46.0,,,,,,0.32,,,,,92.0,,,29.085,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,17:00:00,6.28,,,6.5,11.07,4.57,,,46.0,,,,,,0.29,,,,,83.0,,,22.668445,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,18:00:00,6.31,,,9.27,13.07,3.8,,,38.0,,,,,,0.43,,,,,74.0,,,23.268,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,19:00:00,6.83,,,13.5,17.84,4.34,,,29.75,,,,,,0.57,,,,,66.0,,,18.141975,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,20:00:00,5.56,,,19.0,24.75,5.75,,,23.0,,,,,,0.34,,,,,69.0,,,24.2652,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,21:00:00,6.31,,,25.75,30.18,4.43,,,15.75,,,,,,0.12,,,,,77.0,,,21.1905,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,22:00:00,6.31,,,33.0,37.66,4.66,,,11.5,,,,,,0.51,,,,,76.0,,,24.93,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/07/2023,23:00:00,6.17,,,38.0,43.3,5.3,,,7.75,,,,,,0.35,,,,,74.0,,,22.5739675,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,00:00:00,5.29,,,44.0,46.61,2.61,,,8.25,,,,,,0.51,,,,,81.0,,,22.442295,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,01:00:00,4.73,,,42.0,45.96,3.96,,,12.5,,,,,,0.44,,,,,86.0,,,27.5892,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,02:00:00,4.93,,,33.75,37.77,4.02,,,20.5,,,,,,0.47,,,,,80.0,,,24.93,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,03:00:00,5.02,,,24.5,27.89,3.39,,,33.25,,,,,,0.68,,,,,70.0,,,19.636360000000003,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,04:00:00,3.45,,,18.0,23.63,5.63,,,42.25,,,,,,0.95,,,,,66.0,,,20.098113,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,05:00:00,3.17,,,11.25,17.9,6.65,,,48.25,,,,,,1.0,,,,,72.0,,,20.42652,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,06:00:00,4.19,,,12.25,17.740000000000002,5.49,,,38.0,,,,,,0.58,,,,,80.0,,,27.9216,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,07:00:00,5.25,,,18.0,25.2,7.2,,,26.25,,,,,,0.62,,,,,88.0,,,25.6225,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,08:00:00,4.25,,,25.0,31.47,6.47,,,24.25,,,,,,0.8,,,,,97.0,,,34.237199999999994,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,09:00:00,4.01,,,20.5,25.5,5.0,,,38.75,,,,,,0.39,,,,,109.0,,,38.5584,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,10:00:00,3.83,,,11.25,18.92,7.67,,,48.75,,,,,,0.94,,,,,123.0,,,41.0514,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,11:00:00,2.52,,,7.75,12.26,4.51,,,63.75,,,,,,0.86,,,,,124.0,,,34.457170000000005,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,12:00:00,3.69,,,8.25,13.54,5.29,,,66.25,,,,,,0.88,,,,,118.0,,,38.0598,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,13:00:00,3.39,,,11.25,18.95,7.7,,,58.25,,,,,,1.11,,,,,111.0,,,30.584085,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,14:00:00,2.91,,,12.75,18.77,6.02,,,66.75,,,,,,1.26,,,,,99.0,,,26.070690000000003,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,15:00:00,2.57,,,8.75,14.54,5.79,,,71.25,,,,,,1.66,,,,,95.0,,,30.0822,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,16:00:00,,,,,,,,,,,,,,,,,,,,86.0,,,28.254,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,17:00:00,2.95,,,16.2,21.4,5.2,,,46.25,,,,,,2.85,,,,,84.0,,,24.689835,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,18:00:00,3.27,,,21.5,27.87,6.37,,,33.0,,,,,,0.84,,,,,87.0,,,27.423,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,19:00:00,3.29,,,30.0,36.85,6.85,,,24.0,,,,,,0.34,,,,,78.0,,,21.5016,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,20:00:00,2.24,,,34.5,38.6,4.1,,,24.5,,,,,,1.34,,,,,82.0,,,28.5864,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,21:00:00,2.65,,,32.75,39.84,7.09,,,36.25,,,,,,1.5,,,,,90.0,,,26.592,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,22:00:00,2.69,,,27.0,32.55,5.55,,,41.0,,,,,,0.74,,,,,102.0,,,36.3978,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/07/2023,23:00:00,2.84,,,21.0,25.99,4.99,,,43.25,,,,,,0.28,,,,,117.0,,,38.3922,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,00:00:00,2.89,,,30.25,35.63,5.38,,,34.75,,,,,,0.52,,,,,114.0,,,30.897545,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,01:00:00,3.28,,,42.25,49.77,7.52,,,24.25,,,,,,1.7,,,,,103.0,,,33.239999999999995,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,02:00:00,4.33,,,57.25,62.18,4.93,,,15.25,,,,,,0.96,,,,,97.0,,,26.999995,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,03:00:00,5.5,,,66.0,73.03,7.03,,,11.75,,,,,,0.9,,,,,90.0,,,25.632376,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,04:00:00,5.76,,,67.75,74.46,6.71,,,13.5,,,,,,0.48,,,,,86.0,,,30.2484,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,05:00:00,3.11,,,62.75,69.64,6.89,,,25.5,,,,,,0.56,,,,,96.0,,,29.616080000000004,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,06:00:00,3.49,,,55.75,64.07,8.32,,,24.25,,,,,,0.9,,,,,112.0,,,39.7218,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,07:00:00,3.52,,,69.0,76.0,7.0,,,14.75,,,,,,0.72,,,,,127.0,,,43.0458,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,08:00:00,3.09,,,77.0,86.42,9.42,,,11.75,,,,,,0.43,,,,,132.0,,,43.8768,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,09:00:00,3.59,,,65.5,72.47,6.97,,,12.25,,,,,,0.4,,,,,132.0,,,36.955875,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,10:00:00,3.68,,,27.5,39.58,12.08,,,22.5,,,,,,0.48,,,,,143.0,,,44.874,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,11:00:00,5.56,,,12.25,23.33,11.08,,,57.25,,,,,,0.37,,,,,127.0,,,41.3838,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,12:00:00,4.42,,,9.75,15.66,5.91,,,84.25,,,,,,0.6,,,,,122.0,,,34.508015,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,13:00:00,4.39,,,7.75,11.95,4.2,,,81.0,,,,,,0.43,,,,,117.0,,,38.3922,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,14:00:00,4.69,,,7.5,13.0,5.5,,,71.5,,,,,,0.41,,,,,114.0,,,29.29593,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,15:00:00,4.01,,,10.0,16.73,6.73,,,61.25,,,,,,0.38,,,,,104.0,,,35.5668,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,16:00:00,4.13,,,13.5,21.25,7.75,,,48.5,,,,,,0.52,,,,,110.0,,,32.132000000000005,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,17:00:00,4.91,,,16.25,23.21,6.96,,,44.75,,,,,,0.26,,,,,122.0,,,41.8824,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,18:00:00,4.61,,,22.75,29.06,6.31,,,46.75,,,,,,0.48,,,,,130.0,,,38.8854795,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,19:00:00,4.94,,,21.75,28.66,6.91,,,55.0,,,,,,0.44,,,,,137.0,,,46.2036,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,20:00:00,3.93,,,15.75,23.06,7.31,,,64.0,,,,,,0.46,,,,,141.0,,,39.01349,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,21:00:00,5.29,,,11.25,17.12,5.87,,,73.25,,,,,,0.48,,,,,133.0,,,42.38099999999999,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,22:00:00,4.42,,,8.25,13.94,5.69,,,66.75,,,,,,0.46,,,,,122.0,,,38.3922,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/07/2023,23:00:00,3.65,,,8.0,14.61,6.61,,,61.25,,,,,,0.67,,,,,109.0,,,30.37101,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,07/07/2023,00:00:00,4.35,,,11.25,17.32,6.07,,,55.0,,,,,,0.49,,,,,117.0,,,39.888,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,07/07/2023,01:00:00,4.84,,,10.0,17.759999999999998,7.76,,,64.25,,,,,,0.41,,,,,123.0,,,32.409000000000006,,,,,,,,,,,,,,,,,,,,
