Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,NOX,NO,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
MUSHAIRIF,10/01/2023,01:00:00,4.4,,,12.88,17.82,4.94,,,90.68,,,,,,0.76,,,,,62.0,,,11.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,02:00:00,3.34,,,21.69,26.53,4.84,,,57.5,,,,,,0.17,,,,,70.0,,,19.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,03:00:00,5.07,,,55.23,60.97,5.74,,,22.7,,,,,,0.19,,,,,80.0,,,28.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,04:00:00,5.26,,,62.55,67.03,4.48,,,18.41,,,,,,0.25,,,,,96.0,,,39.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,05:00:00,2.54,,,48.17,53.59,5.42,,,27.75,,,,,,0.23,,,,,100.0,,,46.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,06:00:00,3.25,,,49.69,54.43,4.74,,,20.68,,,,,,0.31,,,,,92.0,,,42.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,07:00:00,4.9,,,52.96,62.16,9.2,,,12.36,,,,,,0.32,,,,,86.0,,,38.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,08:00:00,3.79,,,44.14,60.44,16.3,,,19.93,,,,,,0.64,,,,,77.0,,,30.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,09:00:00,2.9,,,23.96,37.85,13.89,,,44.89,,,,,,0.62,,,,,67.0,,,22.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,10:00:00,3.81,,,8.58,16.490000000000002,7.91,,,61.79,,,,,,0.25,,,,,58.0,,,15.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,11:00:00,2.39,,,5.29,11.29,6.0,,,72.13,,,,,,0.23,,,,,50.0,,,10.6,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,12:00:00,2.51,,,6.56,12.32,5.76,,,77.68,,,,,,0.22,,,,,49.0,,,10.9,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,13:00:00,3.91,,,7.57,13.1,5.53,,,71.62,,,,,,0.35,,,,,57.0,,,19.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,14:00:00,3.97,,,12.11,17.7,5.59,,,73.7,,,,,,0.38,,,,,67.0,,,25.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,15:00:00,2.63,,,13.87,19.0,5.13,,,83.23,,,,,,0.92,,,,,80.0,,,35.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,16:00:00,3.94,,,10.34,13.04,2.7,,,95.84,,,,,,1.77,,,,,88.0,,,43.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,17:00:00,2.89,,,8.07,13.79,5.72,,,102.89,,,,,,1.98,,,,,84.0,,,43.1,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,18:00:00,3.8,,,7.57,11.14,3.57,,,104.63,,,,,,0.8,,,,,78.0,,,39.2,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,19:00:00,4.4,,,10.84,14.67,3.83,,,97.82,,,,,,0.16,,,,,73.0,,,35.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,20:00:00,3.61,,,13.61,17.96,4.35,,,87.23,,,,,,0.46,,,,,79.0,,,44.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,21:00:00,2.99,,,21.68,23.8,2.12,,,78.91,,,,,,0.65,,,,,87.0,,,50.8,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,22:00:00,2.82,,,16.64,20.16,3.52,,,87.99,,,,,,0.46,,,,,94.0,,,53.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/01/2023,23:00:00,3.86,,,9.98,15.61,5.63,,,98.33,,,,,,0.21,,,,,100.0,,,53.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,11/01/2023,00:00:00,4.53,,,6.3,10.97,4.67,,,105.13,,,,,,0.28,,,,,113.0,,,58.3,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/02/2023,01:00:00,3.4,,,8.45,12.79,4.34,,,113.7,,,,,,0.27,,,,,122.0,,,66.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/02/2023,02:00:00,4.29,,,7.39,10.21,2.82,,,115.97,,,,,,0.42,,,,,106.0,,,49.0,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/02/2023,03:00:00,6.21,,,7.89,12.33,4.44,,,106.82,,,,,,0.49,,,,,96.0,,,33.5,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/02/2023,04:00:00,6.45,,,9.67,13.46,3.79,,,90.03,,,,,,0.28,,,,,87.0,,,23.4,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/02/2023,05:00:00,4.24,,,16.28,19.22,2.94,,,77.06,,,,,,0.35,,,,,86.0,,,30.7,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,10/02/2023,06:00:00,4.96,,,31.79,35.6,3.81,,,64.34,,,,,,0.37,,,,,96.0,,,40.5,,,,,,,,,,,,,,,,,,,,
