Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,NOX,NO,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,WD,WS
HAMRIYAH,02/05/2017,15:00:00,5.63,,,42.07,45.75,3.68,,,,,,,,,0.94,,,,,161.0,,,70.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,16:00:00,5.87,,,22.11,26.08,3.97,,,,,,,,,0.94,,,,,163.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,17:00:00,4.8,,,27.63,31.56,3.93,,,,,,,,,1.1,,,,,151.0,,,91.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,18:00:00,4.45,,,32.26,35.68,3.42,,,,,,,,,0.93,,,,,151.0,,,95.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,19:00:00,4.44,,,33.99,37.72,3.73,,,,,,,,,0.91,,,,,110.0,,,78.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,20:00:00,4.49,,,40.99,45.08,4.09,,,,,,,,,0.63,,,,,106.0,,,84.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,21:00:00,5.08,,,38.06,41.64,3.58,,,,,,,,,0.66,,,,,98.0,,,76.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,22:00:00,4.57,,,32.63,36.440000000000005,3.81,,,,,,,,,0.73,,,,,110.0,,,83.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,23:00:00,4.67,,,45.61,50.73,5.12,,,,,,,,,0.95,,,,,116.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,02/05/2017,23:59:59,6.07,,,70.22,98.78,28.56,,,,,,,,,1.16,,,,,137.0,,,75.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,01:00:00,6.71,,,66.26,87.74000000000001,21.48,,,,,,,,,1.07,,,,,149.0,,,76.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,02:00:00,2.88,,,57.52,73.66,16.14,,,,,,,,,0.79,,,,,153.0,,,65.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,03:00:00,5.46,,,58.86,106.95,48.09,,,,,,,,,1.05,,,,,161.0,,,82.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,04:00:00,9.67,,,53.5,141.0,87.5,,,,,,,,,1.05,,,,,146.0,,,79.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,05:00:00,9.34,,,52.74,169.18,116.44,,,,,,,,,1.05,,,,,161.0,,,72.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,06:00:00,12.42,,,49.93,134.96,85.03,,,,,,,,,0.86,,,,,169.0,,,85.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,07:00:00,8.56,,,48.18,137.61,89.43,,,,,,,,,0.8,,,,,159.0,,,78.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,08:00:00,6.13,,,61.61,204.2,142.59,,,,,,,,,1.25,,,,,169.0,,,83.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,09:00:00,9.05,,,62.49,103.5,41.01,,,,,,,,,1.14,,,,,192.0,,,80.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,10:00:00,6.65,,,42.44,50.19,7.75,,,,,,,,,1.02,,,,,169.0,,,71.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,11:00:00,5.96,,,43.39,49.82,6.43,,,,,,,,,0.7,,,,,144.0,,,53.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,12:00:00,3.71,,,59.17,65.09,5.92,,,,,,,,,0.91,,,,,124.0,,,53.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,13:00:00,3.91,,,61.67,68.78,7.11,,,,,,,,,0.92,,,,,137.0,,,52.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,14:00:00,4.58,,,77.38,84.28999999999999,6.91,,,,,,,,,1.0,,,,,135.0,,,40.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,15:00:00,6.12,,,86.04,91.56,5.52,,,,,,,,,0.96,,,,,138.0,,,48.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,16:00:00,6.14,,,65.32,70.47999999999999,5.16,,,,,,,,,0.85,,,,,122.0,,,51.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,17:00:00,5.05,,,52.0,56.08,4.08,,,,,,,,,0.74,,,,,120.0,,,50.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,18:00:00,6.28,,,45.04,49.34,4.3,,,,,,,,,0.57,,,,,135.0,,,64.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,19:00:00,7.86,,,41.7,45.35,3.65,,,,,,,,,0.45,,,,,115.0,,,57.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,20:00:00,5.03,,,46.74,50.64,3.9,,,,,,,,,0.8,,,,,97.0,,,45.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,21:00:00,5.61,,,42.87,46.67,3.8,,,,,,,,,0.93,,,,,84.0,,,53.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,22:00:00,6.16,,,56.16,60.53,4.37,,,,,,,,,0.89,,,,,93.0,,,66.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,23:00:00,5.68,,,64.85,69.67999999999999,4.83,,,,,,,,,0.87,,,,,111.0,,,65.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,03/05/2017,23:59:59,6.0,,,87.19,141.48,54.29,,,,,,,,,0.98,,,,,121.0,,,69.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,01:00:00,8.06,,,85.5,174.57,89.07,,,,,,,,,0.88,,,,,135.0,,,71.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,02:00:00,6.89,,,82.04,191.99,109.95,,,,,,,,,0.95,,,,,131.0,,,66.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,03:00:00,8.12,,,74.42,196.86,122.44,,,,,,,,,1.06,,,,,154.0,,,84.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,04:00:00,11.31,,,77.13,201.73,124.6,,,,,,,,,1.21,,,,,152.0,,,61.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,05:00:00,8.57,,,72.12,146.62,74.5,,,,,,,,,1.05,,,,,147.0,,,51.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,06:00:00,9.43,,,72.3,170.91,98.61,,,,,,,,,1.03,,,,,140.0,,,54.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,07:00:00,12.36,,,60.16,171.11,110.95,,,,,,,,,0.93,,,,,149.0,,,59.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,08:00:00,5.19,,,55.39,134.47,79.08,,,,,,,,,0.82,,,,,165.0,,,72.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,09:00:00,6.26,,,35.55,58.77,23.22,,,,,,,,,0.71,,,,,175.0,,,59.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,10:00:00,7.83,,,31.99,40.42,8.43,,,,,,,,,0.83,,,,,166.0,,,58.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,11:00:00,4.58,,,41.76,52.3,10.54,,,,,,,,,0.53,,,,,155.0,,,49.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,12:00:00,7.05,,,54.73,76.53,21.8,,,,,,,,,0.6,,,,,167.0,,,46.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,13:00:00,5.0,,,60.46,76.85,16.39,,,,,,,,,0.67,,,,,197.0,,,67.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,14:00:00,5.9,,,49.09,55.18000000000001,6.09,,,,,,,,,0.89,,,,,220.0,,,62.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,15:00:00,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,16:00:00,5.53,,,59.14,65.96000000000001,6.82,,,,,,,,,0.68,,,,,187.0,,,51.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,17:00:00,4.79,,,57.05,64.22,7.17,,,,,,,,,0.89,,,,,188.0,,,47.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,18:00:00,4.46,,,48.44,53.4,4.96,,,,,,,,,1.02,,,,,207.0,,,51.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,19:00:00,5.9,,,41.7,45.900000000000006,4.2,,,,,,,,,0.76,,,,,196.0,,,50.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,20:00:00,8.28,,,34.34,38.78,4.44,,,,,,,,,0.72,,,,,172.0,,,45.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,21:00:00,8.95,,,37.0,41.74,4.74,,,,,,,,,0.77,,,,,154.0,,,52.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,22:00:00,8.72,,,55.66,86.33,30.67,,,,,,,,,0.86,,,,,142.0,,,55.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,23:00:00,6.82,,,54.98,150.89,95.91,,,,,,,,,0.89,,,,,134.0,,,52.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,04/05/2017,23:59:59,6.75,,,49.21,126.24,77.03,,,,,,,,,0.96,,,,,138.0,,,47.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,01:00:00,11.24,,,49.8,137.14,87.34,,,,,,,,,1.05,,,,,139.0,,,46.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,02:00:00,8.87,,,46.27,137.17000000000002,90.9,,,,,,,,,1.12,,,,,134.0,,,51.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,03:00:00,12.27,,,45.28,151.0,105.72,,,,,,,,,0.99,,,,,125.0,,,50.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,04:00:00,10.53,,,42.65,86.83,44.18,,,,,,,,,0.83,,,,,118.0,,,50.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,05:00:00,8.2,,,35.39,45.15,9.76,,,,,,,,,0.62,,,,,106.0,,,41.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,06:00:00,7.63,,,41.45,49.43000000000001,7.98,,,,,,,,,0.7,,,,,101.0,,,33.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,07:00:00,7.33,,,26.59,31.59,5.0,,,,,,,,,0.76,,,,,90.0,,,32.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,08:00:00,4.87,,,20.09,25.31,5.22,,,,,,,,,0.61,,,,,97.0,,,29.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,09:00:00,4.82,,,19.46,24.92,5.46,,,,,,,,,0.61,,,,,120.0,,,35.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,10:00:00,5.45,,,17.31,21.88,4.57,,,,,,,,,0.61,,,,,140.0,,,47.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,11:00:00,3.21,,,22.47,27.15,4.68,,,,,,,,,0.82,,,,,170.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,12:00:00,3.43,,,25.77,29.78,4.01,,,,,,,,,0.92,,,,,196.0,,,60.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,13:00:00,3.33,,,23.43,27.42,3.99,,,,,,,,,0.96,,,,,211.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,14:00:00,2.81,,,23.31,27.39,4.08,,,,,,,,,0.6,,,,,227.0,,,44.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,15:00:00,2.86,,,26.98,31.56,4.58,,,,,,,,,0.66,,,,,259.0,,,50.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,16:00:00,2.97,,,23.46,27.75,4.29,,,,,,,,,0.66,,,,,254.0,,,41.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,17:00:00,3.35,,,16.56,20.55,3.99,,,,,,,,,0.7,,,,,222.0,,,26.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,18:00:00,4.44,,,19.3,23.1,3.8,,,,,,,,,0.65,,,,,204.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,19:00:00,4.81,,,21.06,25.93,4.87,,,,,,,,,0.54,,,,,185.0,,,26.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,20:00:00,5.23,,,18.98,23.86,4.88,,,,,,,,,0.83,,,,,150.0,,,26.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,21:00:00,5.6,,,26.11,29.82,3.71,,,,,,,,,0.78,,,,,113.0,,,23.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,22:00:00,5.14,,,36.55,46.35,9.8,,,,,,,,,0.83,,,,,93.0,,,24.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,23:00:00,5.35,,,46.56,71.51,24.95,,,,,,,,,1.19,,,,,91.0,,,30.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,05/05/2017,23:59:59,5.65,,,45.9,107.64,61.74,,,,,,,,,1.18,,,,,104.0,,,31.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,01:00:00,6.55,,,43.61,148.79000000000002,105.18,,,,,,,,,1.24,,,,,101.0,,,34.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,02:00:00,5.57,,,38.35,191.28,152.93,,,,,,,,,1.23,,,,,106.0,,,37.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,03:00:00,6.04,,,34.53,122.53,88.0,,,,,,,,,1.13,,,,,102.0,,,32.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,04:00:00,5.6,,,36.11,105.57,69.46,,,,,,,,,1.06,,,,,86.0,,,25.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,05:00:00,5.63,,,37.7,130.65,92.95,,,,,,,,,0.99,,,,,88.0,,,24.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,06:00:00,5.86,,,32.74,180.99,148.25,,,,,,,,,0.93,,,,,92.0,,,31.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,07:00:00,5.55,,,38.55,211.54,172.99,,,,,,,,,1.1,,,,,97.0,,,31.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,08:00:00,5.33,,,40.83,155.14999999999998,114.32,,,,,,,,,1.03,,,,,110.0,,,40.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,09:00:00,5.61,,,44.38,65.75,21.37,,,,,,,,,1.09,,,,,110.0,,,44.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,10:00:00,4.98,,,47.15,55.64,8.49,,,,,,,,,1.02,,,,,93.0,,,35.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,11:00:00,5.23,,,50.37,58.19,7.82,,,,,,,,,0.61,,,,,89.0,,,29.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,12:00:00,4.9,,,57.0,66.32,9.32,,,,,,,,,0.74,,,,,95.0,,,24.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,13:00:00,5.0,,,49.8,55.7,5.9,,,,,,,,,0.71,,,,,116.0,,,27.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,14:00:00,5.26,,,37.47,41.93,4.46,,,,,,,,,0.72,,,,,144.0,,,35.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,15:00:00,7.35,,,30.36,34.41,4.05,,,,,,,,,0.66,,,,,154.0,,,26.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,16:00:00,8.11,,,35.18,38.85,3.67,,,,,,,,,0.65,,,,,132.0,,,17.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,17:00:00,5.29,,,42.44,47.42,4.98,,,,,,,,,0.52,,,,,116.0,,,13.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,18:00:00,5.14,,,47.89,52.82,4.93,,,,,,,,,0.68,,,,,96.0,,,15.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,19:00:00,3.17,,,44.46,48.68,4.22,,,,,,,,,0.71,,,,,78.0,,,17.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,20:00:00,5.24,,,50.99,55.73,4.74,,,,,,,,,0.46,,,,,72.0,,,18.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,21:00:00,5.72,,,51.52,57.24,5.72,,,,,,,,,0.65,,,,,64.0,,,28.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,22:00:00,6.1,,,56.34,64.66,8.32,,,,,,,,,0.68,,,,,64.0,,,31.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,23:00:00,5.2,,,51.56,60.02,8.46,,,,,,,,,1.03,,,,,64.0,,,21.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,06/05/2017,23:59:59,6.16,,,55.48,85.00999999999999,29.53,,,,,,,,,0.97,,,,,60.0,,,20.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,01:00:00,9.92,,,58.06,120.64,62.58,,,,,,,,,1.08,,,,,73.0,,,30.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,02:00:00,6.17,,,59.32,215.96,156.64,,,,,,,,,1.27,,,,,94.0,,,35.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,03:00:00,12.08,,,54.39,252.81,198.42,,,,,,,,,1.07,,,,,110.0,,,52.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,04:00:00,10.38,,,48.32,120.42,72.1,,,,,,,,,0.95,,,,,127.0,,,51.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,05:00:00,6.79,,,45.09,97.66,52.57,,,,,,,,,1.02,,,,,118.0,,,39.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,06:00:00,7.79,,,46.77,84.61000000000001,37.84,,,,,,,,,0.88,,,,,101.0,,,34.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,07:00:00,4.16,,,52.1,90.23,38.13,,,,,,,,,1.05,,,,,87.0,,,29.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,08:00:00,5.01,,,58.4,126.08,67.68,,,,,,,,,0.96,,,,,96.0,,,29.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,09:00:00,6.21,,,54.6,90.21,35.61,,,,,,,,,0.92,,,,,118.0,,,33.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,10:00:00,3.85,,,63.17,79.16,15.99,,,,,,,,,0.81,,,,,138.0,,,33.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,11:00:00,5.03,,,68.08,78.92999999999999,10.85,,,,,,,,,0.73,,,,,144.0,,,37.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,12:00:00,5.34,,,70.81,83.53,12.72,,,,,,,,,0.58,,,,,145.0,,,38.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,13:00:00,,,,,,,,,,,,,,,,,,,,129.0,,,33.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,14:00:00,4.08,,,42.15,48.18,6.03,,,,,,,,,,,,,,117.0,,,45.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,15:00:00,5.54,,,46.23,53.21,6.98,,,,,,,,,0.49,,,,,127.0,,,55.1,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,16:00:00,6.82,,,64.57,74.46,9.89,,,,,,,,,0.63,,,,,160.0,,,50.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,17:00:00,5.16,,,52.62,58.35,5.73,,,,,,,,,0.55,,,,,168.0,,,49.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,18:00:00,5.32,,,45.1,49.53,4.43,,,,,,,,,0.58,,,,,150.0,,,38.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,19:00:00,3.24,,,41.28,45.54,4.26,,,,,,,,,0.58,,,,,128.0,,,34.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,20:00:00,5.17,,,43.23,47.31,4.08,,,,,,,,,0.61,,,,,103.0,,,33.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,21:00:00,6.46,,,44.53,49.010000000000005,4.48,,,,,,,,,0.56,,,,,87.0,,,36.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,22:00:00,7.79,,,47.3,52.76,5.46,,,,,,,,,0.64,,,,,100.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,23:00:00,6.48,,,56.11,72.3,16.19,,,,,,,,,0.73,,,,,91.0,,,33.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,07/05/2017,23:59:59,9.45,,,69.16,177.38,108.22,,,,,,,,,0.82,,,,,97.0,,,38.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,01:00:00,12.15,,,64.67,192.72000000000003,128.05,,,,,,,,,0.72,,,,,119.0,,,48.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,02:00:00,10.46,,,57.92,119.69,61.77,,,,,,,,,0.82,,,,,151.0,,,45.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,03:00:00,10.76,,,54.36,104.71,50.35,,,,,,,,,0.89,,,,,123.0,,,30.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,04:00:00,7.21,,,53.52,139.85,86.33,,,,,,,,,0.95,,,,,124.0,,,30.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,05:00:00,5.15,,,54.0,170.92000000000002,116.92,,,,,,,,,0.92,,,,,133.0,,,40.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,06:00:00,7.54,,,57.41,177.12,119.71,,,,,,,,,0.94,,,,,121.0,,,47.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,07:00:00,6.46,,,55.98,152.78,96.8,,,,,,,,,0.9,,,,,147.0,,,46.2,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,08:00:00,4.3,,,62.26,140.4,78.14,,,,,,,,,1.09,,,,,160.0,,,45.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,09:00:00,3.26,,,54.73,93.28,38.55,,,,,,,,,1.06,,,,,150.0,,,47.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,10:00:00,7.27,,,69.52,103.71,34.19,,,,,,,,,1.01,,,,,124.0,,,49.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,11:00:00,4.98,,,77.73,102.32,24.59,,,,,,,,,0.59,,,,,140.0,,,48.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,12:00:00,4.95,,,66.33,81.17,14.84,,,,,,,,,0.58,,,,,165.0,,,40.3,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,13:00:00,4.95,,,60.02,71.72,11.7,,,,,,,,,0.32,,,,,142.0,,,33.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,14:00:00,3.2,,,36.03,41.69,5.66,,,,,,,,,0.54,,,,,127.0,,,33.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,15:00:00,4.06,,,42.14,48.92,6.78,,,,,,,,,0.61,,,,,115.0,,,34.5,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,16:00:00,5.53,,,46.08,51.75,5.67,,,,,,,,,0.76,,,,,130.0,,,30.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,17:00:00,4.57,,,51.14,57.33,6.19,,,,,,,,,0.68,,,,,128.0,,,36.8,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,18:00:00,4.93,,,43.54,48.07,4.53,,,,,,,,,0.72,,,,,137.0,,,32.7,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,19:00:00,3.85,,,43.48,47.63,4.15,,,,,,,,,0.52,,,,,115.0,,,46.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,20:00:00,5.59,,,38.88,43.09,4.21,,,,,,,,,0.16,,,,,109.0,,,43.4,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,21:00:00,5.04,,,41.8,45.68,3.88,,,,,,,,,0.18,,,,,92.0,,,34.9,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,22:00:00,5.05,,,31.49,35.27,3.78,,,,,,,,,0.24,,,,,90.0,,,30.6,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,23:00:00,6.43,,,51.32,82.53,31.21,,,,,,,,,0.78,,,,,80.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,
HAMRIYAH,08/05/2017,23:59:59,9.61,,,55.06,133.76999999999998,78.71,,,,,,,,,0.9,,,,,100.0,,,39.1,,,,,,,,,,,,,,,,,,,,,,
