Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,NOX,NO,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,WD,WS
MUSHAIRIF,01/05/2017,01:00:00,8.03,,,197.04,238.46,41.42,,,3.16,,,,,,1.65,,,,,139.0,,,52.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,02:00:00,10.54,,,176.96,237.25,60.29,,,2.83,,,,,,1.48,,,,,152.0,,,54.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,03:00:00,12.15,,,160.6,202.66,42.06,,,8.53,,,,,,1.14,,,,,173.0,,,61.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,04:00:00,10.53,,,132.46,136.4,3.94,,,19.77,,,,,,0.89,,,,,175.0,,,56.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,05:00:00,10.98,,,121.43,125.5,4.07,,,14.59,,,,,,0.71,,,,,156.0,,,52.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,06:00:00,10.97,,,128.61,140.85000000000002,12.24,,,8.17,,,,,,0.87,,,,,134.0,,,47.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,07:00:00,11.55,,,133.85,198.1,64.25,,,7.04,,,,,,0.97,,,,,115.0,,,43.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,08:00:00,11.71,,,130.02,196.03000000000003,66.01,,,8.12,,,,,,1.1,,,,,100.0,,,39.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,09:00:00,12.36,,,128.78,285.96000000000004,157.18,,,7.35,,,,,,1.45,,,,,99.0,,,47.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,10:00:00,11.12,,,135.63,215.54,79.91,,,7.07,,,,,,1.26,,,,,121.0,,,71.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,11:00:00,7.23,,,140.68,191.66,50.98,,,11.19,,,,,,1.27,,,,,144.0,,,74.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,12:00:00,6.47,,,111.04,133.99,22.95,,,18.75,,,,,,0.66,,,,,159.0,,,63.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,13:00:00,6.15,,,57.6,62.59,4.99,,,57.41,,,,,,0.72,,,,,148.0,,,46.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,14:00:00,6.89,,,23.69,27.82,4.13,,,69.8,,,,,,1.02,,,,,152.0,,,40.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,15:00:00,6.43,,,22.16,25.72,3.56,,,75.13,,,,,,1.15,,,,,167.0,,,49.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,16:00:00,6.32,,,32.99,36.85,3.86,,,66.96,,,,,,0.76,,,,,153.0,,,54.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,17:00:00,6.46,,,59.74,65.21000000000001,5.47,,,43.97,,,,,,0.73,,,,,137.0,,,50.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,18:00:00,5.8,,,77.85,82.36,4.51,,,40.84,,,,,,0.51,,,,,137.0,,,43.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,19:00:00,6.29,,,111.81,127.76,15.95,,,29.27,,,,,,0.85,,,,,156.0,,,47.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,20:00:00,7.14,,,139.73,159.47,19.74,,,15.12,,,,,,1.1,,,,,169.0,,,57.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,21:00:00,6.65,,,155.73,214.85,59.12,,,9.37,,,,,,1.67,,,,,200.0,,,65.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,22:00:00,4.26,,,137.13,171.32999999999998,34.2,,,10.01,,,,,,1.37,,,,,228.0,,,69.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,23:00:00,4.04,,,115.15,123.88,8.73,,,11.58,,,,,,1.16,,,,,220.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,01/05/2017,23:59:59,4.7,,,133.79,169.07,35.28,,,5.38,,,,,,1.79,,,,,215.0,,,64.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,01:00:00,6.37,,,145.43,225.932,80.50200000000001,,,4.83,,,,,,2.13,,,,,232.0,,,72.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,02:00:00,6.22,,,124.42,174.63,50.21000000000001,,,4.6,,,,,,1.72,,,,,235.0,,,76.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,03:00:00,6.68,,,123.07,179.24599999999998,56.176,,,4.44,,,,,,1.57,,,,,257.0,,,87.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,04:00:00,6.24,,,127.16,186.162,59.002,,,4.26,,,,,,1.43,,,,,257.0,,,94.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,05:00:00,6.63,,,121.25,186.738,65.488,,,4.28,,,,,,1.31,,,,,235.0,,,87.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,06:00:00,8.28,,,129.58,211.56,81.98,,,5.06,,,,,,1.22,,,,,220.0,,,78.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,07:00:00,8.25,,,137.09,217.512,80.42200000000001,,,6.62,,,,,,1.26,,,,,226.0,,,80.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,08:00:00,7.99,,,119.2,188.666,69.466,,,13.59,,,,,,1.37,,,,,249.0,,,84.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,09:00:00,6.73,,,116.96,136.15,19.19,,,10.65,,,,,,1.1,,,,,288.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,10:00:00,6.05,,,136.67,143.516,6.846,,,10.77,,,,,,0.94,,,,,266.0,,,78.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,11:00:00,5.88,,,125.77,132.10399999999998,6.3340000000000005,,,16.25,,,,,,1.0,,,,,219.0,,,71.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,12:00:00,5.92,,,101.38,106.052,4.672,,,30.51,,,,,,1.05,,,,,207.0,,,68.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,13:00:00,5.38,,,85.54,94.07,8.53,,,58.72,,,,,,0.94,,,,,212.0,,,62.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,14:00:00,5.17,,,67.31,74.36,7.05,,,62.22,,,,,,0.92,,,,,191.0,,,62.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,15:00:00,4.58,,,64.0,69.9,5.9,,,59.38,,,,,,0.93,,,,,191.0,,,66.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,16:00:00,4.32,,,47.64,52.34,4.7,,,68.03,,,,,,0.78,,,,,187.0,,,65.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,17:00:00,4.51,,,37.81,41.22,3.41,,,62.49,,,,,,0.93,,,,,181.0,,,72.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,18:00:00,4.22,,,34.52,37.85,3.33,,,55.65,,,,,,1.04,,,,,190.0,,,69.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,19:00:00,4.72,,,56.17,60.53,4.36,,,48.38,,,,,,0.9,,,,,199.0,,,70.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,20:00:00,4.02,,,59.3,63.68,4.38,,,45.4,,,,,,0.95,,,,,251.0,,,78.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,21:00:00,3.8,,,43.66,46.68,3.02,,,48.27,,,,,,0.86,,,,,259.0,,,83.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,22:00:00,3.9,,,47.93,51.03,3.1,,,30.71,,,,,,1.06,,,,,205.0,,,86.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,23:00:00,4.12,,,92.81,97.03,4.22,,,13.09,,,,,,1.24,,,,,186.0,,,73.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,02/05/2017,23:59:59,4.3,,,122.57,156.88,34.31,,,6.58,,,,,,1.45,,,,,169.0,,,57.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,01:00:00,4.61,,,156.22,226.35,70.13,,,7.3,,,,,,1.23,,,,,159.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,02:00:00,4.26,,,205.14,249.95,44.81,,,7.21,,,,,,1.2,,,,,151.0,,,64.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,03:00:00,4.46,,,243.93,340.15,96.22,,,6.8,,,,,,1.0,,,,,146.0,,,61.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,04:00:00,5.41,,,194.81,383.51,188.7,,,8.04,,,,,,1.33,,,,,150.0,,,61.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,05:00:00,6.65,,,195.8,524.34,328.54,,,7.16,,,,,,1.39,,,,,163.0,,,69.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,06:00:00,6.37,,,216.08,500.24,284.16,,,6.97,,,,,,1.2,,,,,163.0,,,79.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,07:00:00,5.89,,,194.45,462.68,268.23,,,7.3,,,,,,1.35,,,,,163.0,,,75.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,08:00:00,6.1,,,202.34,480.48,278.14,,,6.85,,,,,,1.35,,,,,159.0,,,76.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,09:00:00,5.39,,,165.25,241.3,76.05,,,6.35,,,,,,0.82,,,,,151.0,,,78.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,10:00:00,5.0,,,86.52,108.82,22.3,,,10.58,,,,,,0.57,,,,,159.0,,,64.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,11:00:00,4.75,,,112.78,132.62,19.84,,,16.81,,,,,,0.85,,,,,156.0,,,45.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,12:00:00,5.03,,,131.54,167.76999999999998,36.23,,,11.34,,,,,,0.94,,,,,145.0,,,40.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,13:00:00,4.72,,,90.96,107.89,16.93,,,18.47,,,,,,0.94,,,,,138.0,,,44.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,14:00:00,5.15,,,80.58,102.09,21.51,,,23.05,,,,,,1.11,,,,,132.0,,,33.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,15:00:00,4.53,,,89.37,116.99,27.62,,,18.99,,,,,,1.39,,,,,138.0,,,29.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,16:00:00,4.93,,,67.24,76.27,9.03,,,37.29,,,,,,0.9,,,,,140.0,,,41.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,17:00:00,5.42,,,53.77,59.5,5.73,,,47.5,,,,,,0.84,,,,,120.0,,,41.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,18:00:00,4.62,,,61.36,65.55,4.19,,,60.25,,,,,,0.98,,,,,116.0,,,45.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,19:00:00,4.04,,,45.07,48.92,3.85,,,66.43,,,,,,0.89,,,,,133.0,,,49.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,20:00:00,4.3,,,70.77,75.57,4.8,,,51.06,,,,,,0.9,,,,,127.0,,,45.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,21:00:00,4.07,,,83.4,87.0,3.6,,,46.4,,,,,,0.96,,,,,117.0,,,43.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,22:00:00,4.55,,,115.06,118.83,3.77,,,37.74,,,,,,0.89,,,,,105.0,,,43.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,23:00:00,4.91,,,172.94,177.95,5.01,,,17.51,,,,,,1.04,,,,,111.0,,,42.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,03/05/2017,23:59:59,4.84,,,211.44,222.0,10.56,,,10.25,,,,,,0.96,,,,,134.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,01:00:00,4.72,,,203.34,209.29,5.95,,,11.12,,,,,,1.03,,,,,158.0,,,55.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,02:00:00,4.48,,,166.65,180.8,14.15,,,12.28,,,,,,0.99,,,,,130.0,,,57.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,03:00:00,6.53,,,173.04,477.46,304.42,,,8.05,,,,,,1.48,,,,,121.0,,,49.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,04:00:00,7.17,,,206.33,488.18000000000006,281.85,,,9.05,,,,,,1.23,,,,,136.0,,,51.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,05:00:00,6.81,,,230.16,475.15,244.99,,,7.4,,,,,,1.1,,,,,162.0,,,58.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,06:00:00,6.35,,,214.49,425.39,210.9,,,5.45,,,,,,0.89,,,,,167.0,,,57.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,07:00:00,5.54,,,189.47,314.66,125.19,,,6.88,,,,,,0.82,,,,,170.0,,,56.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,08:00:00,5.12,,,153.08,221.8,68.72,,,7.27,,,,,,0.85,,,,,177.0,,,52.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,09:00:00,5.01,,,122.46,171.09,48.63,,,6.25,,,,,,0.88,,,,,183.0,,,48.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,10:00:00,5.0,,,95.24,128.8,33.56,,,8.49,,,,,,0.88,,,,,182.0,,,45.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,11:00:00,4.85,,,79.79,107.14,27.35,,,11.34,,,,,,0.88,,,,,185.0,,,47.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,12:00:00,4.18,,,64.6,86.08999999999999,21.49,,,12.04,,,,,,0.96,,,,,202.0,,,54.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,13:00:00,4.65,,,57.41,87.47999999999999,30.07,,,11.03,,,,,,1.05,,,,,253.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,14:00:00,4.5,,,50.79,65.84,15.05,,,,,,,,,1.14,,,,,275.0,,,60.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,15:00:00,,,,,0.0,,,,,,,,,,,,,,,254.0,,,55.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,16:00:00,5.26,,,37.57,44.73,7.16,,,21.67,,,,,,1.22,,,,,246.0,,,52.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,17:00:00,4.67,,,26.32,31.04,4.72,,,28.88,,,,,,1.49,,,,,265.0,,,57.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,18:00:00,4.79,,,25.35,28.64,3.29,,,26.64,,,,,,1.58,,,,,318.0,,,62.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,19:00:00,4.39,,,28.52,31.91,3.39,,,35.08,,,,,,0.89,,,,,285.0,,,58.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,20:00:00,4.49,,,40.55,44.23,3.68,,,22.95,,,,,,0.85,,,,,218.0,,,48.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,21:00:00,5.03,,,40.34,43.38,3.04,,,19.95,,,,,,0.73,,,,,191.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,22:00:00,5.08,,,66.44,80.55,14.11,,,7.32,,,,,,1.06,,,,,165.0,,,41.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,23:00:00,5.43,,,75.77,123.97,48.2,,,6.57,,,,,,1.1,,,,,158.0,,,40.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,04/05/2017,23:59:59,5.94,,,78.08,184.15,106.07,,,4.42,,,,,,1.35,,,,,170.0,,,47.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,01:00:00,7.56,,,80.93,203.52,122.59,,,2.52,,,,,,1.64,,,,,183.0,,,44.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,02:00:00,5.96,,,73.43,198.22000000000003,124.79,,,2.75,,,,,,1.46,,,,,185.0,,,53.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,03:00:00,7.48,,,66.26,165.12,98.86,,,5.9,,,,,,1.28,,,,,189.0,,,42.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,04:00:00,5.51,,,61.94,95.23,33.29,,,4.44,,,,,,0.82,,,,,164.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,05:00:00,4.81,,,49.33,59.5,10.17,,,3.48,,,,,,0.72,,,,,130.0,,,28.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,06:00:00,4.96,,,36.28,41.91,5.63,,,5.86,,,,,,0.55,,,,,115.0,,,35.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,07:00:00,4.97,,,29.8,37.77,7.97,,,6.94,,,,,,0.69,,,,,131.0,,,24.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,08:00:00,4.98,,,23.86,33.98,10.12,,,9.89,,,,,,0.85,,,,,150.0,,,32.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,09:00:00,4.84,,,21.89,30.950000000000003,9.06,,,12.22,,,,,,0.92,,,,,170.0,,,29.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,10:00:00,4.82,,,22.19,30.65,8.46,,,15.34,,,,,,0.84,,,,,210.0,,,44.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,11:00:00,5.05,,,22.14,29.07,6.93,,,18.14,,,,,,0.95,,,,,243.0,,,56.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,12:00:00,5.02,,,21.57,26.35,4.78,,,25.92,,,,,,1.21,,,,,278.0,,,58.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,13:00:00,6.83,,,17.15,20.98,3.83,,,32.61,,,,,,1.09,,,,,276.0,,,44.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,14:00:00,5.21,,,17.49,21.52,4.03,,,31.53,,,,,,1.16,,,,,259.0,,,39.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,15:00:00,5.79,,,23.02,28.44,5.42,,,25.02,,,,,,1.27,,,,,313.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,16:00:00,5.34,,,17.86,23.04,5.18,,,22.8,,,,,,0.91,,,,,332.0,,,49.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,17:00:00,4.7,,,12.88,17.060000000000002,4.18,,,27.31,,,,,,0.98,,,,,284.0,,,52.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,18:00:00,4.4,,,15.33,18.91,3.58,,,34.3,,,,,,0.96,,,,,244.0,,,48.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,19:00:00,4.93,,,27.34,30.13,2.79,,,29.78,,,,,,0.6,,,,,179.0,,,35.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,20:00:00,5.13,,,29.8,33.08,3.28,,,18.89,,,,,,0.53,,,,,156.0,,,29.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,21:00:00,4.85,,,49.14,53.07,3.93,,,6.3,,,,,,0.68,,,,,128.0,,,33.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,22:00:00,6.35,,,62.11,72.49,10.38,,,6.1,,,,,,1.12,,,,,126.0,,,25.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,23:00:00,6.49,,,67.57,98.76,31.19,,,7.54,,,,,,1.41,,,,,126.0,,,37.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,05/05/2017,23:59:59,6.68,,,69.54,136.15,66.61,,,6.48,,,,,,1.58,,,,,124.0,,,35.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,01:00:00,6.84,,,64.77,137.13,72.36,,,4.98,,,,,,1.61,,,,,135.0,,,33.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,02:00:00,6.73,,,62.33,141.0,78.67,,,6.53,,,,,,1.23,,,,,151.0,,,33.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,03:00:00,6.66,,,60.26,132.38,72.12,,,7.3,,,,,,0.98,,,,,146.0,,,37.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,04:00:00,7.01,,,58.46,128.38,69.92,,,7.05,,,,,,0.88,,,,,126.0,,,30.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,05:00:00,6.77,,,54.86,94.15,39.29,,,4.09,,,,,,0.78,,,,,119.0,,,23.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,06:00:00,7.05,,,56.0,108.47,52.47,,,5.59,,,,,,0.84,,,,,97.0,,,25.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,07:00:00,7.27,,,65.05,145.25,80.2,,,6.64,,,,,,0.98,,,,,105.0,,,28.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,08:00:00,7.05,,,61.65,115.36,53.71,,,6.28,,,,,,0.93,,,,,111.0,,,27.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,09:00:00,6.51,,,47.1,67.16,20.06,,,8.99,,,,,,0.78,,,,,116.0,,,31.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,10:00:00,6.31,,,40.51,52.73,12.22,,,17.18,,,,,,0.65,,,,,108.0,,,20.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,11:00:00,5.99,,,33.9,42.7,8.8,,,21.8,,,,,,0.59,,,,,112.0,,,12.5,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,12:00:00,5.96,,,36.43,44.48,8.05,,,25.63,,,,,,0.79,,,,,108.0,,,23.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,13:00:00,6.17,,,26.44,31.48,5.04,,,39.73,,,,,,0.77,,,,,121.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,14:00:00,6.24,,,29.31,33.7,4.39,,,40.33,,,,,,0.89,,,,,124.0,,,21.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,15:00:00,6.28,,,18.87,22.62,3.75,,,46.34,,,,,,0.85,,,,,125.0,,,26.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,16:00:00,6.11,,,19.84,23.74,3.9,,,38.83,,,,,,0.85,,,,,115.0,,,18.3,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,17:00:00,5.86,,,35.73,42.15,6.42,,,23.55,,,,,,1.22,,,,,102.0,,,19.8,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,18:00:00,5.78,,,30.79,35.33,4.54,,,29.58,,,,,,1.46,,,,,89.0,,,24.4,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,19:00:00,6.03,,,32.34,35.440000000000005,3.1,,,32.85,,,,,,1.15,,,,,104.0,,,27.6,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,20:00:00,6.04,,,34.23,37.33,3.1,,,32.72,,,,,,1.12,,,,,107.0,,,22.1,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,21:00:00,6.19,,,41.1,44.29,3.19,,,27.19,,,,,,1.0,,,,,84.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,22:00:00,4.9,,,59.08,62.15,3.07,,,11.89,,,,,,1.12,,,,,67.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,23:00:00,4.93,,,74.16,81.2,7.04,,,6.25,,,,,,1.14,,,,,84.0,,,21.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,06/05/2017,23:59:59,5.01,,,72.45,82.03,9.58,,,5.79,,,,,,1.14,,,,,80.0,,,24.9,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,07/05/2017,01:00:00,5.05,,,74.43,100.95,26.52,,,4.55,,,,,,1.08,,,,,85.0,,,19.7,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,07/05/2017,02:00:00,5.42,,,75.59,134.44,58.85,,,2.72,,,,,,1.21,,,,,78.0,,,19.2,,,,,,,,,,,,,,,,,,,,,,
MUSHAIRIF,07/05/2017,03:00:00,5.34,,,78.5,145.35,66.85,,,6.28,,,,,,1.09,,,,,88.0,,,25.6,,,,,,,,,,,,,,,,,,,,,,
