Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,01/12/2023,00:00:00,13.16,,,44.51,,,8.85,,,,,,1.541,,,,,55.0,,,,,,,33.065,1014.5,61.85,151.65,1.476,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,01:00:00,8.88,,,42.73,,,4.96,,,,,,0.246,,,,,55.8,,,,,,,32.697,1014.4,63.85,146.22,1.697,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,01:59:59.990000,9.49,,,40.14,,,2.69,,,,,,0.206,,,,,58.1,,,,,,,32.371,1014.3,66.68,154.52,1.437,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,02:59:59.985000,10.94,,,38.32,,,3.76,,,,,,0.249,,,,,57.5,,,,,,,32.222,1014.2,67.82,136.45,1.483,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,03:59:59.980000,11.76,,,38.45,,,7.78,,,,,,0.629,,,,,58.5,,,,,,,32.043,1014.2,68.55,132.8,1.581,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,04:59:59.975000,9.56,,,36.41,,,9.18,,,,,,0.288,,,,,62.0,,,,,,,31.723,1014.2,70.46,107.73,1.208,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,05:59:59.970000,6.19,,,34.59,,,2.56,,,,,,0.445,,,,,61.3,,,,,,,31.383,1014.4,73.23,127.46,1.441,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,06:59:59.965000,3.05,,,34.28,,,2.37,,,,,,0.974,,,,,59.4,,,,,,,31.271,1014.8,74.7,128.38,1.418,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,07:59:59.960000,4.23,,,34.86,,,3.94,,,,,,1.116,,,,,60.1,,,,,,,31.38,1015.1,74.86,132.1,1.624,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,08:59:59.955000,9.67,,,32.2,,,17.36,,,,,,1.655,,,,,64.3,,,,,,,32.194,1015.4,70.48,147.29,1.497,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,09:59:59.950000,11.17,,,24.1,,,39.51,,,,,,1.237,,,,,67.9,,,,,,,33.339,1015.6,61.4,145.34,1.504,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,10:59:59.945000,12.19,,,16.83,,,60.74,,,,,,0.305,,,,,66.9,,,,,,,34.169,1015.5,52.37,249.91,0.605,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,11:59:59.940000,10.51,,,12.12,,,87.4,,,,,,0.238,,,,,63.6,,,,,,,34.895,1015.0,48.02,92.92,0.408,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,12:59:59.935000,15.6,,,11.29,,,99.35,,,,,,0.214,,,,,62.6,,,,,,,35.124,1014.4,47.07,359.14,0.825,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,13:59:59.930000,14.68,,,13.96,,,108.76,,,,,,1.187,,,,,65.7,,,,,,,34.822,1013.9,49.37,310.32,1.935,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,14:59:59.925000,16.24,,,14.33,,,117.94,,,,,,1.301,,,,,67.6,,,,,,,34.686,1013.7,51.38,313.79,2.183,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,15:59:59.920000,13.98,,,11.99,,,125.74,,,,,,0.634,,,,,63.1,,,,,,,34.564,1013.7,52.68,312.53,2.22,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,16:59:59.915000,10.98,,,11.6,,,123.34,,,,,,0.211,,,,,64.0,,,,,,,34.489,1013.9,53.63,334.26,1.876,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,17:59:59.910000,11.62,,,12.41,,,113.06,,,,,,0.415,,,,,61.8,,,,,,,34.242,1014.0,56.55,326.91,1.673,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,18:59:59.905000,14.27,,,13.76,,,103.89,,,,,,0.711,,,,,60.9,,,,,,,34.057,1014.3,58.97,305.92,1.681,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,19:59:59.900000,12.75,,,16.4,,,88.63,,,,,,0.574,,,,,61.9,,,,,,,33.979,1014.5,59.76,338.38,1.097,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,20:59:59.895000,9.04,,,18.94,,,72.01,,,,,,0.211,,,,,60.2,,,,,,,33.885,1014.7,60.92,38.46,1.142,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,21:59:59.890000,9.67,,,45.32,,,14.76,,,,,,0.394,,,,,64.2,,,,,,,33.656,1014.7,62.38,91.45,1.026,,,,,,,,,,,,,
EPAA MOBILE,01/12/2023,22:59:59.885000,11.9,,,53.6,,,3.74,,,,,,0.978,,,,,70.1,,,,,,,33.393,1014.7,63.54,61.85,1.053,,,,,,,,,,,,,
