Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,01/06/2023,00:00:00,3.49,,,27.58,,,35.06,,,,,,0.775,,,,,94.9,,,,,,,40.649,1006.5,73.17,221.29,1.739,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,01:00:00,6.61,,,32.51,,,24.12,,,,,,1.122,,,,,96.6,,,,,,,40.601,1006.8,72.93,202.37,1.673,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,01:59:59.990000,5.91,,,37.19,,,12.35,,,,,,1.225,,,,,101.2,,,,,,,40.565,1006.1,72.45,200.82,1.697,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,02:59:59.985000,4.67,,,33.56,,,8.25,,,,,,0.999,,,,,107.4,,,,,,,40.55,1006.8,71.73,167.88,1.552,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,03:59:59.980000,4.53,,,25.86,,,18.2,,,,,,0.746,,,,,110.4,,,,,,,40.563,1007.1,70.9,194.56,1.736,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,04:59:59.975000,4.58,,,26.87,,,16.61,,,,,,0.751,,,,,107.7,,,,,,,40.585,1007.7,70.86,195.51,1.79,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,05:59:59.970000,3.74,,,30.76,,,10.04,,,,,,0.99,,,,,115.8,,,,,,,40.619,1008.1,70.21,165.11,1.663,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,06:59:59.965000,3.95,,,32.29,,,9.93,,,,,,1.178,,,,,136.1,,,,,,,40.686,1008.8,70.43,197.91,1.676,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,07:59:59.960000,5.31,,,25.19,,,26.36,,,,,,1.084,,,,,150.6,,,,,,,40.741,1009.4,71.67,204.58,2.046,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,08:59:59.955000,4.94,,,26.38,,,30.12,,,,,,1.185,,,,,151.0,,,,,,,40.761,1009.6,73.08,205.49,2.084,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,09:59:59.950000,4.09,,,28.38,,,34.25,,,,,,1.162,,,,,158.4,,,,,,,40.779,1009.8,75.11,220.28,2.102,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,10:59:59.945000,5.22,,,16.29,,,55.66,,,,,,0.459,,,,,156.8,,,,,,,40.773,1009.8,77.49,253.28,3.215,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,11:59:59.940000,4.83,,,14.85,,,68.55,,,,,,0.072,,,,,145.0,,,,,,,40.752,1009.5,76.95,254.2,3.076,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,12:59:59.935000,7.86,,,12.32,,,74.05,,,,,,1.029,,,,,152.2,,,,,,,40.703,1009.0,76.49,266.87,3.347,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,13:59:59.930000,6.42,,,14.47,,,75.14,,,,,,1.254,,,,,155.4,,,,,,,40.656,1008.4,76.08,261.35,3.511,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,14:59:59.925000,6.56,,,12.67,,,81.36,,,,,,1.334,,,,,156.4,,,,,,,40.604,1008.1,75.68,267.81,3.529,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,15:59:59.920000,7.96,,,11.35,,,85.09,,,,,,1.272,,,,,157.6,,,,,,,40.558,1007.7,75.41,271.32,3.383,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,16:59:59.915000,3.37,,,13.38,,,82.0,,,,,,1.46,,,,,152.2,,,,,,,40.535,1007.2,75.47,262.37,2.972,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,17:59:59.910000,0.9,,,15.25,,,73.5,,,,,,1.437,,,,,150.5,,,,,,,40.524,1007.1,75.44,251.03,2.883,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,18:59:59.905000,2.08,,,16.14,,,61.97,,,,,,0.758,,,,,148.6,,,,,,,40.51,1007.1,75.18,260.12,2.967,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,19:59:59.900000,3.67,,,17.1,,,57.63,,,,,,0.709,,,,,136.6,,,,,,,40.534,1007.4,74.72,253.32,2.963,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,20:59:59.895000,8.02,,,19.71,,,51.53,,,,,,0.916,,,,,122.1,,,,,,,40.574,1007.7,74.12,239.23,2.63,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,21:59:59.890000,7.09,,,20.58,,,45.53,,,,,,0.95,,,,,114.4,,,,,,,40.621,1008.1,73.93,225.62,2.374,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,22:59:59.885000,6.16,,,23.61,,,36.53,,,,,,0.703,,,,,97.1,,,,,,,40.624,1008.1,73.77,215.12,2.189,,,,,,,,,,,,,
EPAA MOBILE,01/06/2023,23:59:59.880000,5.85,,,30.55,,,23.23,,,,,,0.399,,,,,89.2,,,,,,,40.581,1007.8,73.4,215.84,2.299,,,,,,,,,,,,,
EPAA MOBILE,02/06/2023,00:59:59.875000,6.04,,,27.02,,,23.56,,,,,,0.798,,,,,91.2,,,,,,,40.542,1007.3,72.48,201.6,2.211,,,,,,,,,,,,,
EPAA MOBILE,02/06/2023,01:59:59.870000,5.79,,,32.28,,,12.37,,,,,,0.813,,,,,92.6,,,,,,,40.49,1006.8,71.74,194.19,2.142,,,,,,,,,,,,,
EPAA MOBILE,02/06/2023,02:59:59.865000,6.32,,,28.33,,,19.39,,,,,,0.666,,,,,86.8,,,,,,,40.485,1006.6,71.48,186.98,2.015,,,,,,,,,,,,,
EPAA MOBILE,02/06/2023,03:59:59.860000,7.45,,,26.89,,,23.58,,,,,,0.451,,,,,84.6,,,,,,,40.466,1006.6,71.44,188.48,2.154,,,,,,,,,,,,,
EPAA MOBILE,02/06/2023,04:59:59.855000,6.52,,,28.09,,,20.08,,,,,,0.532,,,,,85.7,,,,,,,40.492,1006.7,71.28,182.39,1.916,,,,,,,,,,,,,
