Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,01/08/2023,00:00:00,5.15,,,13.73,,,111.62,,,,,,0.68,,,,,87.0,,,,,,,33.79,1004.5,66.56,200.51,1.07,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,01:00:00,5.05,,,12.54,,,95.91,,,,,,0.64,,,,,98.0,,,,,,,33.11,1004.3,71.33,200.33,1.16,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,01:59:59.990000,4.07,,,9.93,,,88.74,,,,,,0.61,,,,,98.0,,,,,,,32.48,1003.7,72.49,181.48,1.01,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,02:59:59.985000,4.13,,,7.21,,,120.85,,,,,,0.58,,,,,98.0,,,,,,,32.16,1003.8,73.34,218.82,0.83,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,03:59:59.980000,5.18,,,8.21,,,112.87,,,,,,0.59,,,,,98.0,,,,,,,31.75,1003.8,75.01,222.33,0.61,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,04:59:59.975000,4.78,,,11.0,,,100.92,,,,,,0.62,,,,,98.0,,,,,,,31.33,1003.9,76.57,206.66,0.48,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,05:59:59.970000,4.38,,,18.16,,,86.91,,,,,,0.73,,,,,96.0,,,,,,,31.72,1004.4,75.42,238.99,0.6,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,06:59:59.965000,5.13,,,45.24,,,65.71,,,,,,0.93,,,,,96.0,,,,,,,33.71,1005.0,54.85,243.56,1.04,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,07:59:59.960000,5.06,,,31.8,,,50.26,,,,,,0.81,,,,,82.0,,,,,,,36.07,1005.2,48.8,243.06,0.95,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,08:59:59.955000,4.81,,,41.17,,,71.5,,,,,,0.91,,,,,107.0,,,,,,,37.39,1005.4,45.17,330.55,0.69,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,09:59:59.950000,4.4,,,31.97,,,146.76,,,,,,0.82,,,,,107.0,,,,,,,38.63,1005.5,42.38,345.84,0.89,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,10:59:59.945000,4.95,,,20.45,,,181.88,,,,,,0.79,,,,,109.0,,,,,,,38.53,1005.3,45.56,348.83,1.22,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,11:59:59.940000,5.2,,,14.18,,,164.65,,,,,,0.73,,,,,118.0,,,,,,,38.56,1004.7,50.16,329.72,1.77,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,12:59:59.935000,4.96,,,12.74,,,149.82,,,,,,0.76,,,,,118.0,,,,,,,39.3,1004.3,44.59,316.7,1.55,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,13:59:59.930000,4.38,,,10.04,,,151.76,,,,,,0.64,,,,,111.0,,,,,,,40.13,1003.7,37.14,298.03,1.61,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,14:59:59.925000,4.78,,,14.1,,,136.9,,,,,,0.65,,,,,104.0,,,,,,,40.01,1003.1,37.55,312.8,1.69,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,15:59:59.920000,5.52,,,12.72,,,141.31,,,,,,0.55,,,,,101.0,,,,,,,39.37,1002.7,35.08,295.53,1.76,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,16:59:59.915000,5.34,,,14.12,,,106.27,,,,,,0.59,,,,,96.0,,,,,,,38.83,1002.8,36.33,296.44,1.43,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,17:59:59.910000,4.78,,,14.4,,,98.2,,,,,,0.62,,,,,98.0,,,,,,,37.19,1003.1,46.3,326.7,1.44,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,18:59:59.905000,4.69,,,19.48,,,109.68,,,,,,0.73,,,,,103.0,,,,,,,35.8,1003.4,51.5,290.19,1.11,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,19:59:59.900000,5.24,,,25.3,,,94.7,,,,,,0.83,,,,,103.0,,,,,,,35.57,1004.0,54.77,340.58,0.87,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,20:59:59.895000,5.37,,,24.35,,,90.35,,,,,,0.92,,,,,124.0,,,,,,,35.12,1004.4,58.49,310.1,0.57,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,21:59:59.890000,4.92,,,23.19,,,89.31,,,,,,0.78,,,,,124.0,,,,,,,34.73,1004.2,60.3,178.81,0.6,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,22:59:59.885000,4.6,,,22.72,,,72.43,,,,,,1.05,,,,,122.0,,,,,,,34.58,1004.3,58.36,206.49,0.52,,,,,,,,,,,,,
EPAA MOBILE,01/08/2023,23:59:59.880000,5.38,,,27.89,,,52.5,,,,,,0.74,,,,,111.0,,,,,,,34.61,1004.0,58.01,224.2,0.67,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,00:59:59.875000,5.29,,,24.34,,,54.97,,,,,,0.87,,,,,114.0,,,,,,,34.21,1003.6,58.21,340.41,0.5,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,01:59:59.870000,4.89,,,28.29,,,60.44,,,,,,0.86,,,,,126.0,,,,,,,33.8,1003.5,60.47,148.14,1.26,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,02:59:59.865000,4.98,,,26.25,,,107.21,,,,,,0.77,,,,,132.0,,,,,,,33.33,1003.4,65.29,166.58,0.56,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,03:59:59.860000,5.55,,,28.59,,,64.85,,,,,,0.75,,,,,132.0,,,,,,,32.78,1003.4,66.53,160.88,1.06,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,04:59:59.855000,5.04,,,29.5,,,104.63,,,,,,0.75,,,,,127.0,,,,,,,32.68,1004.4,66.49,177.58,1.34,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,05:59:59.850000,4.91,,,19.89,,,135.27,,,,,,0.68,,,,,125.0,,,,,,,32.65,1004.7,69.3,140.72,1.26,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,06:59:59.845000,5.07,,,22.45,,,146.91,,,,,,0.66,,,,,125.0,,,,,,,34.73,1004.4,61.48,159.56,1.41,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,07:59:59.840000,5.32,,,13.17,,,67.51,,,,,,0.58,,,,,125.0,,,,,,,38.44,1004.3,42.31,163.21,2.24,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,08:59:59.835000,5.28,,,13.3,,,94.11,,,,,,0.5,,,,,115.0,,,,,,,40.29,1005.0,39.49,289.47,1.38,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,09:59:59.830000,4.87,,,15.6,,,171.49,,,,,,0.65,,,,,116.0,,,,,,,40.65,1005.0,40.42,354.23,1.37,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,10:59:59.825000,5.64,,,13.77,,,167.05,,,,,,0.59,,,,,116.0,,,,,,,39.84,1004.6,47.56,358.82,1.23,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,11:59:59.820000,5.3,,,13.19,,,146.14,,,,,,0.5,,,,,114.0,,,,,,,40.7,1004.0,43.6,339.53,1.56,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,12:59:59.815000,4.84,,,13.72,,,148.9,,,,,,0.56,,,,,123.0,,,,,,,41.19,1003.2,40.53,332.63,1.98,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,13:59:59.810000,4.66,,,11.97,,,141.42,,,,,,0.55,,,,,123.0,,,,,,,40.85,1002.6,38.73,328.82,1.95,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,14:59:59.805000,4.76,,,11.5,,,135.03,,,,,,0.5,,,,,114.0,,,,,,,40.4,1002.2,36.96,332.47,2.0,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,15:59:59.800000,5.49,,,14.18,,,120.4,,,,,,0.5,,,,,113.0,,,,,,,40.52,1002.0,33.29,326.92,1.79,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,16:59:59.795000,5.19,,,13.67,,,105.35,,,,,,0.52,,,,,90.0,,,,,,,39.57,1002.2,33.68,337.21,1.65,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,17:59:59.790000,4.87,,,25.43,,,87.7,,,,,,0.63,,,,,84.0,,,,,,,38.98,1002.7,35.21,349.78,0.96,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,18:59:59.785000,4.91,,,27.73,,,67.41,,,,,,0.68,,,,,85.0,,,,,,,38.01,1003.1,37.22,348.97,0.94,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,19:59:59.780000,5.25,,,31.84,,,48.71,,,,,,0.66,,,,,85.0,,,,,,,37.92,1003.4,36.95,342.95,0.53,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,20:59:59.775000,5.73,,,33.73,,,50.04,,,,,,0.71,,,,,84.0,,,,,,,37.79,1003.5,31.72,344.74,0.52,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,21:59:59.770000,5.44,,,31.0,,,49.81,,,,,,0.98,,,,,83.0,,,,,,,37.83,1003.3,30.98,328.01,0.58,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,22:59:59.765000,4.81,,,56.12,,,18.14,,,,,,1.28,,,,,85.0,,,,,,,37.05,1003.1,33.93,333.09,0.7,,,,,,,,,,,,,
EPAA MOBILE,02/08/2023,23:59:59.760000,7.02,,,83.28,,,5.6,,,,,,1.27,,,,,90.0,,,,,,,36.79,1002.9,33.97,344.97,0.73,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,00:59:59.755000,7.11,,,46.5,,,64.65,,,,,,1.24,,,,,96.0,,,,,,,35.95,1002.9,35.35,347.66,0.83,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,01:59:59.750000,5.78,,,16.31,,,90.23,,,,,,0.45,,,,,102.0,,,,,,,35.26,1002.8,55.63,354.09,0.54,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,02:59:59.745000,5.85,,,16.8,,,94.82,,,,,,0.42,,,,,108.0,,,,,,,34.24,1002.7,64.21,349.01,0.38,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,03:59:59.740000,6.1,,,14.17,,,99.5,,,,,,0.38,,,,,108.0,,,,,,,33.47,1002.8,69.54,13.92,0.42,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,04:59:59.735000,6.15,,,22.32,,,64.19,,,,,,0.46,,,,,81.0,,,,,,,33.36,1002.9,69.86,185.65,1.66,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,05:59:59.730000,5.37,,,24.44,,,70.27,,,,,,0.58,,,,,68.0,,,,,,,34.28,1002.9,57.17,137.68,1.71,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,06:59:59.725000,6,,,37.94,,,31.03,,,,,,0.67,,,,,74.0,,,,,,,36.07,1003.0,46.16,149.23,1.32,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,07:59:59.720000,6.32,,,33.65,,,46.27,,,,,,0.43,,,,,95.0,,,,,,,38.36,1003.0,37.68,153.33,1.69,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,08:59:59.715000,5.72,,,35.16,,,57.32,,,,,,0.4,,,,,95.0,,,,,,,41.89,1003.1,24.76,164.26,1.68,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,09:59:59.710000,5.82,,,19.74,,,77.78,,,,,,0.27,,,,,93.0,,,,,,,44.5,1003.0,18.44,205.18,1.15,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,10:59:59.705000,5.62,,,17.66,,,84.37,,,,,,0.23,,,,,93.0,,,,,,,45.62,1002.7,16.61,240.79,1.08,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,11:59:59.700000,5.25,,,29.08,,,152.0,,,,,,0.54,,,,,85.0,,,,,,,45.26,1002.2,23.17,331.14,2.0,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,12:59:59.695000,5.78,,,23.83,,,156.04,,,,,,0.56,,,,,81.0,,,,,,,43.16,1002.0,28.59,315.62,1.84,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,13:59:59.690000,6.14,,,19.54,,,154.42,,,,,,0.51,,,,,84.0,,,,,,,43.37,1001.3,27.09,335.17,2.17,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,14:59:59.685000,5.42,,,15.3,,,132.21,,,,,,0.48,,,,,113.0,,,,,,,41.11,1001.2,31.52,351.5,2.08,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,15:59:59.680000,5.01,,,17.84,,,70.01,,,,,,0.34,,,,,91.0,,,,,,,42.09,1001.3,24.78,353.41,1.8,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,16:59:59.675000,5.44,,,35.37,,,51.69,,,,,,0.38,,,,,67.0,,,,,,,41.48,1001.4,26.21,345.7,1.51,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,17:59:59.670000,6.32,,,31.13,,,49.76,,,,,,0.39,,,,,88.0,,,,,,,41.58,1001.8,21.92,355.16,0.83,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,18:59:59.665000,6.55,,,44.25,,,41.21,,,,,,0.52,,,,,79.0,,,,,,,40.59,1002.4,23.89,340.73,1.22,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,19:59:59.660000,6.01,,,46.37,,,39.62,,,,,,0.7,,,,,79.0,,,,,,,38.65,1002.7,26.46,333.7,1.47,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,20:59:59.655000,5.42,,,42.1,,,29.39,,,,,,0.63,,,,,87.0,,,,,,,37.64,1003.5,34.85,330.33,0.95,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,21:59:59.650000,6.09,,,44.82,,,26.15,,,,,,0.69,,,,,87.0,,,,,,,37.18,1003.7,35.59,339.15,0.78,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,22:59:59.645000,5.87,,,54.83,,,18.26,,,,,,0.75,,,,,84.0,,,,,,,36.64,1003.6,40.05,349.39,0.91,,,,,,,,,,,,,
EPAA MOBILE,03/08/2023,23:59:59.640000,6.01,,,70.96,,,6.62,,,,,,0.88,,,,,75.0,,,,,,,36.3,1003.4,45.08,334.67,0.54,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,00:59:59.635000,5.42,,,60.12,,,4.48,,,,,,0.8,,,,,85.0,,,,,,,35.64,1002.8,45.2,322.58,0.26,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,01:59:59.630000,6.15,,,47.25,,,10.96,,,,,,0.81,,,,,85.0,,,,,,,35.85,1002.5,45.2,158.46,1.04,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,02:59:59.625000,6.07,,,35.22,,,15.03,,,,,,0.65,,,,,87.0,,,,,,,35.64,1002.3,48.06,327.71,0.63,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,03:59:59.620000,5.52,,,29.96,,,17.5,,,,,,0.49,,,,,87.0,,,,,,,35.78,1002.4,46.4,322.31,0.5,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,04:59:59.615000,5.5,,,34.9,,,14.35,,,,,,0.57,,,,,75.0,,,,,,,35.79,1002.9,46.87,209.06,0.41,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,05:59:59.610000,5.89,,,45.04,,,6.72,,,,,,0.66,,,,,79.0,,,,,,,35.52,1003.2,45.48,172.36,0.9,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,06:59:59.605000,5.84,,,35.4,,,15.23,,,,,,0.64,,,,,87.0,,,,,,,36.8,1003.8,37.75,306.97,0.78,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,07:59:59.600000,5.22,,,20.69,,,37.52,,,,,,0.63,,,,,98.0,,,,,,,39.22,1004.2,32.78,259.12,1.03,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,08:59:59.595000,6.07,,,20.7,,,63.69,,,,,,0.91,,,,,115.0,,,,,,,39.79,1004.5,32.21,287.91,1.52,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,09:59:59.590000,6.13,,,47.56,,,91.99,,,,,,0.79,,,,,126.0,,,,,,,39.63,1004.4,44.05,317.6,1.41,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,10:59:59.585000,5.69,,,30.03,,,160.08,,,,,,0.6,,,,,126.0,,,,,,,39.81,1004.1,48.76,345.09,1.5,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,11:59:59.580000,5.65,,,20.19,,,113.06,,,,,,0.6,,,,,114.0,,,,,,,40.28,1003.7,46.23,339.67,2.02,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,12:59:59.575000,5.98,,,13.67,,,108.95,,,,,,0.57,,,,,100.0,,,,,,,40.23,1003.2,41.4,320.79,2.05,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,13:59:59.570000,5.95,,,11.33,,,96.45,,,,,,0.53,,,,,101.0,,,,,,,40.96,1002.8,33.34,326.87,1.95,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,14:59:59.565000,5.61,,,11.11,,,91.04,,,,,,0.44,,,,,101.0,,,,,,,41.85,1002.4,28.22,323.57,1.76,,,,,,,,,,,,,
EPAA MOBILE,04/08/2023,15:59:59.560000,5.28,,,16.26,,,82.97,,,,,,0.44,,,,,110.0,,,,,,,42.36,1002.1,24.4,355.63,1.42,,,,,,,,,,,,,
