Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,01/02/2023,00:00:00,9.35,,,21.35,,,63.63999999999999,,,,,,0.37,,,,,74.5,,,,,,,30.72,1014.8,75.97,96.67,1.935,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,01:00:00,9.84,,,17.85,,,62.31,,,,,,0.399,,,,,70.6,,,,,,,30.518,1014.7,78.07,97.89,1.852,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,01:59:59.990000,8.22,,,19.77,,,59.43000000000001,,,,,,0.413,,,,,69.3,,,,,,,30.292,1014.6,79.92,91.56,1.781,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,02:59:59.985000,11.51,,,23.91,,,49.150000000000006,,,,,,0.265,,,,,65.1,,,,,,,30.077,1014.4,81.56,92.79,1.806,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,03:59:59.980000,12.26,,,28.68,,,66.13,,,,,,0.085,,,,,64.0,,,,,,,30.019,1014.1,81.98,102.71,1.968,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,04:59:59.975000,8.65,,,20.21,,,52.16,,,,,,0.144,,,,,57.5,,,,,,,30.096,1014.3,80.75,95.77,1.669,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,05:59:59.970000,4.21,,,24.73,,,90.9,,,,,,0.354,,,,,51.0,,,,,,,29.919,1014.4,81.75,100.87,1.675,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,06:59:59.965000,9.03,,,25.17,,,57.370000000000005,,,,,,0.512,,,,,47.2,,,,,,,29.849,1014.8,82.19,97.66,1.614,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,07:59:59.960000,8.04,,,29.42,,,92.96,,,,,,0.684,,,,,48.5,,,,,,,30.03,1015.3,81.85,86.23,0.377,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,08:59:59.955000,8.04,,,19.87,,,124.3,,,,,,0.573,,,,,64.9,,,,,,,30.704,1015.7,78.25,133.93,2.131,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,09:59:59.950000,2.68,,,11.2,,,40.16999999999999,,,,,,0.468,,,,,63.2,,,,,,,31.585,1015.8,70.18,131.68,3.113,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,10:59:59.945000,2.58,,,8.07,,,60.41,,,,,,0.237,,,,,32.9,,,,,,,32.598,1015.8,58.87,134.15,3.047,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,11:59:59.940000,3.22,,,7.81,,,90.78,,,,,,0.104,,,,,59.2,,,,,,,33.178,1015.5,49.37,127.58,2.761,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,12:59:59.935000,4.85,,,6.92,,,102.52999999999996,,,,,,0.641,,,,,105.8,,,,,,,33.652,1014.8,43.81,134.96,2.249,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,13:59:59.930000,3.58,,,7.5,,,90.32,,,,,,0.628,,,,,96.6,,,,,,,33.991,1014.2,40.56,144.85,2.24,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,14:59:59.925000,4.53,,,7.26,,,101.25,,,,,,0.576,,,,,80.7,,,,,,,34.366,1013.9,37.35,147.23,1.951,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,15:59:59.920000,5.53,,,8.16,,,96.39,,,,,,0.426,,,,,68.5,,,,,,,34.677,1013.7,33.14,174.31,1.484,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,16:59:59.915000,5.65,,,10.76,,,141.68,,,,,,0.694,,,,,67.5,,,,,,,33.434,1013.8,53.93,311.06,2.524,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,17:59:59.910000,5.2,,,11.16,,,95.3,,,,,,0.881,,,,,69.9,,,,,,,33.071,1014.1,59.36,359.34,1.807,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,18:59:59.905000,7.51,,,14.74,,,122.70999999999998,,,,,,0.432,,,,,76.6,,,,,,,32.623,1014.3,66.48,15.12,1.547,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,19:59:59.900000,9.15,,,17.39,,,91.63,,,,,,0.53,,,,,77.8,,,,,,,32.226,1014.6,69.04,20.29,1.684,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,20:59:59.895000,5.32,,,23.03,,,49.150000000000006,,,,,,0.686,,,,,78.1,,,,,,,32.015,1014.8,69.53,54.23,1.645,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,21:59:59.890000,3.73,,,21.55,,,89.47,,,,,,0.677,,,,,76.2,,,,,,,31.835,1014.9,68.31,79.87,1.726,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,22:59:59.885000,5.27,,,23.7,,,24.78,,,,,,0.582,,,,,71.6,,,,,,,31.511,1014.8,71.92,82.63,1.718,,,,,,,,,,,,,
EPAA MOBILE,01/02/2023,23:59:59.880000,6.03,,,17.47,,,55.81,,,,,,0.29,,,,,70.7,,,,,,,31.278,1014.6,74.61,83.56,1.569,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,00:59:59.875000,5.63,,,22.08,,,55.31999999999999,,,,,,0.406,,,,,66.4,,,,,,,31.04,1014.3,76.5,91.9,1.633,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,01:59:59.870000,7.08,,,27.3,,,89.88,,,,,,0.371,,,,,62.0,,,,,,,30.849,1014.2,77.88,75.51,1.554,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,02:59:59.865000,8.94,,,23.76,,,45.84,,,,,,0.289,,,,,56.1,,,,,,,30.68,1014.1,79.28,82.2,1.545,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,03:59:59.860000,10.29,,,24.25,,,50.44,,,,,,0.213,,,,,50.5,,,,,,,30.41,1013.9,81.63,96.61,1.82,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,04:59:59.855000,17.12,,,22.13,,,29.19,,,,,,0.221,,,,,52.5,,,,,,,30.287,1013.8,83.84,102.35,1.978,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,05:59:59.850000,5.22,,,18.66,,,56.610000000000014,,,,,,0.329,,,,,56.8,,,,,,,30.372,1013.7,83.48,117.85,2.236,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,06:59:59.845000,3.22,,,15.9,,,76.08000000000001,,,,,,0.29,,,,,54.0,,,,,,,30.628,1013.9,79.7,129.67,2.467,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,07:59:59.840000,4.43,,,22.32,,,123.97000000000004,,,,,,0.454,,,,,49.9,,,,,,,30.865,1014.4,76.24,127.9,1.844,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,08:59:59.835000,3.58,,,19.61,,,134.97000000000003,,,,,,0.458,,,,,60.0,,,,,,,31.524,1015.1,71.89,155.74,1.079,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,09:59:59.830000,2.51,,,14.38,,,126.92000000000002,,,,,,0.52,,,,,70.2,,,,,,,32.038,1015.2,69.14,151.3,1.952,,,,,,,,,,,,,
EPAA MOBILE,02/02/2023,10:59:59.825000,2.42,,,10.2,,,81.1,,,,,,0.258,,,,,64.6,,,,,,,32.792,1015.3,61.7,136.2,2.038,,,,,,,,,,,,,
