Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,01/11/2023,00:00:00,5.02,,,19.63,,,7.91,,,,,,1.292,,,,,72.0,,,,,,,35.308,1013.2,65.34,51.34,1.406,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,01:00:00,7.54,,,19.6,,,4.92,,,,,,0.17,,,,,61.9,,,,,,,34.878,1013.0,62.42,69.24,1.32,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,01:59:59.990000,13.45,,,18.93,,,2.85,,,,,,0.107,,,,,52.9,,,,,,,34.417,1013.0,54.63,105.09,0.695,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,02:59:59.985000,17.76,,,19.41,,,2.69,,,,,,0.099,,,,,53.9,,,,,,,34.224,1012.9,46.89,61.23,1.058,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,03:59:59.980000,27.39,,,16.44,,,2.59,,,,,,0.058,,,,,53.2,,,,,,,34.063,1012.9,44.49,32.29,1.165,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,04:59:59.975000,13.74,,,15.78,,,2.8,,,,,,0.142,,,,,60.4,,,,,,,34.13,1013.1,46.48,49.3,1.528,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,05:59:59.970000,11.5,,,15.47,,,2.56,,,,,,0.235,,,,,68.3,,,,,,,33.967,1013.4,47.69,62.27,1.582,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,06:59:59.965000,9.13,,,15.09,,,2.76,,,,,,0.354,,,,,63.1,,,,,,,33.884,1013.7,51.21,88.48,1.411,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,07:59:59.960000,9.05,,,17.17,,,3.75,,,,,,0.744,,,,,67.7,,,,,,,34.372,1014.0,59.01,71.81,1.612,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,08:59:59.955000,5.81,,,15.24,,,12.56,,,,,,1.543,,,,,93.5,,,,,,,35.052,1014.3,64.23,86.97,1.451,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,09:59:59.950000,15.15,,,14.26,,,17.8,,,,,,0.867,,,,,95.6,,,,,,,36.258,1014.5,39.39,125.37,1.664,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,10:59:59.945000,9.39,,,12.77,,,30.74,,,,,,0.053,,,,,91.3,,,,,,,37.891,1014.2,20.87,134.0,1.862,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,11:59:59.940000,7.78,,,7.05,,,50.52,,,,,,0.496,,,,,81.7,,,,,,,38.631,1013.8,18.38,166.69,1.553,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,12:59:59.935000,8.78,,,6.1,,,57.85,,,,,,0.102,,,,,74.6,,,,,,,39.17,1013.2,17.53,159.26,1.515,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,13:59:59.930000,8.87,,,6.26,,,65.82,,,,,,0.115,,,,,69.4,,,,,,,39.2,1012.7,19.85,312.39,0.076,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,14:59:59.925000,8.97,,,10.11,,,88.51,,,,,,0.096,,,,,67.0,,,,,,,38.324,1012.6,29.85,342.98,2.051,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,15:59:59.920000,10.39,,,10.55,,,97.42,,,,,,0.073,,,,,68.6,,,,,,,38.02,1012.6,31.09,0.03,2.172,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,16:59:59.915000,6.18,,,8.55,,,83.99,,,,,,0.121,,,,,73.1,,,,,,,37.597,1012.7,38.16,11.64,1.955,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,17:59:59.910000,4.88,,,10.83,,,58.03,,,,,,0.173,,,,,72.1,,,,,,,37.126,1012.8,45.53,22.59,1.926,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,18:59:59.905000,4.52,,,9.3,,,61.2,,,,,,1.165,,,,,81.2,,,,,,,36.637,1013.1,54.45,28.05,1.82,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,19:59:59.900000,5.11,,,10.39,,,50.88,,,,,,1.243,,,,,80.4,,,,,,,36.375,1013.4,58.83,45.08,1.612,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,20:59:59.895000,6.94,,,13.73,,,32.47,,,,,,0.574,,,,,71.7,,,,,,,36.149,1013.6,59.15,51.76,1.704,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,21:59:59.890000,6.98,,,16.62,,,16.53,,,,,,0.64,,,,,71.0,,,,,,,35.902,1013.6,57.54,50.03,1.38,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,22:59:59.885000,7.92,,,16.6,,,9.43,,,,,,0.933,,,,,68.3,,,,,,,35.721,1013.6,51.03,63.04,1.566,,,,,,,,,,,,,
EPAA MOBILE,01/11/2023,23:59:59.880000,6.94,,,16.29,,,6.19,,,,,,1.008,,,,,70.5,,,,,,,35.4,1013.4,52.21,61.69,1.405,,,,,,,,,,,,,
EPAA MOBILE,02/11/2023,00:59:59.875000,6.66,,,15.72,,,5.41,,,,,,0.071,,,,,66.8,,,,,,,35.076,1013.1,53.77,65.61,1.233,,,,,,,,,,,,,
EPAA MOBILE,02/11/2023,01:59:59.870000,8.23,,,25.76,,,3.21,,,,,,0.079,,,,,61.0,,,,,,,34.777,1012.9,53.55,109.23,1.071,,,,,,,,,,,,,
EPAA MOBILE,02/11/2023,02:59:59.865000,22.83,,,25.18,,,2.93,,,,,,0.324,,,,,62.3,,,,,,,34.629,1012.9,51.11,131.24,1.28,,,,,,,,,,,,,
EPAA MOBILE,02/11/2023,03:59:59.860000,20.5,,,17.07,,,2.63,,,,,,0.343,,,,,71.6,,,,,,,34.384,1013.1,48.33,120.69,0.8,,,,,,,,,,,,,
EPAA MOBILE,02/11/2023,04:59:59.855000,11.84,,,16.17,,,2.51,,,,,,0.245,,,,,70.7,,,,,,,34.284,1013.2,47.18,74.27,1.223,,,,,,,,,,,,,
