Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,02/05/2020,05:59:59.850000,6.83,,,11.89,,,30.22,,,,,,0.151,,,,,64.5,,,,,,,29.4,1010.9,55.78,285.74,0.82,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,06:59:59.845000,7.04,,,18.5,,,11.93,,,,,,1.093,,,,,61.4,,,,,,,29.7,1011.4,54.69,128.73,0.89,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,07:59:59.840000,5.25,,,16.86,,,19.29,,,,,,1.173,,,,,51.7,,,,,,,31.1,1011.8,48.5,114.26,0.73,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,08:59:59.835000,6.94,,,12.01,,,32.08,,,,,,0.375,,,,,41.0,,,,,,,33.1,1011.8,39.91,196.82,0.45,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,09:59:59.830000,8.03,,,15.3,,,28.87,,,,,,0.36,,,,,30.7,,,,,,,33.7,1012.0,37.04,172.7,1.52,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,10:59:59.825000,7.85,,,14.32,,,41.76,,,,,,0.276,,,,,28.7,,,,,,,35.1,1011.8,32.92,236.59,1.55,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,11:59:59.820000,5.57,,,13.37,,,49.58,,,,,,0.256,,,,,21.1,,,,,,,36.0,1011.5,31.05,262.37,2.18,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,12:59:59.815000,7.85,,,14.07,,,48.19,,,,,,0.385,,,,,18.9,,,,,,,36.0,1011.2,32.3,282.94,4.03,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,13:59:59.810000,10.06,,,17.08,,,47.45,,,,,,0.617,,,,,25.0,,,,,,,36.3,1010.9,30.57,284.59,5.16,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,14:59:59.805000,6.07,,,15.07,,,57.83,,,,,,1.506,,,,,19.4,,,,,,,35.8,1010.5,32.16,282.93,5.51,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,15:59:59.800000,5.96,,,15.47,,,37.72,,,,,,1.212,,,,,21.3,,,,,,,35.1,1010.4,34.25,280.74,5.63,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,16:59:59.795000,6.17,,,7.48,,,58.95,,,,,,0.699,,,,,48.8,,,,,,,34.6,1010.3,36.52,293.7,4.28,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,17:59:59.790000,4.67,,,12.71,,,54.64,,,,,,1.061,,,,,40.0,,,,,,,33.3,1010.3,41.12,289.21,3.39,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,18:59:59.785000,2.36,,,13.02,,,59.92,,,,,,1.466,,,,,53.2,,,,,,,31.7,1010.3,48.33,291.31,2.81,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,19:59:59.780000,2.67,,,8.65,,,65.96,,,,,,1.375,,,,,45.3,,,,,,,30.0,1010.6,58.7,306.85,2.6,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,20:59:59.775000,6.22,,,8.17,,,56.11,,,,,,0.895,,,,,74.7,,,,,,,29.3,1010.9,64.05,336.53,1.21,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,21:59:59.770000,6.54,,,12.82,,,39.0,,,,,,1.32,,,,,81.1,,,,,,,29.1,1011.0,66.39,101.84,1.1,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,22:59:59.765000,4.9,,,14.49,,,26.65,,,,,,1.837,,,,,84.9,,,,,,,28.9,1011.1,65.28,116.56,1.68,,,,,,,,,,,,,
EPAA MOBILE,02/05/2020,23:59:59.760000,3.97,,,13.52,,,28.59,,,,,,1.769,,,,,57.6,,,,,,,29.4,1010.9,59.89,133.4,0.87,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,00:59:59.755000,7.16,,,20.18,,,9.53,,,,,,0.537,,,,,48.7,,,,,,,29.2,1010.6,60.65,97.81,1.11,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,01:59:59.750000,8.61,,,17.41,,,13.13,,,,,,0.359,,,,,60.5,,,,,,,28.8,1010.2,60.09,114.31,1.07,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,02:59:59.745000,6.9,,,16.65,,,11.67,,,,,,1.178,,,,,49.7,,,,,,,29.2,1010.0,59.14,88.13,0.14,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,03:59:59.740000,5.96,,,17.84,,,8.62,,,,,,1.209,,,,,37.7,,,,,,,29.5,1010.0,56.86,75.84,0.36,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,04:59:59.735000,7.06,,,20.01,,,4.82,,,,,,0.33,,,,,35.7,,,,,,,29.0,1009.9,58.34,100.82,0.94,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,05:59:59.730000,6.51,,,19.84,,,3.25,,,,,,0.217,,,,,60.7,,,,,,,28.8,1010.3,59.22,170.39,0.26,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,06:59:59.725000,6.35,,,18.92,,,5.61,,,,,,1.049,,,,,61.1,,,,,,,29.4,1010.7,57.89,54.37,0.5,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,07:59:59.720000,5.21,,,20.31,,,7.21,,,,,,1.478,,,,,49.6,,,,,,,31.4,1011.1,51.1,76.76,0.49,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,08:59:59.715000,5.67,,,16.32,,,21.96,,,,,,0.695,,,,,42.2,,,,,,,33.5,1011.5,40.8,162.85,1.82,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,09:59:59.710000,5.98,,,11.64,,,30.41,,,,,,0.176,,,,,33.5,,,,,,,36.5,1011.6,28.87,183.68,2.29,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,10:59:59.705000,5.48,,,8.1,,,45.23,,,,,,0.484,,,,,25.2,,,,,,,38.3,1011.5,23.86,204.65,2.2,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,11:59:59.700000,3.59,,,12.96,,,74.27,,,,,,0.81,,,,,21.4,,,,,,,36.0,1011.6,36.25,316.99,3.39,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,12:59:59.695000,6.05,,,13.12,,,58.67,,,,,,0.312,,,,,78.3,,,,,,,33.2,1011.9,42.14,346.71,3.85,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,13:59:59.690000,5.5,,,11.26,,,60.0,,,,,,1.23,,,,,81.0,,,,,,,33.5,1011.7,41.02,359.38,3.46,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,14:59:59.685000,4.95,,,11.32,,,59.46,,,,,,1.633,,,,,66.1,,,,,,,32.5,1011.9,41.8,339.12,5.88,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,15:59:59.680000,5.08,,,9.87,,,58.15,,,,,,0.823,,,,,321.4,,,,,,,32.0,1011.7,37.7,4.0,4.85,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,16:59:59.675000,6.59,,,6.36,,,67.41,,,,,,0.608,,,,,20.0,,,,,,,34.4,1011.3,26.91,19.51,3.02,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,17:59:59.670000,6.75,,,5.65,,,69.83,,,,,,1.141,,,,,73.1,,,,,,,34.5,1011.0,26.17,42.68,2.66,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,18:59:59.665000,5.34,,,8.18,,,63.83,,,,,,1.491,,,,,70.9,,,,,,,34.8,1011.0,24.53,75.52,1.78,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,19:59:59.660000,5.81,,,10.97,,,53.23,,,,,,1.176,,,,,56.6,,,,,,,34.6,1011.1,25.47,98.41,1.0,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,20:59:59.655000,8.06,,,24.63,,,10.54,,,,,,1.02,,,,,97.8,,,,,,,34.5,1011.3,26.51,291.08,0.08,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,21:59:59.650000,7.96,,,27.21,,,3.86,,,,,,1.785,,,,,112.2,,,,,,,33.1,1011.7,33.29,2.19,0.72,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,22:59:59.645000,7.14,,,27.76,,,3.22,,,,,,2.116,,,,,116.2,,,,,,,32.6,1011.8,35.03,132.06,0.18,,,,,,,,,,,,,
EPAA MOBILE,03/05/2020,23:59:59.640000,6.88,,,27.32,,,3.29,,,,,,2.318,,,,,93.5,,,,,,,32.5,1011.8,35.62,325.52,0.52,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,00:59:59.635000,7.7,,,22.49,,,13.19,,,,,,0.382,,,,,123.4,,,,,,,31.1,1011.6,43.51,340.05,1.34,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,01:59:59.630000,9.31,,,12.37,,,35.8,,,,,,0.584,,,,,114.5,,,,,,,30.9,1011.5,36.18,0.34,0.67,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,02:59:59.625000,7.8,,,7.87,,,56.5,,,,,,0.977,,,,,72.1,,,,,,,31.4,1011.4,28.91,342.04,1.53,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,03:59:59.620000,6.66,,,6.18,,,58.69,,,,,,0.842,,,,,39.8,,,,,,,29.9,1011.4,40.26,330.38,2.09,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,04:59:59.615000,5.23,,,7.2,,,48.81,,,,,,0.043,,,,,28.6,,,,,,,28.5,1011.7,55.47,320.4,1.69,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,05:59:59.610000,3.9,,,7.69,,,45.69,,,,,,0.203,,,,,62.9,,,,,,,27.9,1012.0,61.5,316.32,1.57,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,06:59:59.605000,3.43,,,14.07,,,25.38,,,,,,0.7,,,,,63.9,,,,,,,28.0,1012.6,64.46,150.49,1.08,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,07:59:59.600000,1.9,,,13.06,,,33.03,,,,,,0.758,,,,,49.9,,,,,,,29.0,1013.0,58.39,162.49,1.12,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,08:59:59.595000,7.37,,,10.33,,,55.71,,,,,,0.154,,,,,43.8,,,,,,,30.9,1013.2,48.14,275.66,1.17,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,09:59:59.590000,99.8,,,9.15,,,77.68,,,,,,0.545,,,,,35.8,,,,,,,32.8,1013.4,34.05,297.52,1.21,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,10:59:59.585000,86.18,,,15.73,,,66.48,,,,,,0.5,,,,,28.6,,,,,,,34.1,1013.4,31.46,298.37,1.77,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,11:59:59.580000,86.82,,,17.27,,,65.49,,,,,,0.51,,,,,25.5,,,,,,,34.5,1013.2,28.42,295.51,3.22,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,12:59:59.575000,85.0,,,10.85,,,90.94,,,,,,0.534,,,,,27.5,,,,,,,33.4,1013.0,34.62,299.28,3.72,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,13:59:59.570000,76.2,,,12.58,,,94.09,,,,,,1.1,,,,,46.8,,,,,,,33.8,1012.6,34.69,298.68,3.74,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,14:59:59.565000,52.51,,,7.69,,,95.0,,,,,,1.738,,,,,51.5,,,,,,,33.2,1012.3,39.87,303.24,3.98,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,15:59:59.560000,30.29,,,6.96,,,97.07,,,,,,1.134,,,,,70.4,,,,,,,32.3,1012.2,45.98,296.69,3.78,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,16:59:59.555000,15.14,,,7.06,,,94.81,,,,,,0.35,,,,,83.0,,,,,,,31.7,1012.0,53.24,302.79,3.22,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,17:59:59.550000,8.94,,,6.58,,,91.12,,,,,,1.378,,,,,107.2,,,,,,,30.7,1011.9,57.19,301.11,3.29,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,18:59:59.545000,3.7,,,8.22,,,77.61,,,,,,2.1,,,,,104.7,,,,,,,29.8,1012.0,62.37,313.98,2.06,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,19:59:59.540000,3.03,,,6.85,,,78.8,,,,,,1.944,,,,,108.7,,,,,,,28.8,1012.2,68.32,305.87,2.33,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,20:59:59.535000,4.25,,,10.81,,,57.32,,,,,,1.374,,,,,105.0,,,,,,,28.1,1012.4,75.67,288.72,0.99,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,21:59:59.530000,4.32,,,15.22,,,43.33,,,,,,1.54,,,,,84.0,,,,,,,28.5,1012.7,71.32,281.14,0.55,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,22:59:59.525000,3.25,,,14.35,,,41.74,,,,,,2.313,,,,,58.5,,,,,,,28.3,1012.9,70.93,311.08,1.44,,,,,,,,,,,,,
EPAA MOBILE,04/05/2020,23:59:59.520000,2.49,,,19.17,,,31.33,,,,,,2.229,,,,,45.8,,,,,,,27.9,1012.7,70.85,305.05,1.82,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,00:59:59.515000,6.64,,,6.17,,,79.94,,,,,,0.479,,,,,49.3,,,,,,,27.1,1012.5,73.42,319.21,1.52,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,01:59:59.510000,6.66,,,5.95,,,68.25,,,,,,0.283,,,,,41.2,,,,,,,26.8,1012.3,75.05,288.79,0.85,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,02:59:59.505000,5.76,,,10.68,,,42.86,,,,,,1.011,,,,,44.2,,,,,,,26.7,1012.1,74.88,145.94,0.55,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,03:59:59.500000,5.49,,,17.36,,,26.29,,,,,,1.047,,,,,34.2,,,,,,,26.4,1012.0,70.39,128.92,1.13,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,04:59:59.495000,5.17,,,16.72,,,25.92,,,,,,0.125,,,,,29.1,,,,,,,25.8,1012.2,70.78,135.18,1.65,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,05:59:59.490000,4.66,,,13.43,,,19.39,,,,,,0.216,,,,,28.0,,,,,,,25.2,1012.4,73.19,128.44,1.38,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,06:59:59.485000,4.09,,,17.81,,,5.7,,,,,,1.011,,,,,46.2,,,,,,,25.1,1012.6,74.56,148.45,1.93,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,07:59:59.480000,2.54,,,22.63,,,13.33,,,,,,1.168,,,,,35.3,,,,,,,26.9,1013.0,66.7,160.17,1.9,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,08:59:59.475000,7.37,,,21.57,,,24.81,,,,,,0.682,,,,,48.8,,,,,,,29.6,1013.2,53.69,165.12,1.42,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,09:59:59.470000,14.42,,,18.15,,,55.83,,,,,,0.107,,,,,39.6,,,,,,,33.3,1013.4,28.98,218.84,0.82,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,10:59:59.465000,10.86,,,24.09,,,46.58,,,,,,0.58,,,,,29.1,,,,,,,33.1,1013.3,38.8,305.32,2.2,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,11:59:59.460000,5.47,,,19.7,,,70.54,,,,,,0.677,,,,,25.0,,,,,,,31.7,1013.2,52.88,317.29,3.34,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,12:59:59.455000,8.95,,,10.27,,,92.3,,,,,,0.056,,,,,61.7,,,,,,,31.4,1013.0,47.45,309.72,3.65,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,13:59:59.450000,11.28,,,6.93,,,100.07,,,,,,0.018,,,,,50.9,,,,,,,32.4,1012.7,33.78,300.92,4.05,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,14:59:59.445000,8.58,,,7.38,,,99.16,,,,,,0.081,,,,,43.4,,,,,,,32.2,1012.3,34.81,292.83,4.11,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,15:59:59.440000,9.95,,,5.91,,,106.34,,,,,,0.124,,,,,37.4,,,,,,,32.1,1012.0,33.33,299.1,3.78,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,16:59:59.435000,7.62,,,5.71,,,107.61,,,,,,0.356,,,,,30.0,,,,,,,31.6,1011.9,33.18,311.81,3.45,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,17:59:59.430000,6.81,,,7.28,,,99.48,,,,,,0.408,,,,,28.3,,,,,,,31.3,1011.7,35.43,302.59,3.08,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,18:59:59.425000,4.64,,,9.04,,,94.79,,,,,,0.424,,,,,37.5,,,,,,,30.8,1011.8,37.92,321.91,1.29,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,19:59:59.420000,4.73,,,9.31,,,93.63,,,,,,0.732,,,,,31.2,,,,,,,29.7,1011.9,43.03,309.84,1.23,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,20:59:59.415000,8.17,,,13.6,,,76.09,,,,,,0.431,,,,,57.0,,,,,,,29.3,1012.1,47.83,326.25,0.96,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,21:59:59.410000,8.33,,,11.48,,,76.39,,,,,,0.304,,,,,56.5,,,,,,,28.6,1012.3,52.96,297.04,1.5,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,22:59:59.405000,5.52,,,13.7,,,64.59,,,,,,0.266,,,,,67.3,,,,,,,28.1,1012.3,60.42,280.78,0.81,,,,,,,,,,,,,
EPAA MOBILE,05/05/2020,23:59:59.400000,5.25,,,14.29,,,52.44,,,,,,0.269,,,,,53.0,,,,,,,27.8,1012.0,59.55,52.84,0.15,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,00:59:59.395000,7.37,,,34.14,,,7.12,,,,,,0.125,,,,,43.0,,,,,,,26.9,1011.5,50.18,99.03,0.85,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,01:59:59.390000,8.56,,,40.63,,,4.09,,,,,,0.381,,,,,37.9,,,,,,,26.5,1011.3,55.59,115.34,0.56,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,02:59:59.385000,5.79,,,30.09,,,4.49,,,,,,1.439,,,,,33.4,,,,,,,25.2,1011.1,55.62,131.31,1.28,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,03:59:59.380000,6.63,,,29.54,,,3.53,,,,,,1.379,,,,,24.4,,,,,,,24.7,1011.0,50.61,117.82,0.93,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,04:59:59.375000,10.65,,,28.85,,,3.58,,,,,,0.394,,,,,22.3,,,,,,,24.3,1011.0,50.57,126.12,0.84,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,05:59:59.370000,10.78,,,27.07,,,4.03,,,,,,0.499,,,,,15.9,,,,,,,24.2,1011.2,50.65,159.31,0.3,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,06:59:59.365000,10.7,,,29.45,,,4.25,,,,,,1.247,,,,,15.5,,,,,,,24.7,1011.3,44.37,130.63,1.26,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,07:59:59.360000,14.83,,,30.55,,,10.16,,,,,,1.62,,,,,18.0,,,,,,,27.1,1011.5,36.9,110.45,0.97,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,08:59:59.355000,19.34,,,23.39,,,33.66,,,,,,0.56,,,,,27.7,,,,,,,30.9,1011.7,26.36,83.88,0.54,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,09:59:59.350000,20.27,,,20.75,,,47.81,,,,,,0.328,,,,,20.6,,,,,,,34.2,1011.8,16.91,317.86,0.32,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,10:59:59.345000,12.52,,,25.87,,,74.73,,,,,,0.452,,,,,16.0,,,,,,,36.1,1011.9,13.42,325.79,1.19,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,11:59:59.340000,9.47,,,16.51,,,107.02,,,,,,0.186,,,,,18.0,,,,,,,34.5,1012.0,20.94,300.45,3.48,,,,,,,,,,,,,
EPAA MOBILE,06/05/2020,12:59:59.335000,10.14,,,9.56,,,138.29,,,,,,0.455,,,,,50.5,,,,,,,33.3,1011.8,26.78,303.88,3.73,,,,,,,,,,,,,
