Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,DATA COUNT
Baniyas School,04/03/2023,15:00:00,5.55,,3.95,19.9,,28.2,177.15,,105.52,,,,,,,,,80.8,,78.84,39.3,,47.95,29.36,28.59,1014.1,29.94,294.83,2.32,3.2,,,,,,,,,57.4,,,
Baniyas School,04/03/2023,16:00:00,5.44,,3.95,19.16,,28.2,167.67,,124.44,,,,,,,,,75.9,,78.84,42.3,,47.95,29.2,28.21,1013.7,35.55,320.29,3.38,3.67,,,,,,,,,61.55,,,
Baniyas School,04/03/2023,17:00:00,3.36,,3.95,16.54,,28.2,136.19,,136.88,,,,,,,,,79.4,,78.84,40.0,,47.95,27.11,26.08,1014.1,42.46,328.91,5.06,3.3,,,,,,,,,65.47,,,
Baniyas School,04/03/2023,18:00:00,3.78,,3.95,15.01,,28.2,128.43,,141.94,,,,,,,,,66.0,,78.84,43.0,,47.95,25.43,24.76,1014.5,44.37,334.16,5.03,3.7,,,,,,,,,60.21,,,
Baniyas School,04/03/2023,19:00:00,3.96,,3.95,14.86,,28.2,131.85,,145.56,,,,,,,,,85.8,,78.84,48.8,,47.95,23.41,23.39,1014.9,58.1,336.4,4.86,3.59,,,,,,,,,61.98,,,
Baniyas School,04/03/2023,20:00:00,3.17,,3.95,17.16,,28.2,120.5,,147.22,,,,,,,,,80.5,,78.84,44.8,,47.95,22.47,22.58,1015.3,66.58,329.9,3.05,3.98,,,,,,,,,58.75,,,
Baniyas School,04/03/2023,21:00:00,3.44,,3.95,22.12,,28.2,107.33,,144.12,,,,,,,,,71.9,,78.84,50.0,,47.95,21.81,22.04,1015.8,71.89,324.98,2.56,3.96,,,,,,,,,57.15,,,
Baniyas School,04/03/2023,22:00:00,3.98,,3.95,32.48,,28.2,79.79,,131.11,,,,,,,,,73.2,,78.84,55.4,,47.95,21.29,21.73,1016.0,75.57,331.82,1.96,4.29,,,,,,,,,53.02,,,
Baniyas School,04/03/2023,23:00:00,3.72,,3.95,38.07,,28.2,73.37,,118.14,,,,,,,,,102.5,,78.84,56.0,,47.95,20.92,21.44,1015.9,78.19,330.24,1.6,4.03,,,,,,,,,52.31,,,
Baniyas School,05/03/2023,00:00:00,3.27,,4.47,39.89,,33.09,65.12,,105.32,,,,,,,,,100.4,,82.5,55.7,,52.36,20.6,21.21,1015.8,81.83,346.09,1.36,3.9,,,,,,,,,52.27,,,
Baniyas School,05/03/2023,01:00:00,3.85,,4.47,69.77,,33.09,23.85,,91.28,,,,,,,,,77.6,,82.5,51.1,,52.36,20.2,20.76,1015.7,89.52,22.7,1.0,4.1,,,,,,,,,52.03,,,
Baniyas School,05/03/2023,02:00:00,3.91,,4.47,73.09,,33.09,15.62,,77.18,,,,,,,,,78.1,,82.5,56.9,,52.36,20.1,20.52,1015.3,96.34,3.21,1.48,4.59,,,,,,,,,51.59,,,
Baniyas School,05/03/2023,03:00:00,4.01,,4.47,76.28,,33.09,6.04,,61.45,,,,,,,,,92.1,,82.5,56.7,,52.36,19.21,19.95,1015.1,96.34,39.29,0.66,4.5,,,,,,,,,51.66,,,
Baniyas School,05/03/2023,04:00:00,3.77,,4.47,72.84,,33.09,13.22,,48.04,,,,,,,,,94.9,,82.5,53.2,,52.36,18.84,19.33,1015.1,96.35,101.75,0.84,4.6,,,,,,,,,51.06,,,
Baniyas School,05/03/2023,05:00:00,3.99,,4.47,27.89,,33.09,39.21,,39.53,,,,,,,,,87.4,,82.5,58.0,,52.36,18.49,19.03,1015.2,96.35,127.32,1.19,3.83,,,,,,,,,51.2,,,
Baniyas School,05/03/2023,06:00:00,3.14,,4.47,13.11,,33.09,59.8,,37.03,,,,,,,,,92.1,,82.5,56.3,,52.36,17.26,17.5,1015.7,96.35,125.5,1.8,4.18,,,,,,,,,54.02,,,
Baniyas School,05/03/2023,07:00:00,3.94,,4.47,8.99,,33.09,67.8,,36.33,,,,,,,,,86.9,,82.5,54.4,,52.36,16.94,16.88,1016.4,96.35,104.78,1.13,3.81,,,,,,,,,55.56,,,
Baniyas School,05/03/2023,08:00:00,4.0,,4.47,9.81,,33.09,79.68,,38.15,,,,,,,,,64.5,,82.5,53.8,,52.36,16.92,16.88,1017.2,96.35,114.27,1.22,3.24,,,,,,,,,54.27,,,
Baniyas School,05/03/2023,09:00:00,3.6,,4.47,13.64,,33.09,73.1,,44.31,,,,,,,,,77.2,,82.5,54.1,,52.36,17.87,17.61,1018.1,96.34,127.29,1.13,5.85,,,,,,,,,55.56,,,
Baniyas School,05/03/2023,10:00:00,3.64,,4.47,17.05,,33.09,71.64,,51.31,,,,,,,,,72.1,,82.5,55.9,,52.36,21.11,20.41,1018.4,96.36,148.06,0.78,4.83,,,,,,,,,55.0,,,
Baniyas School,05/03/2023,11:00:00,3.18,,4.47,15.88,,33.09,100.17,,63.08,,,,,,,,,67.8,,82.5,60.9,,52.36,26.0,25.21,1018.6,82.42,347.36,0.46,4.54,,,,,,,,,54.31,,,
Baniyas School,05/03/2023,12:00:00,6.3,,4.47,25.11,,33.09,104.71,,74.51,,,,,,,,,62.3,,82.5,57.7,,52.36,28.61,26.86,1017.9,48.44,348.32,1.91,4.77,,,,,,,,,57.34,,,
Baniyas School,05/03/2023,13:00:00,6.65,,4.47,19.57,,33.09,128.14,,85.63,,,,,,,,,64.5,,82.5,52.5,,52.36,30.04,28.17,1016.7,41.71,345.92,2.58,5.28,,,,,,,,,63.04,,,
Baniyas School,05/03/2023,14:00:00,5.71,,4.47,17.25,,33.09,130.05,,94.41,,,,,,,,,79.8,,82.5,45.9,,52.36,30.61,28.88,1015.6,36.48,329.67,3.92,5.48,,,,,,,,,63.98,,,
Baniyas School,05/03/2023,15:00:00,7.16,,4.47,13.38,,33.09,115.53,,100.38,,,,,,,,,75.1,,82.5,48.6,,52.36,30.82,29.02,1014.5,30.14,338.02,4.73,4.38,,,,,,,,,62.0,,,
Baniyas School,05/03/2023,16:00:00,5.96,,4.47,14.55,,33.09,119.13,,105.31,,,,,,,,,66.1,,82.5,48.8,,52.36,29.91,28.58,1013.7,32.3,329.85,4.83,3.94,,,,,,,,,70.52,,,
