Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,DATA COUNT
Baniyas School,01/03/2023,00:00:00,3.64,,5.13,94.81,,47.72,18.82,,68.35,,,,,,,,,306.8,,89.45,42.3,,41.56,23.73,24.25,1010.8,61.81,321.79,1.34,3.9,,,,,,,,,52.32,,,
Baniyas School,01/03/2023,01:00:00,3.9,,5.13,65.92,,47.72,32.89,,53.83,,,,,,,,,219.7,,89.45,40.9,,41.56,23.31,23.6,1010.7,75.87,320.93,1.1,3.04,,,,,,,,,52.06,,,
Baniyas School,01/03/2023,02:00:00,3.26,,5.13,74.03,,47.72,13.33,,38.21,,,,,,,,,146.4,,89.45,43.4,,41.56,22.72,23.05,1010.1,79.53,13.15,0.34,3.21,,,,,,,,,50.79,,,
Baniyas School,01/03/2023,03:00:00,3.35,,5.13,65.38,,47.72,17.75,,26.64,,,,,,,,,108.3,,89.45,45.4,,41.56,22.66,23.09,1010.0,80.76,312.63,1.37,3.41,,,,,,,,,51.32,,,
Baniyas School,01/03/2023,04:00:00,4.22,,5.13,56.76,,47.72,21.38,,21.91,,,,,,,,,84.2,,89.45,44.9,,41.56,22.23,22.65,1009.7,91.81,317.92,1.63,3.77,,,,,,,,,56.58,,,
Baniyas School,01/03/2023,05:00:00,7.16,,5.13,38.67,,47.72,51.82,,21.95,,,,,,,,,74.3,,89.45,39.1,,41.56,21.76,22.06,1009.5,97.33,358.7,0.59,3.21,,,,,,,,,53.13,,,
Baniyas School,01/03/2023,06:00:00,3.88,,5.13,44.75,,47.72,40.9,,25.96,,,,,,,,,60.1,,89.45,38.2,,41.56,21.83,22.2,1009.8,96.97,257.81,0.84,4.68,,,,,,,,,56.18,,,
Baniyas School,01/03/2023,07:00:00,3.65,,5.13,58.89,,47.72,25.6,,27.81,,,,,,,,,45.7,,89.45,39.5,,41.56,21.53,21.93,1010.8,95.24,313.42,1.14,6.15,,,,,,,,,55.92,,,
Baniyas School,01/03/2023,08:00:00,5.64,,5.13,64.67,,47.72,12.87,,27.07,,,,,,,,,49.1,,89.45,35.1,,41.56,21.93,22.21,1012.0,94.11,312.7,1.99,9.13,,,,,,,,,57.18,,,
Baniyas School,01/03/2023,09:00:00,7.55,,5.13,52.57,,47.72,26.07,,26.21,,,,,,,,,46.5,,89.45,37.9,,41.56,23.01,23.02,1012.8,82.13,344.1,1.31,3.54,,,,,,,,,54.77,,,
Baniyas School,01/03/2023,10:00:00,10.21,,5.13,36.12,,47.72,43.99,,30.05,,,,,,,,,47.5,,89.45,35.7,,41.56,24.32,24.06,1013.7,69.56,327.89,1.93,3.25,,,,,,,,,54.5,,,
Baniyas School,01/03/2023,11:00:00,11.28,,5.13,28.69,,47.72,53.42,,34.51,,,,,,,,,69.1,,89.45,36.4,,41.56,25.31,25.03,1014.2,62.25,305.93,2.47,3.27,,,,,,,,,61.88,,,
Baniyas School,01/03/2023,12:00:00,3.65,,5.13,36.94,,47.72,74.41,,41.13,,,,,,,,,61.6,,89.45,30.3,,41.56,26.21,26.05,1014.5,61.93,270.71,3.26,3.87,,,,,,,,,57.24,,,
Baniyas School,01/03/2023,13:00:00,3.21,,5.13,35.19,,47.72,95.17,,46.55,,,,,,,,,59.5,,89.45,29.4,,41.56,26.46,26.07,1013.8,63.18,269.71,3.09,3.9,,,,,,,,,59.05,,,
Baniyas School,01/03/2023,14:00:00,3.94,,5.13,36.7,,47.72,98.4,,53.74,,,,,,,,,62.7,,89.45,31.8,,41.56,26.95,26.54,1013.2,59.31,275.27,3.63,3.57,,,,,,,,,61.59,,,
Baniyas School,01/03/2023,15:00:00,6.22,,5.13,38.27,,47.72,127.01,,66.42,,,,,,,,,77.9,,89.45,34.0,,41.56,25.2,25.06,1013.1,63.4,270.77,4.03,5.14,,,,,,,,,61.83,,,
Baniyas School,01/03/2023,16:00:00,7.5,,5.13,44.33,,47.72,103.22,,77.71,,,,,,,,,93.0,,89.45,36.9,,41.56,24.48,24.5,1013.2,60.72,266.19,3.37,5.51,,,,,,,,,58.99,,,
Baniyas School,01/03/2023,17:00:00,7.7,,5.13,47.18,,47.72,116.29,,88.99,,,,,,,,,109.2,,89.45,44.3,,41.56,23.79,23.83,1013.2,64.18,310.93,3.13,6.6,,,,,,,,,60.73,,,
Baniyas School,01/03/2023,18:00:00,3.2,,5.13,53.66,,47.72,104.16,,96.51,,,,,,,,,87.5,,89.45,50.9,,41.56,23.47,23.63,1012.5,65.49,354.32,4.08,7.52,,,,,,,,,62.1,,,
Baniyas School,01/03/2023,19:00:00,3.34,,5.13,38.81,,47.72,113.35,,104.0,,,,,,,,,68.7,,89.45,52.8,,41.56,23.25,23.47,1012.2,65.54,25.71,2.93,8.06,,,,,,,,,58.82,,,
Baniyas School,01/03/2023,20:00:00,3.87,,5.13,32.89,,47.72,100.33,,107.24,,,,,,,,,64.1,,89.45,52.1,,41.56,23.31,23.66,1012.6,58.75,16.83,2.41,8.42,,,,,,,,,58.43,,,
Baniyas School,01/03/2023,21:00:00,4.74,,5.13,51.04,,47.72,74.91,,104.71,,,,,,,,,66.8,,89.45,55.6,,41.56,23.12,23.45,1012.4,58.56,66.29,2.06,3.26,,,,,,,,,52.16,,,
Baniyas School,01/03/2023,22:00:00,4.26,,5.13,29.76,,47.72,94.36,,104.2,,,,,,,,,67.7,,89.45,52.4,,41.56,23.04,23.45,1012.6,58.0,91.42,1.9,3.7,,,,,,,,,52.02,,,
Baniyas School,01/03/2023,23:00:00,3.65,,5.13,19.13,,47.72,95.65,,100.28,,,,,,,,,70.3,,89.45,48.1,,41.56,22.7,23.11,1012.5,57.14,109.7,1.52,3.43,,,,,,,,,51.75,,,
Baniyas School,02/03/2023,00:00:00,4.01,,4.49,27.87,,37.31,71.6,,96.33,,,,,,,,,65.4,,79.09,46.8,,48.51,22.52,22.87,1012.7,56.86,178.44,1.69,3.98,,,,,,,,,51.48,,,
Baniyas School,02/03/2023,01:00:00,3.41,,4.49,42.36,,37.31,45.99,,87.54,,,,,,,,,67.5,,79.09,47.9,,48.51,21.91,22.28,1012.5,57.85,259.18,1.22,3.72,,,,,,,,,51.29,,,
Baniyas School,02/03/2023,02:00:00,3.89,,4.49,58.64,,37.31,30.55,,78.34,,,,,,,,,71.1,,79.09,42.9,,48.51,21.47,21.87,1012.4,58.67,305.03,1.59,3.73,,,,,,,,,52.34,,,
Baniyas School,02/03/2023,03:00:00,3.99,,4.49,57.12,,37.31,36.41,,68.72,,,,,,,,,85.9,,79.09,43.4,,48.51,21.55,21.81,1012.2,66.42,299.25,1.58,3.97,,,,,,,,,51.66,,,
Baniyas School,02/03/2023,04:00:00,3.43,,4.49,30.86,,37.31,82.24,,66.46,,,,,,,,,91.2,,79.09,45.0,,48.51,21.54,21.79,1012.1,75.28,303.28,1.46,3.42,,,,,,,,,52.06,,,
Baniyas School,02/03/2023,05:00:00,3.19,,4.49,27.09,,37.31,73.47,,66.28,,,,,,,,,82.8,,79.09,51.3,,48.51,21.02,21.33,1012.1,80.27,312.4,1.2,3.77,,,,,,,,,51.23,,,
Baniyas School,02/03/2023,06:00:00,3.32,,4.49,39.32,,37.31,62.01,,62.24,,,,,,,,,81.3,,79.09,56.4,,48.51,20.76,21.24,1012.2,88.7,319.56,1.43,3.99,,,,,,,,,54.1,,,
Baniyas School,02/03/2023,07:00:00,3.64,,4.49,55.9,,37.31,51.57,,56.73,,,,,,,,,92.7,,79.09,54.6,,48.51,20.82,21.24,1012.8,96.32,323.43,1.34,3.08,,,,,,,,,54.7,,,
Baniyas School,02/03/2023,08:00:00,3.52,,4.49,71.74,,37.31,43.34,,53.2,,,,,,,,,89.7,,79.09,55.1,,48.51,21.23,21.42,1013.6,96.33,356.08,1.43,3.86,,,,,,,,,57.33,,,
Baniyas School,02/03/2023,09:00:00,3.67,,4.49,85.0,,37.31,37.34,,52.12,,,,,,,,,101.5,,79.09,52.7,,48.51,22.19,22.18,1014.9,96.38,30.49,1.25,3.63,,,,,,,,,55.08,,,
Baniyas School,02/03/2023,10:00:00,3.16,,4.49,64.3,,37.31,50.79,,54.65,,,,,,,,,97.0,,79.09,58.2,,48.51,24.36,23.91,1016.0,93.99,137.56,0.96,3.81,,,,,,,,,53.84,,,
Baniyas School,02/03/2023,11:00:00,3.9,,4.49,37.67,,37.31,91.6,,61.55,,,,,,,,,78.6,,79.09,63.2,,48.51,26.58,25.13,1015.7,69.66,351.85,2.17,4.28,,,,,,,,,55.02,,,
Baniyas School,02/03/2023,12:00:00,3.26,,4.49,29.62,,37.31,104.82,,64.37,,,,,,,,,65.0,,79.09,57.6,,48.51,28.16,26.63,1015.2,58.83,33.4,1.0,4.14,,,,,,,,,55.8,,,
Baniyas School,02/03/2023,13:00:00,4.22,,4.49,33.03,,37.31,106.72,,68.52,,,,,,,,,62.3,,79.09,51.5,,48.51,30.24,28.7,1014.5,48.9,28.43,0.12,4.41,,,,,,,,,56.74,,,
Baniyas School,02/03/2023,14:00:00,5.63,,4.49,17.25,,37.31,121.8,,76.0,,,,,,,,,60.1,,79.09,46.9,,48.51,29.34,28.58,1013.5,36.63,309.0,1.97,5.09,,,,,,,,,57.57,,,
Baniyas School,02/03/2023,15:00:00,6.83,,4.49,14.01,,37.31,132.85,,86.16,,,,,,,,,58.1,,79.09,41.8,,48.51,30.18,28.71,1012.7,32.54,334.18,2.9,4.98,,,,,,,,,56.98,,,
Baniyas School,02/03/2023,16:00:00,11.03,,4.49,12.55,,37.31,115.52,,95.18,,,,,,,,,70.3,,79.09,39.5,,48.51,29.88,28.59,1012.2,28.27,331.53,2.95,4.72,,,,,,,,,58.28,,,
Baniyas School,02/03/2023,17:00:00,13.68,,4.49,15.06,,37.31,93.75,,102.23,,,,,,,,,63.9,,79.09,40.1,,48.51,28.84,28.02,1012.1,26.54,337.1,4.4,3.84,,,,,,,,,66.34,,,
Baniyas School,02/03/2023,18:00:00,3.85,,4.49,17.79,,37.31,113.58,,110.08,,,,,,,,,108.0,,79.09,38.4,,48.51,26.77,26.49,1012.4,37.47,334.21,5.18,3.49,,,,,,,,,63.46,,,
Baniyas School,02/03/2023,19:00:00,3.03,,4.49,20.82,,37.31,138.51,,115.94,,,,,,,,,103.5,,79.09,39.5,,48.51,24.34,24.1,1012.7,65.32,338.72,4.99,3.51,,,,,,,,,67.16,,,
Baniyas School,02/03/2023,20:00:00,3.61,,4.49,24.18,,37.31,120.56,,117.91,,,,,,,,,67.5,,79.09,40.5,,48.51,23.38,23.44,1013.2,72.84,343.53,3.94,3.47,,,,,,,,,54.8,,,
Baniyas School,02/03/2023,21:00:00,3.2,,4.49,25.37,,37.31,118.35,,119.36,,,,,,,,,84.1,,79.09,49.5,,48.51,23.05,23.19,1014.3,78.8,353.25,2.6,4.18,,,,,,,,,53.06,,,
Baniyas School,02/03/2023,22:00:00,3.2,,4.49,37.87,,37.31,85.74,,114.86,,,,,,,,,79.1,,79.09,50.1,,48.51,22.69,22.98,1014.9,79.35,25.87,1.63,4.07,,,,,,,,,51.75,,,
Baniyas School,02/03/2023,23:00:00,3.15,,4.49,50.13,,37.31,65.24,,106.41,,,,,,,,,71.6,,79.09,51.3,,48.51,22.45,22.83,1014.8,75.52,357.79,1.64,3.99,,,,,,,,,52.42,,,
Baniyas School,03/03/2023,00:00:00,3.74,,4.54,51.13,,31.67,58.64,,99.3,,,,,,,,,60.6,,77.84,50.5,,51.65,21.93,22.46,1014.5,76.43,336.38,1.21,3.51,,,,,,,,,52.04,,,
Baniyas School,03/03/2023,01:00:00,3.55,,4.54,68.46,,31.67,29.83,,91.31,,,,,,,,,71.3,,77.84,49.2,,51.65,21.48,21.98,1014.1,80.02,315.58,1.06,3.48,,,,,,,,,52.25,,,
Baniyas School,03/03/2023,02:00:00,3.74,,4.54,57.35,,31.67,39.96,,82.1,,,,,,,,,127.8,,77.84,49.5,,51.65,21.14,21.6,1013.6,84.71,311.76,1.91,3.62,,,,,,,,,53.07,,,
Baniyas School,03/03/2023,03:00:00,3.3,,4.54,31.31,,31.67,77.98,,74.54,,,,,,,,,123.8,,77.84,51.1,,51.65,21.05,21.41,1013.5,96.05,324.68,2.23,3.82,,,,,,,,,52.79,,,
Baniyas School,03/03/2023,04:00:00,3.77,,4.54,18.21,,31.67,104.58,,72.54,,,,,,,,,79.2,,77.84,52.9,,51.65,21.4,21.65,1013.2,96.33,328.81,2.9,4.3,,,,,,,,,52.47,,,
Baniyas School,03/03/2023,05:00:00,4.47,,4.54,10.22,,31.67,131.34,,74.16,,,,,,,,,71.7,,77.84,60.1,,51.65,21.25,21.56,1013.5,96.33,330.35,3.31,5.0,,,,,,,,,56.32,,,
Baniyas School,03/03/2023,06:00:00,3.81,,4.54,13.38,,31.67,128.04,,79.45,,,,,,,,,70.4,,77.84,59.8,,51.65,21.06,21.28,1014.1,96.33,342.86,2.37,5.43,,,,,,,,,54.63,,,
Baniyas School,03/03/2023,07:00:00,4.39,,4.54,41.46,,31.67,88.06,,82.3,,,,,,,,,65.0,,77.84,56.9,,51.65,20.57,21.26,1014.7,96.33,326.06,0.91,5.49,,,,,,,,,53.93,,,
Baniyas School,03/03/2023,08:00:00,4.89,,4.54,75.83,,31.67,51.9,,81.46,,,,,,,,,66.0,,77.84,55.4,,51.65,21.22,21.52,1015.5,96.33,359.44,0.53,5.32,,,,,,,,,57.13,,,
Baniyas School,03/03/2023,09:00:00,6.14,,4.54,78.38,,31.67,53.61,,84.43,,,,,,,,,76.3,,77.84,52.6,,51.65,23.39,23.18,1016.3,95.69,14.38,1.02,3.46,,,,,,,,,55.21,,,
Baniyas School,03/03/2023,10:00:00,6.11,,4.54,22.72,,31.67,112.63,,93.52,,,,,,,,,80.3,,77.84,55.8,,51.65,25.22,24.15,1016.6,82.4,10.87,1.9,3.92,,,,,,,,,55.15,,,
Baniyas School,03/03/2023,11:00:00,5.57,,4.54,23.77,,31.67,108.54,,97.34,,,,,,,,,94.3,,77.84,55.6,,51.65,27.21,25.86,1016.6,68.96,14.12,1.15,3.0,,,,,,,,,56.82,,,
Baniyas School,03/03/2023,12:00:00,4.07,,4.54,22.37,,31.67,119.75,,99.23,,,,,,,,,79.8,,77.84,53.5,,51.65,28.99,27.76,1015.7,57.5,30.66,0.83,3.18,,,,,,,,,56.42,,,
Baniyas School,03/03/2023,13:00:00,4.81,,4.54,25.91,,31.67,122.46,,98.12,,,,,,,,,72.5,,77.84,53.7,,51.65,31.01,29.54,1014.7,49.23,54.28,0.49,3.57,,,,,,,,,53.82,,,
Baniyas School,03/03/2023,14:00:00,6.45,,4.54,30.12,,31.67,138.09,,99.38,,,,,,,,,59.7,,77.84,48.7,,51.65,31.91,30.91,1013.6,42.3,280.87,0.94,3.58,,,,,,,,,56.56,,,
Baniyas School,03/03/2023,15:00:00,5.87,,4.54,34.91,,31.67,171.11,,109.76,,,,,,,,,62.5,,77.84,41.4,,51.65,30.26,29.71,1012.9,50.13,297.22,3.41,4.27,,,,,,,,,67.99,,,
Baniyas School,03/03/2023,16:00:00,4.94,,4.54,20.22,,31.67,175.56,,125.22,,,,,,,,,63.4,,77.84,43.9,,51.65,28.26,27.09,1012.6,58.56,326.64,5.02,3.59,,,,,,,,,65.95,,,
Baniyas School,03/03/2023,17:00:00,5.8,,4.54,17.43,,31.67,164.56,,139.09,,,,,,,,,68.5,,77.84,47.7,,51.65,26.68,25.84,1012.7,61.86,326.32,5.54,3.94,,,,,,,,,70.26,,,
Baniyas School,03/03/2023,18:00:00,5.23,,4.54,18.28,,31.67,145.49,,143.19,,,,,,,,,61.7,,77.84,48.8,,51.65,25.24,24.78,1013.2,62.74,325.18,4.55,4.0,,,,,,,,,70.71,,,
Baniyas School,03/03/2023,19:00:00,4.47,,4.54,18.84,,31.67,125.64,,145.33,,,,,,,,,66.5,,77.84,48.6,,51.65,24.2,24.19,1013.6,61.41,332.36,4.31,4.56,,,,,,,,,60.52,,,
Baniyas School,03/03/2023,20:00:00,3.41,,4.54,17.6,,31.67,133.37,,147.03,,,,,,,,,84.0,,77.84,45.7,,51.65,23.53,23.57,1014.6,68.38,327.7,3.86,3.83,,,,,,,,,58.9,,,
Baniyas School,03/03/2023,21:00:00,3.86,,4.54,19.72,,31.67,124.23,,147.26,,,,,,,,,92.7,,77.84,47.9,,51.65,22.75,22.91,1015.3,78.18,325.68,3.25,3.86,,,,,,,,,56.83,,,
Baniyas School,03/03/2023,22:00:00,3.22,,4.54,23.23,,31.67,123.93,,145.49,,,,,,,,,83.0,,77.84,52.6,,51.65,22.3,22.47,1015.7,82.25,318.7,2.93,3.76,,,,,,,,,56.63,,,
Baniyas School,03/03/2023,23:00:00,3.4,,4.54,19.15,,31.67,128.88,,140.21,,,,,,,,,87.1,,77.84,57.8,,51.65,21.71,21.92,1015.8,87.55,311.83,2.89,3.65,,,,,,,,,58.1,,,
Baniyas School,04/03/2023,00:00:00,3.2,,3.95,19.49,,28.2,120.44,,133.32,,,,,,,,,81.2,,78.84,56.0,,47.95,21.2,21.52,1016.0,80.2,317.89,2.73,3.87,,,,,,,,,58.31,,,
Baniyas School,04/03/2023,01:00:00,3.72,,3.95,21.67,,28.2,115.39,,127.17,,,,,,,,,79.8,,78.84,51.2,,47.95,20.99,21.29,1015.7,76.8,317.0,1.93,4.45,,,,,,,,,53.33,,,
Baniyas School,04/03/2023,02:00:00,3.87,,3.95,23.9,,28.2,108.01,,122.49,,,,,,,,,65.2,,78.84,47.9,,47.95,20.57,20.94,1015.3,78.31,312.26,1.76,3.61,,,,,,,,,52.61,,,
Baniyas School,04/03/2023,03:00:00,3.54,,3.95,30.47,,28.2,91.8,,118.26,,,,,,,,,57.0,,78.84,49.9,,47.95,20.17,20.56,1014.8,81.24,305.02,1.39,3.94,,,,,,,,,52.33,,,
Baniyas School,04/03/2023,04:00:00,3.23,,3.95,23.01,,28.2,95.41,,113.51,,,,,,,,,77.3,,78.84,47.3,,47.95,19.84,20.28,1014.8,84.16,310.29,1.38,4.09,,,,,,,,,52.19,,,
Baniyas School,04/03/2023,05:00:00,3.13,,3.95,22.47,,28.2,85.74,,108.7,,,,,,,,,71.4,,78.84,47.6,,47.95,19.3,19.98,1014.9,88.73,299.13,0.6,3.28,,,,,,,,,51.74,,,
Baniyas School,04/03/2023,06:00:00,3.5,,3.95,37.93,,28.2,57.45,,100.39,,,,,,,,,70.3,,78.84,45.7,,47.95,19.05,19.99,1015.5,96.76,234.38,0.52,3.43,,,,,,,,,53.51,,,
Baniyas School,04/03/2023,07:00:00,3.55,,3.95,61.83,,28.2,21.35,,86.95,,,,,,,,,76.0,,78.84,44.5,,47.95,19.33,19.76,1016.3,96.21,206.98,1.18,3.12,,,,,,,,,55.72,,,
Baniyas School,04/03/2023,08:00:00,3.18,,3.95,59.37,,28.2,16.26,,73.93,,,,,,,,,85.2,,78.84,47.1,,47.95,19.69,19.83,1017.0,95.09,190.91,1.28,3.0,,,,,,,,,55.19,,,
Baniyas School,04/03/2023,09:00:00,2.94,,3.95,43.45,,28.2,36.65,,64.08,,,,,,,,,95.4,,78.84,51.5,,47.95,21.91,21.6,1017.6,79.31,182.93,1.07,3.71,,,,,,,,,55.06,,,
Baniyas School,04/03/2023,10:00:00,3.47,,3.95,28.13,,28.2,87.96,,61.58,,,,,,,,,103.0,,78.84,50.5,,47.95,25.42,24.59,1017.8,65.72,165.41,0.68,4.17,,,,,,,,,54.08,,,
Baniyas School,04/03/2023,11:00:00,3.5,,3.95,27.16,,28.2,102.94,,62.97,,,,,,,,,90.5,,78.84,50.5,,47.95,26.95,25.93,1017.7,57.53,238.5,0.13,4.45,,,,,,,,,53.45,,,
Baniyas School,04/03/2023,12:00:00,6.13,,3.95,31.23,,28.2,107.18,,64.44,,,,,,,,,70.6,,78.84,47.4,,47.95,27.93,26.8,1017.3,50.57,284.25,0.81,3.32,,,,,,,,,54.92,,,
Baniyas School,04/03/2023,13:00:00,5.37,,3.95,24.65,,28.2,132.15,,70.24,,,,,,,,,73.2,,78.84,48.4,,47.95,29.26,27.95,1016.1,37.01,267.01,1.45,3.49,,,,,,,,,56.62,,,
Baniyas School,04/03/2023,14:00:00,6.17,,3.95,26.79,,28.2,183.84,,86.04,,,,,,,,,80.1,,78.84,45.7,,47.95,29.22,28.29,1014.9,36.44,290.15,2.36,3.37,,,,,,,,,57.03,,,
