Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,Unnamed: 44
AL Maqtaa,01/01/2023,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL Maqtaa,01/01/2023,01:00:00,5.55,,,48.97,,,,,,,,,,,,,,32.8,,,9.093376999999998,,,,,,,,,,2.8921005637999992,0.7470370459999999,1.4727301763999996,2.7000053234,1.2699629781999997,,,,,,,
AL Maqtaa,01/01/2023,01:59:59.990000,5.78,,,45.18,,,,,,,,,,,,,,33.3,,,9.932553999999998,,,,,,,,,,2.4358753735,0.6415091632499998,1.2365321552500002,2.305714094,1.0598847044999995,,,,,,,
AL Maqtaa,01/01/2023,02:59:59.985000,5.3,,,53.01,,,,,,,,,,,,,,38.9,,,9.588629,,,,,,,,,,2.5719418298,0.7256931303999999,1.3126508093999998,2.6253016188,1.120555569,,,,,,,
AL Maqtaa,01/01/2023,03:59:59.980000,5.89,,,57.54,,,,,,,,,,,,,,30.8,,,6.906014,,,,,,,,,,2.2127417515,0.6508063974999999,1.1342625785,2.380091968,0.95761512775,,,,,,,
AL Maqtaa,01/01/2023,04:59:59.975000,6.01,,,63.85,,,,,,,,,,,,,,19.4,,,4.374726,,,,,,,,,,2.934788395,0.8324127083999998,1.5047460497999996,3.0415079729999994,1.2913068938,,,,,,,
AL Maqtaa,01/01/2023,05:59:59.970000,7.72,,,58.8,,,,,0.0,,,,,,0.0,,,12.4,,,3.893231,,,,,,,,,,2.863548149,0.7623732084999999,1.4689630115,2.74268410375,1.264423858,,,,,,,
AL Maqtaa,01/01/2023,06:59:59.965000,8.69,,,64.11,,,,0.0,,,,,,0.0,,,,15.9,,,5.076333,,,,,,,,,,3.26332922175,0.818156614,1.7013938677499998,2.97511496,1.450368543,,,,,,,
AL Maqtaa,01/01/2023,07:59:59.960000,6.97,,,74.71,,,,0.0,,,,,,0.0,,,,21.0,,,6.60336,,,,,,,,,,3.8312328501999993,1.0031640331999998,2.0170000241999992,3.6071217364,1.6968412902,,,,,,,
AL Maqtaa,01/01/2023,08:59:59.955000,5.59,,,73.19,,,,0.0,,,,,,0.0,,,,27.0,,,8.997078,,,,,,,,,,2.70549516675,0.7995621454999999,1.44107130875,2.8821426175,1.190045984,,,,,,,
AL Maqtaa,01/01/2023,09:59:59.950000,4.76,,,55.27,,,,0.0,,,,,,0.0,,,,38.4,,,11.115656,,,,,,,,,,2.4438783362,0.8110687927999999,1.3660105984,2.9241164371999995,1.0565238221999995,,,,,,,
AL Maqtaa,01/01/2023,10:59:59.945000,4.13,,,41.64,,,,0.0,,,,,,0.0,,,,42.4,,,10.86803,,,,,,,,,,2.2197672224,0.7577090037999998,1.2486190625999998,2.774709028,0.9711481598,,,,,,,
AL Maqtaa,01/01/2023,11:59:59.940000,6.89,,,26.76,,,,0.0,,,,,,0.0,,,,36.6,,,8.336742,,,,,,,,,,2.3905185472,0.7897248772,1.2806349359999998,2.8921005637999992,1.0671957799999998,,,,,,,
AL Maqtaa,01/01/2023,12:59:59.935000,6.9,,,14.38,,,,0.0,,,,,,0.0,,,,24.0,,,5.172632,,,,,,,,,,2.0639860035,0.6415091632499998,1.0877764072499998,2.342903031,0.929723425,,,,,,,
AL Maqtaa,01/01/2023,13:59:59.930000,5.67,,,10.58,,,,0.0,,,,,,0.0,,,,13.6,,,3.232895,,,,,,,,,,2.3051428848,0.6723333413999999,1.1952592736,2.4652222517999998,1.0245079487999995,,,,,,,
AL Maqtaa,01/01/2023,14:59:59.925000,4.54,,,7.81,,,,0.0,,,,,,0.0,,,,9.9,,,2.407475,,,,,,,,,,2.6679894499999994,0.7470370459999999,1.3766825561999998,2.7106772812,1.1845873158,,,,,,,
AL Maqtaa,01/01/2023,15:59:59.920000,5.85,,,8.82,,,,0.0,,,,,,0.0,,,,7.6,,,2.545045,,,,,,,,,,2.70549516675,0.74377874,1.3852879032499998,2.70549516675,1.19934321825,,,,,,,
AL Maqtaa,01/01/2023,16:59:59.915000,5.44,,,19.4,,,,0.0,,,,,,0.0,,,,10.9,,,3.893231,,,,,,,,,,3.0841958042,0.8430846661999999,1.5901217121999998,3.0841958042,1.3766825561999998,,,,,,,
AL Maqtaa,01/01/2023,17:59:59.910000,6.08,,,28.98,,,,0.0,,,,,,0.0,,,,17.4,,,5.489043,,,,,,,,,,3.6391376098,0.9604762019999998,1.8889365306,3.5217460739999997,1.6221375855999998,,,,,,,
AL Maqtaa,01/01/2023,18:59:59.905000,8.94,,,44.1,,,,0.0,,,,,,0.0,,,,22.5,,,7.346238,,,,,,,,,,3.628465652,0.9177883707999999,1.867592615,3.3936825804,1.6221375855999998,,,,,,,
AL Maqtaa,01/01/2023,19:59:59.900000,7.22,,,58.46,,,,0.0,,,,,,0.0,,,,30.9,,,8.488069,,,,,,,,,,2.87284538325,0.7251842715,1.47826024575,2.6590089955,1.3016127949999998,,,,,,,
AL Maqtaa,01/01/2023,20:59:59.895000,8.57,,,72.38,,,,0.0,,,,,,0.0,,,,30.8,,,7.635135,,,,,,,,,,3.148227551,0.7897248772,1.6221375855999998,2.8921005637999992,1.4300423452,,,,,,,
AL Maqtaa,01/01/2023,21:59:59.890000,8.64,,,78.52,,,,0.0,,,,,,0.0,,,,24.7,,,6.383248,,,,,,,,,,2.7640370702,0.7043492148,1.4193703874,2.5505979141999995,1.2486190625999998,,,,,,,
AL Maqtaa,01/01/2023,22:59:59.885000,8.82,95.83333333333334,6.519565217391304,74.6,95.83333333333334,47.00260869565217,,0.0,,4.166666666666666,,,,0.0,,,,21.7,95.83333333333334,24.473913043478262,6.837229000000001,95.83333333333334,6.705042173913044,,,,,,,,2.1557354756,0.5762857212,1.1098836112,2.081031771,0.9711481598,,,,,,,
AL Maqtaa,01/01/2023,23:59:59.880000,8.16,,,64.2,,,,0.0,,,,,,0.0,,,,28.0,,,9.478573,,,,,,,,,,1.5805298225,0.44626724399999995,0.7995621454999999,1.6177187595,0.6972925687499999,,,,,,,
AL Maqtaa,02/01/2023,00:59:59.875000,8.28,,,46.94,,,,0.0,,,,,,0.0,,,,40.9,,,11.927319,,,,,,,,,,2.5826137876,0.8537566239999999,1.4300423452,3.1695714666,1.1098836112,,,,,,,
AL Maqtaa,02/01/2023,01:59:59.870000,7.95,,,42.13,,,,0.0,,,,,,0.0,,,,45.8,,,12.216216,,,,,,,,,,2.6253016188,0.8430846661999999,1.387354514,3.1268836354,1.173915358,,,,,,,
AL Maqtaa,02/01/2023,02:59:59.865000,8.93,,,36.04,,,,0.0,,,,,,0.0,,,,43.0,,,11.129413,,,,,,,,,,2.25922792275,0.6786981002499999,1.16215428125,2.51955048175,1.01339853325,,,,,,,
AL Maqtaa,02/01/2023,03:59:59.860000,7.61,,,28.66,,,,0.0,,,,,,0.0,,,,37.9,,,11.294497,,,,,,,,,,2.881428606,0.8110687927999999,1.4727301763999996,3.0201640574,1.2806349359999998,,,,,,,
AL Maqtaa,02/01/2023,04:59:59.855000,8.81,,,20.62,,,,0.0,,,,,,0.0,,,,44.2,,,11.996104,,,,,,,,,,2.87284538325,0.77167044275,1.45966577725,2.87284538325,1.2737210922500002,,,,,,,
AL Maqtaa,02/01/2023,05:59:59.850000,7.8,,,11.82,,,,0.0,,,,,,0.0,,,,43.0,,,10.991843,,,,,,,,,,3.7245132722,0.9818201175999999,1.8782645728,3.6711534832,1.6541534589999998,,,,,,,
AL Maqtaa,02/01/2023,06:59:59.845000,7.51,,,14.6,,,,0.0,,,,,,0.0,,,,36.9,,,8.914536,,,,,,,,,,3.8632487236,1.0138359909999997,1.9529682774,3.809888934599999,1.7288571636,,,,,,,
AL Maqtaa,02/01/2023,07:59:59.840000,8.75,,,35.48,,,,0.0,,,,,,0.0,,,,27.9,,,8.102872999999999,,,,,,,,,,4.034000048399999,1.0351799065999998,2.0596878553999995,3.8952645969999993,1.8035608682,,,,,,,
AL Maqtaa,02/01/2023,08:59:59.835000,8.4,,,33.72,,,,0.0,,,,,,0.0,,,,31.0,,,9.877526,,,,,,,,,,3.681704763,0.9204261907499999,1.85944685,3.458571141,1.64561046225,,,,,,,
AL Maqtaa,02/01/2023,09:59:59.830000,8.57,,,15.85,,,,0.0,,,,,,0.0,,,,40.8,,,12.092403,,,,,,,,,,3.7992169768,0.9498042441999999,1.9102804462,3.5430899895999994,1.7181852057999998,,,,,,,
AL Maqtaa,02/01/2023,10:59:59.825000,7.67,,,9.56,,,,0.0,,,,,,0.0,,,,47.1,,,12.862795,,,,,,,,,,2.9565204915,0.74377874,1.49685471425,2.76127857225,1.338801732,,,,,,,
AL Maqtaa,02/01/2023,11:59:59.820000,6.89,,,7.8,,,,0.0,,,,,,0.0,,,,46.4,,,12.477598999999998,,,,,,,,,,2.8494127326,0.7256931303999999,1.4407143029999998,2.6786614077999995,1.2913068938,,,,,,,
AL Maqtaa,02/01/2023,12:59:59.815000,8.04,,,10.58,,,,0.0,,,,,,0.0,,,,44.3,,,11.363282,,,,,,,,,,2.008202598,0.5392395864999999,1.01339853325,1.971013661,0.90183172225,,,,,,,
AL Maqtaa,02/01/2023,13:59:59.810000,,,,,,,,0.0,,,,,,0.0,,,,38.3,,,10.015096,,,,,,,,,,, ,,,,,,,,,,
AL Maqtaa,02/01/2023,14:59:59.805000,6.0,,,12.02,,,,0.0,,,,,,0.0,,,,34.5,,,10.359021,,,,,,,,,,1.920952404,0.5549418056,0.9391322863999998,2.0490158975999995,0.8324127083999998,,,,,,,
AL Maqtaa,02/01/2023,15:59:59.800000,6.74,,,11.7,,,,0.0,,,,,,0.0,,,,40.8,,,13.096664,,,,,,,,,,1.7850689759999998,0.51134788375,0.8739400194999999,1.8780413185,0.7809676769999999,,,,,,,
AL Maqtaa,02/01/2023,16:59:59.795000,5.37,,,12.45,,,,0.0,,,,,,0.0,,,,54.4,,,16.632213,,,,,,,,,,2.187751349,0.6509894257999999,1.0778677378,2.3905185472,0.9498042442,,,,,,,
AL Maqtaa,02/01/2023,17:59:59.790000,5.38,,,15.86,,,,0.0,,,,,,0.0,,,,66.5,,,17.815315,,,,,,,,,,2.0596878553999995,0.6403174679999999,1.0245079487999995,2.347830716,0.8964444551999998,,,,,,,
AL Maqtaa,02/01/2023,18:59:59.785000,4.4,,,21.65,,,,0.0,,,,,,0.0,,,,63.0,,,15.077672,,,,,,,,,,2.6786614077999995,0.7897248772,1.3446666827999998,2.9241164371999995,1.173915358,,,,,,,
AL Maqtaa,02/01/2023,19:59:59.780000,6.81,,,28.19,,,,0.0,,,,,,0.0,,,,46.6,,,12.3813,,,,,,,,,,2.826359212,0.79026491125,1.42247684025,2.8914398517499995,1.25512662375,,,,,,,
AL Maqtaa,02/01/2023,20:59:59.775000,7.29,,,35.23,,,,0.0,,,,,,0.0,,,,43.4,,,11.569636999999998,,,,,,,,,,3.7778730611999993,0.9818201175999999,1.920952404,3.6177936942,1.6754973745999997,,,,,,,
AL Maqtaa,02/01/2023,21:59:59.770000,5.24,,,40.52,,,,0.0,,,,,,0.0,,,,40.7,,,10.111395,,,,,,,,,,3.52365178075,0.9111289564999999,1.8036634445,3.3655987985,1.5619353539999998,,,,,,,
AL Maqtaa,02/01/2023,22:59:59.765000,5.19,95.83333333333334,7.208260869565217,48.08,95.83333333333334,26.247826086956525,,0.0,,0.0,,,,0.0,,,,32.8,100.0,42.42499999999999,9.368517,100.0,11.714658708333332,,,,,,,,3.6391376098,1.0031640331999998,1.8996084884,3.6924973988,1.6007936699999998,,,,,,,
AL Maqtaa,02/01/2023,23:59:59.760000,4.85,,,53.91,,,,0.0,,,,,,0.0,,,,35.3,,,9.203433,,,,,,,,,,3.4470423694,1.0031640331999998,1.8355767416,3.6604815254,1.5047460497999996,,,,,,,
AL Maqtaa,03/01/2023,00:59:59.755000,5.92,,,44.09,,,,0.0,,,,,,0.0,,,,31.6,,,7.882760999999999,,,,,,,,,,2.5399259563999994,0.6616613835999999,1.3339947249999995,2.3905185472,1.0992116533999998,,,,,,,
AL Maqtaa,03/01/2023,01:59:59.750000,6.3,,,37.79,,,,0.0,,,,,,0.0,,,,25.7,,,7.525079,,,,,,,,,,2.5292539986,0.6616613835999999,1.3126508093999998,2.3798465894,1.0992116533999998,,,,,,,
AL Maqtaa,03/01/2023,02:59:59.745000,4.68,,,43.76,,,,0.0,,,,,,0.0,,,,29.0,,,9.616143,,,,,,,,,,2.4545502939999992,0.6509894257999999,1.2806349359999998,2.3798465894,1.0671957799999998,,,,,,,
AL Maqtaa,03/01/2023,03:59:59.740000,7.1,,,40.88,,,,0.0,,,,,,0.0,,,,40.9,,,12.917823,,,,,,,,,,2.4545502939999992,0.6616613835999999,1.2806349359999998,2.3798465894,1.0671957799999998,,,,,,,
AL Maqtaa,03/01/2023,04:59:59.735000,8.17,,,32.76,,,,0.0,,,,,,0.0,,,,53.0,,,15.173971,,,,,,,,,,2.16625558025,0.5578340549999999,1.1249653442499998,2.0174998322499995,0.9483178935,,,,,,,
AL Maqtaa,03/01/2023,05:59:59.730000,8.44,,,33.52,,,,0.0,,,,,,0.0,,,,57.3,,,15.284026999999998,,,,,,,,,,2.417280905,0.595022992,1.2365321552500002,2.1383638775,1.0598847044999995,,,,,,,
AL Maqtaa,03/01/2023,06:59:59.725000,5.63,,,43.17,,,,0.0,,,,,,0.0,,,,53.8,,,13.867056,,,,,,,,,,3.1055397198,0.7470370459999999,1.6007936699999998,2.7000053234,1.3553386406,,,,,,,
AL Maqtaa,03/01/2023,07:59:59.720000,6.3,,,54.34,,,,0.0,,,,,,0.0,,,,47.0,,,13.949598,,,,,,,,,,2.46376707625,0.60432022625,1.2923155607499996,2.1941472829999995,1.0784791729999998,,,,,,,
AL Maqtaa,03/01/2023,08:59:59.715000,5.51,,,51.04,,,,0.0,,,,,,0.0,,,,54.4,,,15.146457,,,,,,,,,,1.94312195825,0.520645118,1.01339853325,1.86874408425,0.8460483167499999,,,,,,,
AL Maqtaa,03/01/2023,09:59:59.710000,8.56,,,36.82,,,,0.0,,,,,,0.0,,,,55.7,,,14.44485,,,,,,,,,,1.867592615,0.5442698477999999,0.9604762019999998,1.9849841508,0.8110687927999999,,,,,,,
AL Maqtaa,03/01/2023,10:59:59.705000,9.04,,,24.89,,,,0.0,,,,,,0.0,,,,49.3,,,12.450085,,,,,,,,,,1.21793768675,0.39978107274999997,0.632211929,1.44107130875,0.5299423522499999,,,,,,,
AL Maqtaa,03/01/2023,11:59:59.700000,7.09,,,18.28,,,,0.0,,,,,,0.0,,,,41.2,,,10.18018,,,,,,,,,,1.0458518644,0.37351852299999994,0.5442698477999999,1.3660105984,0.4588941853999999,,,,,,,
AL Maqtaa,03/01/2023,12:59:59.695000,4.33,,,11.43,,,,0.0,,,,,,0.0,,,,32.8,,,7.910274999999999,,,,,,,,,,0.8110687927999999,0.2988148184,0.4268783119999999,1.0885396955999995,0.3628465651999999,,,,,,,
AL Maqtaa,03/01/2023,13:59:59.690000,4.52,,,8.38,,,,0.0,,,,,,0.0,,,,24.7,,,6.438275999999999,,,,,,,,,,0.7577090037999998,0.2881428606,0.3948624386,1.0351799065999998,0.3415026496,,,,,,,
AL Maqtaa,03/01/2023,14:59:59.685000,4.59,,,7.62,,,,0.0,,,,,,0.0,,,,22.1,,,6.438275999999999,,,,,,,,,,0.8367510824999999,0.30680873025,0.4276727755,1.10637087575,0.37188937,,,,,,,
AL Maqtaa,03/01/2023,15:59:59.680000,5.96,,,11.4,,,,0.0,,,,,,0.0,,,,24.7,,,6.410761999999999,,,,,,,,,,1.0505874702499998,0.36259213575,0.5392395864999999,1.3202072634999995,0.4648617124999999,,,,,,,
AL Maqtaa,03/01/2023,16:59:59.675000,6.02,,,19.29,,,,0.0,,,,,,0.0,,,,21.9,,,5.860481999999999,,,,,,,,,,1.6328095433999998,0.5762857212,0.8324127083999998,1.9849841508,0.7256931303999999,,,,,,,
AL Maqtaa,03/01/2023,17:59:59.670000,5.46,,,25.15,,,,0.0,,,,,,0.0,,,,20.7,,,4.553567,,,,,,,,,,2.0703598132,0.6723333413999999,1.0778677378,2.3264868004,0.9177883708,,,,,,,
AL Maqtaa,03/01/2023,18:59:59.665000,6.69,,,32.52,,,,0.0,,,,,,0.0,,,,12.4,,,4.003287,,,,,,,,,,2.2731270114,0.6296455101999998,1.173915358,2.3051428848,1.0031640331999998,,,,,,,
AL Maqtaa,03/01/2023,19:59:59.660000,5.39,,,40.9,,,,0.0,,,,,,0.0,,,,16.7,,,5.323959,,,,,,,,,,2.5399259563999994,0.6616613835999999,1.3126508093999998,2.4118624628,1.120555569,,,,,,,
AL Maqtaa,03/01/2023,20:59:59.655000,5.3,,,46.24,,,,0.0,,,,,,0.0,,,,22.0,,,6.562089,,,,,,,,,,2.305714094,0.58572575775,1.190045984,2.1197694089999994,1.01339853325,,,,,,,
AL Maqtaa,03/01/2023,21:59:59.650000,4.91,,,42.94,,,,0.0,,,,,,0.0,,,,25.7,,,6.452033,,,,,,,,,,2.4438783362,0.5976296368,1.2592910203999996,2.1664074333999994,1.0778677378,,,,,,,
AL Maqtaa,03/01/2023,22:59:59.645000,7.03,100.0,6.157916666666666,36.33,100.0,33.22708333333333,,0.0,,0.0,,,,0.0,,,,21.2,100.0,34.12916666666668,4.787436,100.0,9.265912708333332,,,,,,,,2.4438783362,0.6083015945999998,1.2592910203999996,2.1770793911999995,1.0778677378,,,,,,,
AL Maqtaa,03/01/2023,23:59:59.640000,6.45,,,29.09,,,,0.0,,,,,,0.0,,,,13.6,,,4.168371,,,,,,,,,,2.5185820407999997,0.6830052992,1.3233227672,2.4865661673999995,1.0885396955999995,,,,,,,
AL Maqtaa,04/01/2023,00:59:59.635000,7.37,,,21.9,,,,0.0,,,,,,0.0,,,,16.7,,,5.736669,,,,,,,,,,2.1755528145,0.7623732084999999,1.2086404525,2.77987304075,0.93902065925,,,,,,,
AL Maqtaa,04/01/2023,01:59:59.630000,6.58,,,15.85,,,,0.0,,,,,,0.0,,,,25.0,,,6.809715,,,,,,,,,,2.2624550536,0.7897248772,1.2166031891999995,2.8921005637999992,1.0138359909999997,,,,,,,
AL Maqtaa,04/01/2023,02:59:59.625000,5.38,,,12.33,,,,0.0,,,,,,0.0,,,,24.5,,,5.874239,,,,,,,,,,1.8408523815,0.60432022625,0.966912362,2.20344451725,0.8274538482499999,,,,,,,
AL Maqtaa,04/01/2023,03:59:59.620000,6.48,,,14.67,,,,0.0,,,,,,0.0,,,,18.2,,,3.962016,,,,,,,,,,2.3158148426,0.7043492148,1.2059312314,2.6039577031999994,1.0351799065999998,,,,,,,
AL Maqtaa,04/01/2023,04:59:59.615000,6.7,,,11.41,,,,0.0,,,,,,0.0,,,,10.6,,,2.7514,,,,,,,,,,2.6466455344,0.7790529193999999,1.3660105984,2.8494127326,1.1845873158,,,,,,,
AL Maqtaa,04/01/2023,05:59:59.610000,8.37,,,11.77,,,,0.0,,,,,,0.0,,,,9.4,,,4.168371,,,,,,,,,,3.2122592977999997,0.9177883707999999,1.6541534589999998,3.3616667069999995,1.4300423452,,,,,,,
AL Maqtaa,04/01/2023,06:59:59.605000,10.45,,,21.35,,,,0.0,,,,,,0.0,,,,20.9,,,6.383248,,,,,,,,,,3.4120849697499995,0.95761512775,1.7571772732499995,3.532949015,1.5247464169999998,,,,,,,
AL Maqtaa,04/01/2023,07:59:59.600000,8.46,,,33.55,,,,0.0,,,,,,0.0,,,,25.5,,,7.043584,,,,,,,,,,4.226095288799999,1.1418994846,2.1984233068,4.204751373199999,1.8889365306,,,,,,,
AL Maqtaa,04/01/2023,08:59:59.595000,7.65,,,33.29,,,,0.0,,,,,,0.0,,,,25.7,,,6.850986,,,,,,,,,,4.247439204399999,1.0778677378,2.187751349,4.001984175,1.9102804462,,,,,,,
AL Maqtaa,04/01/2023,09:59:59.590000,6.75,,,16.92,,,,0.0,,,,,,0.0,,,,24.1,,,6.630874,,,,,,,,,,4.076687879599999,1.0031640331999998,2.1023756865999994,3.7138413144,1.8462486994,,,,,,,
AL Maqtaa,04/01/2023,10:59:59.585000,7.79,,,10.57,,,,0.0,,,,,,0.0,,,,24.1,,,7.442537,,,,,,,,,,3.532949015,0.8646427852499999,1.83155514725,3.17035687925,1.599124291,,,,,,,
AL Maqtaa,04/01/2023,11:59:59.580000,8.2,,,7.81,,,,0.0,,,,,,0.0,,,,30.0,,,9.368517,,,,,,,,,,3.6071217364,0.8857724973999999,1.8569206572,3.2122592977999997,1.6221375855999998,,,,,,,
AL Maqtaa,04/01/2023,12:59:59.575000,8.04,,,8.06,,,,0.0,,,,,,0.0,,,,38.1,,,11.459581000000002,,,,,,,,,,2.9668042683999998,0.7577090037999998,1.5260899653999995,2.7426931545999995,1.3339947249999995,,,,,,,
AL Maqtaa,04/01/2023,13:59:59.570000,7.28,,,10.44,,,,0.0,,,,,,0.0,,,,45.2,,,13.082907,,,,,,,,,,2.5399259563999994,0.6936772569999999,1.2913068938,2.4972381251999995,1.120555569,,,,,,,
AL Maqtaa,04/01/2023,14:59:59.565000,7.08,,,13.01,,,,0.0,,,,,,0.0,,,,49.9,,,14.183466999999998,,,,,,,,,,2.27782239125,0.632211929,1.14355981275,2.27782239125,0.99480406475,,,,,,,
AL Maqtaa,04/01/2023,15:59:59.560000,6.53,,,12.97,,,,0.0,,,,,,0.0,,,,53.2,,,13.839542,,,,,,,,,,2.4225344205999995,0.6616613835999999,1.2166031891999995,2.4118624628,1.0565238221999995,,,,,,,
AL Maqtaa,04/01/2023,16:59:59.555000,5.58,,,19.13,,,,0.0,,,,,,0.0,,,,47.4,,,13.770757,,,,,,,,,,1.92452748975,0.5578340549999999,0.95761512775,2.0267970665,0.8367510824999999,,,,,,,
AL Maqtaa,04/01/2023,17:59:59.550000,7.04,,,22.91,,,,0.0,,,,,,0.0,,,,52.7,,,14.953859,,,,,,,,,,2.11047217475,0.6508063974999999,1.0598847044999995,2.3614974995,0.9111289565,,,,,,,
AL Maqtaa,04/01/2023,18:59:59.545000,7.09,,,28.19,,,,0.0,,,,,,0.0,,,,56.0,,,16.866082,,,,,,,,,,2.7320211968,0.8217407506,1.3766825561999998,2.9774762261999994,1.1952592736,,,,,,,
AL Maqtaa,04/01/2023,19:59:59.540000,7.39,,,33.73,,,,0.0,,,,,,0.0,,,,66.6,,,19.163501,,,,,,,,,,2.6590089955,0.74377874,1.3573962004999998,2.6961979325,1.18074874975,,,,,,,
AL Maqtaa,04/01/2023,20:59:59.535000,5.43,,,31.72,,,,0.0,,,,,,0.0,,,,72.7,,,18.406866,,,,,,,,,,3.6924973988,0.9711481597999999,1.9102804462,3.5110741162,1.6541534589999998,,,,,,,
AL Maqtaa,04/01/2023,21:59:59.530000,5.36,,,24.92,,,,0.0,,,,,,0.0,,,,61.1,,,14.830046,,,,,,,,,,3.745857187799999,0.9924920754,1.9636402352,3.6071217364,1.6754973745999997,,,,,,,
AL Maqtaa,04/01/2023,22:59:59.525000,6.0,100.0,7.060416666666668,20.64,100.0,19.42625,,0.0,,0.0,,,,0.0,,,,46.7,100.0,35.74583333333334,12.119917,100.0,9.9944605,,,,,,,,3.1375555932,0.9391322863999998,1.6861693323999998,3.3723386648,1.387354514,,,,,,,
AL Maqtaa,04/01/2023,23:59:59.520000,6.33,,,24.16,,,,0.0,,,,,,0.0,,,,41.4,,,10.221451,,,,,,,,,,2.59392835575,0.8460483167499999,1.48755748,3.0680873024999995,1.11566811,,,,,,,
AL Maqtaa,05/01/2023,00:59:59.515000,6.26,,,24.67,,,,0.0,,,,,,0.0,,,,32.9,,,8.061601999999999,,,,,,,,,,3.8632487236,0.9604762019999998,1.9849841508,3.4790582427999994,1.6861693323999998,,,,,,,
AL Maqtaa,05/01/2023,01:59:59.510000,7.42,,,17.62,,,,0.0,,,,,,0.0,,,,25.7,,,7.951546,,,,,,,,,,2.96581772575,0.7530759742500001,1.5247464169999998,2.72408963525,1.2923155607499996,,,,,,,
AL Maqtaa,05/01/2023,02:59:59.505000,7.03,,,11.83,,,,0.0,,,,,,0.0,,,,32.1,,,10.881787,,,,,,,,,,2.8449536805,0.77167044275,1.4689630115,2.77987304075,1.2365321552500002,,,,,,,
AL Maqtaa,05/01/2023,04:00:00,7.99,,,8.81,,,,0.0,,,,,,0.0,,,,47.0,,,13.701972,,,,,,,,,,3.0841958042,0.8537566239999999,1.6114656278,3.1162116775999995,1.3446666827999998,,,,,,,
AL Maqtaa,05/01/2023,05:00:00.490000,7.4,,,7.3,,,,0.0,,,,,,0.0,,,,52.6,,,13.633187,,,,,,,,,,3.00300666275,0.7995621454999999,1.5619353539999998,2.8821426175,1.3109100292499998,,,,,,,
AL Maqtaa,05/01/2023,06:00:00,6.58,,,9.57,,,,0.0,,,,,,0.0,,,,46.5,,,13.743243,,,,,,,,,,4.268783119999999,1.0565238221999997,2.187751349,3.8419048079999993,1.867592615,,,,,,,
AL Maqtaa,05/01/2023,07:00:00,8.8,,,13.34,,,,0.0,,,,,,0.0,,,,53.4,,,13.812028,,,,,,,,,,4.578269896199999,1.0992116533999998,2.3798465894,3.9699683016,2.0063280664,,,,,,,
AL Maqtaa,05/01/2023,07:59:59.990000,5.97,,,22.71,,,,0.0,,,,,,0.0,,,,47.0,,,11.858534,,,,,,,,,,4.2581111622,1.0458518643999999,2.241111138,3.7992169768,1.867592615,,,,,,,
AL Maqtaa,05/01/2023,08:59:59.985000,7.9,,,24.38,,,,0.0,,,,,,0.0,,,,39.2,,,9.932554,,,,,,,,,,2.937926023,0.818156614,1.5433408855,2.937926023,1.2830183264999997,,,,,,,
AL Maqtaa,05/01/2023,09:59:59.980000,7.94,,,18.29,,,,0.0,,,,,,0.0,,,,33.0,,,9.134648,,,,,,,,,,2.828068817,0.8857724973999999,1.5047460497999996,3.1802434243999995,1.2272751469999996,,,,,,,
AL Maqtaa,05/01/2023,10:59:59.975000,8.71,,,10.67,,,,0.0,,,,,,0.0,,,,33.4,,,10.400292,,,,,,,,,,2.2837989692,0.7790529193999999,1.2272751469999996,2.8173968592,0.9924920754,,,,,,,
AL Maqtaa,05/01/2023,11:59:59.970000,7.52,,,8.34,,,,0.0,,,,,,0.0,,,,42.2,,,13.316776,,,,,,,,,,1.7822169525999998,0.6403174679999999,0.9391322863999998,2.3264868004,0.7897248772,,,,,,,
AL Maqtaa,05/01/2023,12:59:59.965000,6.82,,,9.59,,,,0.0,,,,,,0.0,,,,54.6,,,17.099951,,,,,,,,,,1.40388237175,0.483456181,0.7344815057499999,1.7850689759999998,0.632211929,,,,,,,
AL Maqtaa,05/01/2023,13:59:59.960000,8.22,,,12.86,,,,0.0,,,,,,0.0,,,,69.7,,,20.319089,,,,,,,,,,1.6648254167999996,0.5656137633999999,0.8537566239999999,2.0596878553999995,0.7363650881999998,,,,,,,
AL Maqtaa,05/01/2023,14:59:59.955000,9.26,,,19.17,,,,0.0,,,,,,0.0,,,,78.0,,,23.125517,,,,,,,,,,1.9849841508,0.6509894257999999,1.0245079487999995,2.3798465894,0.8857724973999999,,,,,,,
AL Maqtaa,05/01/2023,15:59:59.950000,8.5,,,28.25,,,,0.0,,,,,,0.0,,,,90.1,,,26.385926,,,,,,,,,,2.4118624628,0.7577090037999998,1.2379471047999997,2.7853809858,1.0671957799999998,,,,,,,
