Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,Unnamed: 44
Al Hamra,12/02/2023,16:59:59.805000,7.67,,,9.36,,,69.08,100.0,73.06375,,,,,0.0,,,,40.6,,,11.515275,,,,,,,,,,4.84,0.54,1.53,1.62,1.43,,,,,,,
Al Hamra,12/02/2023,17:59:59.805000,8.04,,,12.98,,,29.01,100.0,72.31750000000001,,,,,0.0,,,,43.3,,,10.5994,,,,,,,,,,4.43,0.63,1.26,1.85,1.1,,,,,,,
Al Hamra,12/02/2023,18:59:59.805000,6.61,,,19.3,,,16.11,100.0,67.88250000000001,,,,,0.0,,,,47.1,,,12.64542,,,,,,,,,,4.11,0.61,1.33,1.79,1.19,,,,,,,
Al Hamra,12/02/2023,19:59:59.805000,9.12,,,32.22,,,9.98,100.0,60.4475,,,,,0.0,,,,53.5,,,15.824925,,,,,,,,,,4.42,0.6,1.32,1.84,1.16,,,,,,,
Al Hamra,12/02/2023,20:59:59.805000,8.14,,,44.19,,,7.93,100.0,51.74,,,,,0.0,,,,61.8,,,16.01418,,,,,,,,,,5.05,0.74,1.36,2.2,1.19,,,,,,,
Al Hamra,12/02/2023,21:59:59.805000,8.35,,,60.19,,,9.72,100.0,41.78625,,,,,0.0,,,,65.6,,,15.348024999999996,,,,,,,,,,5.16,1.06,1.88,3.28,1.62,,,,,,,
Al Hamra,12/02/2023,22:59:59.805000,7.87,100.0,7.62875,77.79,100.0,37.734166666666674,12.79,100.0,31.12125,0.0,,34.90046875000001,,0.0,,,,65.3,100.0,53.07499999999999,15.93876,100.0,13.716565208333334,,,,,,,,5.26,1.42,2.49,4.25,2.26,,,,,,,
Al Hamra,12/02/2023,23:59:59.810000,7.06,,,74.26,,,19.18,100.0,21.725,,,,,0.0,,,,61.5,,,15.962175,,,,,,,,,,4.73,1.63,2.41,4.93,2.15,,,,,,,
Al Hamra,13/02/2023,00:59:59.815000,7.81,,,60.07,,,28.28,100.0,16.625000000000004,,,,,0.0,,,,54.8,,,14.260275000000002,,,,,,,,,,5.39,1.89,2.74,5.77,2.45,,,,,,,
Al Hamra,13/02/2023,01:59:59.820000,7.67,,,46.89,,,36.21,100.0,17.525,,,,,0.0,,,,49.1,,,12.065025,,,,,,,,,,4.88,2.18,2.74,6.51,2.46,,,,,,,
Al Hamra,13/02/2023,02:59:59.825000,7.65,,,41.57,,,46.2,100.0,21.286250000000003,,,,,0.0,,,,53.8,,,13.67616,,,,,,,,,,5.67,1.94,2.44,6.19,2.29,,,,,,,
Al Hamra,13/02/2023,03:59:59.830000,7.19,,,32.7,,,54.03,100.0,26.7925,,,,,0.0,,,,55.0,,,16.38765,,,,,,,,,,5.39,1.68,2.28,5.14,2.02,,,,,,,
Al Hamra,13/02/2023,04:59:59.835000,7.69,,,29.11,,,50.55,100.0,32.12,,,,,0.0,,,,64.4,,,19.064025,,,,,,,,,,5.29,1.46,2.47,4.44,2.2,,,,,,,
Al Hamra,13/02/2023,05:59:59.840000,7.43,,,38.11,,,39.98,100.0,35.9025,,,,,0.0,,,,74.5,,,17.880625,,,,,,,,,,5.24,1.55,2.95,4.65,2.62,,,,,,,
Al Hamra,13/02/2023,06:59:59.845000,7.6,,,46.68,,,26.82,100.0,37.65625,,,,,0.0,,,,78.0,,,18.578460000000003,,,,,,,,,,4.96,1.56,3.25,4.83,2.97,,,,,,,
Al Hamra,13/02/2023,07:59:59.850000,7.01,,,50.47,,,24.04,100.0,38.26375000000001,,,,,0.0,,,,69.8,,,17.005275,,,,,,,,,,4.86,1.49,2.91,4.73,2.72,,,,,,,
Al Hamra,13/02/2023,08:59:59.855000,7.45,,,36.84,,,36.69,100.0,39.315,,,,,0.0,,,,54.1,,,11.62725,,,,,,,,,,4.67,1.61,2.33,4.93,2.19,,,,,,,
Al Hamra,13/02/2023,09:59:59.860000,7.99,,,20.95,,,48.08,100.0,40.79874999999999,,,,,0.0,,,,38.4,,,9.485525,,,,,,,,,,4.43,1.39,1.73,4.31,1.63,,,,,,,
Al Hamra,13/02/2023,10:59:59.865000,5.23,,,17.16,,,54.4,100.0,41.82375,,,,,0.0,,,,42.5,,,12.24318,,,,,,,,,,3.98,1.23,1.83,3.79,1.61,,,,,,,
Al Hamra,13/02/2023,11:59:59.870000,4.52,,,22.46,,,44.28,100.0,40.60499999999999,,,,,0.0,,,,54.9,,,16.3602,,,,,,,,,,4.59,1.02,2.39,3.23,2.1,,,,,,,
Al Hamra,13/02/2023,12:59:59.875000,5.82,,,29.52,,,36.94,100.0,38.90375,,,,,0.0,,,,64.3,,,16.60725,,,,,,,,,,4.61,0.98,2.67,2.99,2.45,,,,,,,
Al Hamra,13/02/2023,13:59:59.880000,6.0,,,32.55,,,31.63,100.0,37.86,,,,,0.0,,,,56.7,,,12.31125,,,,,,,,,,4.21,0.85,2.57,2.69,2.32,,,,,,,
Al Hamra,13/02/2023,14:59:59.885000,8.11,,,25.74,,,48.08,100.0,40.5175,,,,,0.0,,,,48.3,,,11.66496,,,,,,,,,,4.22,0.93,2.8,2.78,2.59,,,,,,,
Al Hamra,13/02/2023,15:59:59.890000,6.04,,,24.73,,,49.85,100.0,43.74375,,,,,0.0,,,,44.5,,,12.421125000000002,,,,,,,,,,2.9,1.01,2.36,3.06,2.22,,,,,,,
Al Hamra,13/02/2023,16:59:59.895000,7.97,,,30.58,,,38.42,100.0,43.96,,,,,0.0,,,,46.0,,,12.681900000000002,,,,,,,,,,2.61,1.07,1.8,3.15,1.66,,,,,,,
Al Hamra,13/02/2023,17:59:59.900000,7.61,,,35.44,,,27.46,100.0,41.3825,,,,,0.0,,,,46.4,,,12.3816,,,,,,,,,,4.12,0.77,1.33,2.38,1.23,,,,,,,
Al Hamra,13/02/2023,18:59:59.905000,9.69,,,41.51,,,19.9,100.0,37.06999999999999,,,,,0.0,,,,59.2,,,15.800490000000002,,,,,,,,,,3.1,0.75,1.22,2.22,1.08,,,,,,,
Al Hamra,13/02/2023,19:59:59.910000,12.28,,,45.56,,,12.35,100.0,33.07875000000001,,,,,0.0,,,,66.5,,,17.019000000000002,,,,,,,,,,2.87,0.87,1.1,2.55,1.0,,,,,,,
Al Hamra,13/02/2023,20:59:59.915000,12.29,,,47.59,,,8.82,100.0,29.56375,,,,,0.0,,,,57.5,,,13.214075,,,,,,,,,,2.82,0.78,1.13,2.41,0.99,,,,,,,
Al Hamra,13/02/2023,21:59:59.920000,9.48,,,54.47,,,7.31,100.0,26.523750000000003,,,,,0.0,,,,55.2,,,13.58817,,,,,,,,,,3.16,1.11,1.57,3.27,1.33,,,,,,,
Al Hamra,13/02/2023,22:59:59.925000,7.62,100.0,7.717083333333334,47.15,100.0,38.83791666666667,12.86,100.0,22.121250000000003,0.0,,33.548489583333335,,0.0,,,,52.9,100.0,56.179166666666674,13.69755,100.0,14.415966458333331,,,,,,,,4.19,1.51,2.27,4.38,1.99,,,,,,,
Al Hamra,13/02/2023,23:59:59.930000,7.79,,,41.06,,,23.69,100.0,18.85125,,,,,0.0,,,,46.9,,,13.5603,,,,,,,,,,4.78,1.96,2.69,5.59,2.39,,,,,,,
Al Hamra,14/02/2023,00:59:59.935000,6.82,,,30.17,,,31.76,100.0,18.01875,,,,,0.0,,,,51.9,,,12.111925,,,,,,,,,,4.69,2.15,2.87,6.26,2.62,,,,,,,
Al Hamra,14/02/2023,01:59:59.940000,9.03,,,22.81,,,41.83,100.0,19.815,,,,,0.0,,,,51.4,,,12.20547,,,,,,,,,,4.75,1.89,2.82,5.83,2.48,,,,,,,
Al Hamra,14/02/2023,02:59:59.945000,7.74,,,21.55,,,42.59,100.0,22.65125,,,,,0.0,,,,45.7,,,14.507325000000002,,,,,,,,,,5.3,2.01,2.72,6.04,2.5,,,,,,,
Al Hamra,14/02/2023,03:59:59.950000,8.23,,,27.12,,,36.55,100.0,25.676250000000003,,,,,0.0,,,,60.0,,,19.9287,,,,,,,,,,5.08,1.51,2.3,4.67,2.14,,,,,,,
Al Hamra,14/02/2023,04:59:59.955000,7.05,,,34.98,,,23.94,100.0,27.566250000000004,,,,,0.0,,,,85.2,,,21.749875,,,,,,,,,,4.96,1.45,2.24,4.31,2.05,,,,,,,
Al Hamra,14/02/2023,05:59:59.960000,6.68,,,43.16,,,15.87,100.0,28.636250000000004,,,,,0.0,,,,100.3,,,27.56601,,,,,,,,,,4.89,1.26,2.19,3.96,2.0,,,,,,,
Al Hamra,14/02/2023,06:59:59.965000,6.84,,,52.51,,,9.62,100.0,28.231250000000003,,,,,0.0,,,,119.0,,,30.3443,,,,,,,,,,4.94,1.25,2.11,3.82,1.93,,,,,,,
Al Hamra,14/02/2023,07:59:59.970000,8.45,,,55.14,,,8.11,100.0,26.283750000000005,,,,,0.0,,,,139.8,,,36.654120000000006,,,,,,,,,,4.95,1.36,1.98,4.07,1.78,,,,,,,
Al Hamra,14/02/2023,08:59:59.975000,7.46,,,36.46,,,17.35,100.0,24.4825,,,,,0.0,,,,151.8,,,43.60432500000001,,,,,,,,,,4.86,1.38,2.44,4.35,2.18,,,,,,,
Al Hamra,14/02/2023,09:59:59.980000,6.79,,,20.37,,,32.68,100.0,23.33875,,,,,0.0,,,,165.9,,,44.990550000000006,,,,,,,,,,4.27,1.33,2.65,4.1,2.43,,,,,,,
Al Hamra,14/02/2023,10:59:59.985000,7.31,,,14.84,,,47.26,100.0,23.9225,,,,,0.0,,,,161.9,,,35.7847,,,,,,,,,,4.54,1.39,2.71,4.3,2.5,,,,,,,
Al Hamra,14/02/2023,11:59:59.990000,6.31,,,14.33,,,61.59,100.0,27.0525,,,,,0.0,,,,143.3,,,33.6876,,,,,,,,,,4.77,1.53,2.13,4.76,2.0,,,,,,,
Al Hamra,14/02/2023,12:59:59.995000,5.92,,,12.32,,,70.89,100.0,32.92125,,,,,0.0,,,,124.7,,,31.745925000000003,,,,,,,,,,4.22,1.57,1.74,4.88,1.57,,,,,,,
Al Hamra,14/02/2023,14:00:00,8.69,,,9.56,,,77.42,100.0,40.615,,,,,0.0,,,,106.6,,,26.640225,,,,,,,,,,4.62,1.45,1.78,4.62,1.66,,,,,,,
Al Hamra,14/02/2023,15:00:00.005000,6.71,,,9.81,,,77.42,100.0,49.09,,,,,0.0,,,,87.5,,,18.982775,,,,,,,,,,4.45,1.19,1.33,3.69,1.28,,,,,,,
Al Hamra,14/02/2023,16:00:00.010000,6.45,,,12.32,,,71.39,100.0,57.0,,,,,0.0,,,,74.4,,,17.76141,,,,,,,,,,3.74,0.84,0.95,2.58,0.87,,,,,,,
Al Hamra,14/02/2023,17:00:00.015000,7.91,,,15.56,,,55.05,100.0,61.712500000000006,,,,,0.0,,,,66.9,,,19.324800000000003,,,,,,,,,,2.81,0.47,0.8,1.42,0.72,,,,,,,
Al Hamra,14/02/2023,18:00:00.020000,7.43,,,13.08,,,46.0,100.0,63.377500000000005,,,,,0.0,,,,73.9,,,19.914975000000005,,,,,,,,,,2.49,0.31,0.75,0.93,0.64,,,,,,,
Al Hamra,14/02/2023,19:00:00.025000,7.49,,,15.84,,,42.73,100.0,62.81125000000001,,,,,0.0,,,,71.2,,,15.535625,,,,,,,,,,2.7,0.47,0.87,1.34,0.76,,,,,,,
Al Hamra,14/02/2023,20:00:00.030000,9.93,,,26.15,,,30.67,100.0,58.946250000000006,,,,,0.0,,,,61.3,,,14.442930000000002,,,,,,,,,,2.96,0.47,0.86,1.36,0.76,,,,,,,
Al Hamra,14/02/2023,21:00:00.035000,8.46,,,33.95,,,21.62,100.0,52.78750000000001,,,,,0.0,,,,53.6,,,13.601475,,,,,,,,,,3.0,0.46,0.91,1.35,0.8,,,,,,,
Al Hamra,14/02/2023,22:00:00.040000,9.23,,,36.47,,,13.83,100.0,44.838750000000005,,,,,0.0,,,,45.5,,,11.144700000000002,,,,,,,,,,3.22,1.07,1.37,2.91,1.15,,,,,,,
Al Hamra,14/02/2023,23:00:00.045000,7.05,100.0,7.573750000000001,42.31,100.0,26.744583333333328,8.8,100.0,36.26125,0.0,,36.45364583333333,,0.0,,,,35.7,100.0,88.51666666666665,8.9579,100.0,22.697830833333335,,,,,,,,4.39,2.01,1.71,6.05,1.52,,,,,,,
Al Hamra,15/02/2023,00:00:00.050000,7.7,,,45.6,,,8.04,100.0,28.3425,,,,,0.0,,,,40.7,,,10.88562,,,,,,,,,,5.65,2.4,1.91,7.08,1.68,,,,,,,
Al Hamra,15/02/2023,01:00:00.055000,8.48,,,44.09,,,12.81,100.0,23.0625,,,,,0.0,,,,45.9,,,14.13675,,,,,,,,,,5.31,2.2,1.98,6.68,1.8,,,,,,,
Al Hamra,15/02/2023,02:00:00.060000,9.39,,,47.36,,,12.55,100.0,18.88125,,,,,0.0,,,,57.1,,,17.5131,,,,,,,,,,5.28,2.1,2.13,6.04,1.88,,,,,,,
Al Hamra,15/02/2023,03:00:00.065000,8.8,,,56.18,,,8.79,100.0,14.638750000000002,,,,,0.0,,,,70.5,,,17.962699999999998,,,,,,,,,,5.61,1.97,2.19,5.81,1.98,,,,,,,
Al Hamra,15/02/2023,04:00:00,9.56,,,57.19,,,7.54,100.0,11.7475,,,,,0.0,,,,82.7,,,21.369,,,,,,,,,,5.63,1.64,2.43,5.16,2.17,,,,,,,
Al Hamra,15/02/2023,05:00:00,5.78,,,50.89,,,11.05,100.0,10.42625,,,,,0.0,,,,87.3,,,24.23835,,,,,,,,,,5.35,1.55,2.47,4.54,2.24,,,,,,,
Al Hamra,15/02/2023,06:00:00.005000,7.06,,,46.41,,,18.94,100.0,11.065,,,,,0.0,,,,89.3,,,21.632625,,,,,,,,,,4.52,1.29,2.45,4.12,2.25,,,,,,,
Al Hamra,15/02/2023,07:00:00.010000,6.96,,,47.42,,,20.46,100.0,12.5225,,,,,0.0,,,,95.2,,,24.863460000000003,,,,,,,,,,4.63,1.23,2.71,3.77,2.44,,,,,,,
Al Hamra,15/02/2023,08:00:00.015000,7.4,,,54.27,,,11.36,100.0,12.937499999999998,,,,,0.0,,,,102.6,,,30.098925000000005,,,,,,,,,,4.79,1.27,2.77,3.88,2.5,,,,,,,
Al Hamra,15/02/2023,09:00:00.020000,9.14,,,46.91,,,13.64,100.0,13.041250000000002,,,,,0.0,,,,116.7,,,33.269400000000005,,,,,,,,,,5.08,1.36,2.95,4.29,2.7,,,,,,,
Al Hamra,15/02/2023,10:00:00.025000,7.11,,,31.65,,,30.49,100.0,15.28375,,,,,0.0,,,,125.7,,,29.324225,,,,,,,,,,4.81,1.21,2.96,3.75,2.73,,,,,,,
Al Hamra,15/02/2023,11:00:00.030000,7.24,,,21.9,,,43.5,100.0,19.6225,,,,,0.0,,,,124.4,,,30.419400000000003,,,,,,,,,,4.81,1.03,2.64,3.24,2.46,,,,,,,
Al Hamra,15/02/2023,12:00:00.035000,8.26,,,18.37,,,48.78,100.0,24.7775,,,,,0.0,,,,117.6,,,32.1714,,,,,,,,,,4.94,1.1,2.4,3.38,2.2,,,,,,,
Al Hamra,15/02/2023,13:00:00.040000,5.96,,,10.82,,,62.36,100.0,31.19125,,,,,0.0,,,,116.8,,,27.518575,,,,,,,,,,4.82,1.16,2.56,3.64,2.33,,,,,,,
Al Hamra,15/02/2023,14:00:00.045000,7.02,,,7.8,,,73.42,100.0,38.001250000000006,,,,,0.0,,,,117.9,,,28.609320000000004,,,,,,,,,,4.54,1.16,1.98,3.57,1.91,,,,,,,
Al Hamra,15/02/2023,15:00:00.050000,6.92,,,11.07,,,62.61,100.0,43.27,,,,,0.0,,,,109.7,,,28.8225,,,,,,,,,,4.22,1.08,1.33,3.31,1.26,,,,,,,
Al Hamra,15/02/2023,16:00:00.055000,7.27,,,19.12,,,27.66,100.0,45.307500000000005,,,,,0.0,,,,100.3,,,27.148050000000005,,,,,,,,,,4.36,0.78,1.15,2.45,1.04,,,,,,,
Al Hamra,15/02/2023,17:00:00.060000,6.69,,,26.42,,,11.32,100.0,45.017500000000005,,,,,0.0,,,,97.5,,,22.86375,,,,,,,,,,3.69,0.56,1.18,1.73,1.06,,,,,,,
Al Hamra,15/02/2023,18:00:00.065000,8.56,,,26.18,,,10.06,100.0,42.463750000000005,,,,,0.0,,,,97.5,,,23.58132,,,,,,,,,,3.14,0.4,1.17,1.21,1.05,,,,,,,
Al Hamra,15/02/2023,19:00:00.070000,6.82,,,29.45,,,14.08,100.0,38.78625,,,,,0.0,,,,90.1,,,23.305050000000005,,,,,,,,,,3.03,0.4,1.14,1.18,0.99,,,,,,,
Al Hamra,15/02/2023,20:00:00.075000,7.43,,,26.93,,,17.35,100.0,34.8575,,,,,0.0,,,,79.7,,,19.860075,,,,,,,,,,3.22,0.47,1.2,1.35,1.03,,,,,,,
Al Hamra,15/02/2023,21:00:00.080000,6.37,,,23.66,,,27.91,100.0,30.55125,,,,,0.0,,,,65.0,,,13.964474999999998,,,,,,,,,,4.47,0.8,1.4,2.16,1.17,,,,,,,
Al Hamra,15/02/2023,22:00:00.085000,7.32,,,23.4,,,27.93,100.0,24.865,,,,,0.0,,,,54.1,,,14.34237,,,,,,,,,,5.32,0.91,1.36,2.61,1.23,,,,,,,
Al Hamra,15/02/2023,23:00:00.090000,6.85,100.0,7.50375,31.69,100.0,33.5325,19.9,100.0,19.52625,0.0,,25.42442708333333,,0.0,,,,60.0,100.0,89.34583333333335,18.226800000000004,100.0,23.171968333333336,,,,,,,,6.07,1.31,1.53,3.52,1.3,,,,,,,
Al Hamra,16/02/2023,00:00:00.095000,7.47,,,34.71,,,11.84,100.0,17.548750000000002,,,,,0.0,,,,72.8,,,19.54635,,,,,,,,,,6.09,1.46,2.07,4.2,1.88,,,,,,,
Al Hamra,16/02/2023,01:00:00.100000,7.44,,,43.76,,,7.55,100.0,17.077500000000004,,,,,0.0,,,,82.7,,,21.369,,,,,,,,,,5.87,1.43,2.01,4.28,1.8,,,,,,,
Al Hamra,16/02/2023,02:00:00.105000,6.51,,,53.31,,,4.78,100.0,16.4175,,,,,0.0,,,,87.3,,,21.19302,,,,,,,,,,5.63,1.51,2.19,4.45,1.95,,,,,,,
Al Hamra,16/02/2023,03:00:00.110000,7.38,,,54.39,,,6.54,100.0,15.475,,,,,0.0,,,,81.3,,,19.39551,,,,,,,,,,5.48,1.56,1.88,4.69,1.75,,,,,,,
Al Hamra,16/02/2023,04:00:00.115000,7.12,,,45.1,,,11.07,100.0,14.69,,,,,0.0,,,,73.0,,,16.239124999999998,,,,,,,,,,5.48,1.42,1.82,4.37,1.69,,,,,,,
Al Hamra,16/02/2023,05:00:00.120000,7.11,,,40.56,,,15.09,100.0,13.087500000000002,,,,,0.0,,,,65.5,,,18.816975,,,,,,,,,,5.13,1.24,1.7,3.96,1.57,,,,,,,
Al Hamra,16/02/2023,06:00:00.125000,6.56,,,33.01,,,18.36,100.0,11.89125,,,,,0.0,,,,71.6,,,23.52465,,,,,,,,,,4.53,1.24,1.96,3.86,1.72,,,,,,,
Al Hamra,16/02/2023,07:00:00.130000,6.08,,,38.29,,,13.33,100.0,11.07,,,,,0.0,,,,99.8,,,26.627475,,,,,,,,,,4.27,1.01,2.42,2.94,2.14,,,,,,,
Al Hamra,16/02/2023,08:00:00.135000,7.39,,,52.45,,,8.3,100.0,10.6275,,,,,0.0,,,,127.3,,,33.58704,,,,,,,,,,3.89,0.94,2.65,2.93,2.42,,,,,,,
Al Hamra,16/02/2023,09:00:00.140000,5.88,,,46.68,,,9.05,100.0,10.815,,,,,0.0,,,,139.9,,,39.3633,,,,,,,,,,4.54,1.15,2.86,3.5,2.59,,,,,,,
Al Hamra,16/02/2023,10:00:00.145000,6.79,,,23.18,,,19.82,100.0,12.695,,,,,0.0,,,,146.9,,,40.296600000000005,,,,,,,,,,4.82,1.34,3.24,4.2,2.92,,,,,,,
Al Hamra,16/02/2023,11:00:00.150000,7.67,,,13.61,,,27.6,100.0,15.327499999999995,,,,,0.0,,,,146.7,,,32.92379999999999,,,,,,,,,,4.09,1.49,3.63,4.61,3.31,,,,,,,
Al Hamra,16/02/2023,12:00:00.155000,7.39,,,9.57,,,38.14,100.0,18.71125,,,,,0.0,,,,134.1,,,32.44317,,,,,,,,,,3.38,1.51,3.43,4.79,3.16,,,,,,,
Al Hamra,16/02/2023,13:00:00.160000,8.61,,,7.56,,,41.15,100.0,21.96875,,,,,0.0,,,,124.0,,,32.651775,,,,,,,,,,3.29,1.49,3.02,4.58,2.81,,,,,,,
Al Hamra,16/02/2023,14:00:00.165000,7.51,,,9.83,,,33.87,100.0,23.9075,,,,,0.0,,,,113.9,,,29.220525,,,,,,,,,,2.94,1.35,2.03,4.2,1.98,,,,,,,
Al Hamra,16/02/2023,15:00:00.170000,7.32,,,18.14,,,24.6,100.0,25.31625,,,,,0.0,,,,99.0,,,22.031275,,,,,,,,,,2.5,1.22,1.36,3.83,1.29,,,,,,,
Al Hamra,16/02/2023,16:00:00.175000,8.11,,,25.44,,,18.13,100.0,26.545,,,,,0.0,,,,88.9,,,21.51984,,,,,,,,,,2.12,1.02,1.14,3.15,1.03,,,,,,,
Al Hamra,16/02/2023,17:00:00.180000,6.79,,,34.32,,,11.33,100.0,26.83,,,,,0.0,,,,82.3,,,21.520800000000005,,,,,,,,,,2.07,0.9,1.01,2.52,0.9,,,,,,,
Al Hamra,16/02/2023,18:00:00.185000,6.66,,,41.04,,,11.33,100.0,25.768750000000004,,,,,0.0,,,,74.5,,,16.25085,,,,,,,,,,2.64,1.43,0.96,4.04,0.86,,,,,,,
Al Hamra,16/02/2023,19:00:00.190000,6.42,,,47.33,,,14.85,100.0,24.175,,,,,0.0,,,,64.1,,,15.17199,,,,,,,,,,3.11,1.58,0.91,4.46,0.83,,,,,,,
Al Hamra,16/02/2023,20:00:00.195000,7.6,,,65.21,,,9.82,100.0,20.635,,,,,0.0,,,,56.6,,,15.248475,,,,,,,,,,2.73,0.99,1.03,3.0,0.9,,,,,,,
Al Hamra,16/02/2023,21:00:00.200000,8.87,,,75.78,,,7.8,100.0,16.46625,,,,,0.0,,,,54.5,,,16.11315,,,,,,,,,,2.94,0.7,1.28,2.19,1.1,,,,,,,
Al Hamra,16/02/2023,22:00:00.205000,8.22,,,76.53,,,9.06,100.0,13.365,,,,,0.0,,,,62.9,,,15.21905,,,,,,,,,,3.28,0.82,1.84,2.49,1.59,,,,,,,
Al Hamra,16/02/2023,23:00:00.210000,8.41,100.0,7.304583333333333,66.46,100.0,39.84416666666667,21.4,100.0,12.965,0.0,,17.640677083333333,,0.0,,,,66.9,100.0,92.35416666666669,15.259980000000002,100.0,23.56390520833334,,,,,,,,4.07,0.87,2.15,2.71,1.95,,,,,,,
Al Hamra,17/02/2023,00:00:00.215000,7.97,,,55.64,,,36.5,100.0,15.26125,,,,,0.0,,,,54.5,,,13.052475,,,,,,,,,,4.5,0.82,2.29,2.56,2.06,,,,,,,
Al Hamra,17/02/2023,01:00:00.220000,10.77,,,44.05,,,49.59,100.0,20.04375,,,,,0.0,,,,40.6,,,9.9369,,,,,,,,,,4.28,1.01,2.69,3.1,2.44,,,,,,,
Al Hamra,17/02/2023,02:00:00.225000,8.5,,,33.23,,,54.62,100.0,25.455,,,,,0.0,,,,31.8,,,8.313025,,,,,,,,,,3.52,1.08,2.21,3.44,2.06,,,,,,,
Al Hamra,17/02/2023,03:00:00.230000,8.07,,,18.12,,,55.38,100.0,30.52125,,,,,0.0,,,,39.1,,,10.49595,,,,,,,,,,4.13,1.02,2.0,3.16,1.82,,,,,,,
Al Hamra,17/02/2023,04:00:00.235000,8.01,,,12.08,,,53.62,100.0,35.99625,,,,,0.0,,,,44.4,,,13.409325,,,,,,,,,,4.05,1.12,2.37,3.46,2.09,,,,,,,
Al Hamra,17/02/2023,05:00:00.240000,6.18,,,12.84,,,39.52,100.0,39.96125,,,,,0.0,,,,53.3,,,14.065830000000002,,,,,,,,,,3.57,1.16,2.74,3.66,2.48,,,,,,,
Al Hamra,17/02/2023,06:00:00.245000,7.85,,,20.65,,,25.68,100.0,42.03875,,,,,0.0,,,,58.6,,,16.47927,,,,,,,,,,3.15,1.23,3.07,3.83,2.74,,,,,,,
Al Hamra,17/02/2023,07:00:00.250000,6.29,,,30.46,,,13.34,100.0,41.03125,,,,,0.0,,,,72.5,,,19.709760000000003,,,,,,,,,,3.34,1.11,3.52,3.4,3.19,,,,,,,
Al Hamra,17/02/2023,08:00:00.255000,7.49,,,36.25,,,8.55,100.0,37.5375,,,,,0.0,,,,84.3,,,20.28425,,,,,,,,,,3.8,1.08,3.38,3.43,3.14,,,,,,,
Al Hamra,17/02/2023,09:00:00.260000,9.8,,,27.19,,,17.83,100.0,33.5675,,,,,0.0,,,,88.7,,,21.28101,,,,,,,,,,3.21,1.01,3.06,2.95,2.81,,,,,,,
Al Hamra,17/02/2023,10:00:00.265000,8.78,,,13.34,,,32.14,100.0,30.7575,,,,,0.0,,,,80.6,,,20.9718,,,,,,,,,,4.16,0.98,2.89,3.08,2.62,,,,,,,
Al Hamra,17/02/2023,11:00:00.270000,8.71,,,12.08,,,46.46,100.0,29.6425,,,,,0.0,,,,72.2,,,18.295425,,,,,,,,,,4.23,1.09,3.21,3.37,2.91,,,,,,,
Al Hamra,17/02/2023,12:00:00.275000,9.12,,,8.06,,,62.28,100.0,30.725,,,,,0.0,,,,61.1,,,12.63955,,,,,,,,,,4.33,1.08,3.6,3.3,2.73,,,,,,,
Al Hamra,17/02/2023,13:00:00.280000,8.69,,,8.31,,,72.57,100.0,34.85625,,,,,0.0,,,,46.7,,,10.24455,,,,,,,,,,4.55,1.07,2.2,3.31,2.68,,,,,,,
Al Hamra,17/02/2023,14:00:00.285000,5.99,,,11.83,,,69.81,100.0,40.3725,,,,,0.0,,,,34.8,,,10.362375,,,,,,,,,,4.29,0.79,2.12,2.46,1.95,,,,,,,
Al Hamra,17/02/2023,15:00:00.290000,6.03,,,20.65,,,54.74,100.0,45.5475,,,,,0.0,,,,40.7,,,11.99565,,,,,,,,,,3.5,0.57,1.67,1.78,1.55,,,,,,,
Al Hamra,17/02/2023,16:00:00.295000,7.27,,,29.96,,,43.44,100.0,49.908750000000005,,,,,0.0,,,,46.7,,,12.850599999999998,,,,,,,,,,2.61,0.6,1.45,1.88,1.31,,,,,,,
Al Hamra,17/02/2023,17:00:00.300000,6.08,,,28.19,,,48.97,100.0,53.80125,,,,,0.0,,,,62.9,,,15.64965,,,,,,,,,,2.13,0.76,1.35,2.35,1.24,,,,,,,
Al Hamra,17/02/2023,18:00:00.305000,8.01,,,22.16,,,58.76,100.0,57.12875,,,,,0.0,,,,61.6,,,16.071975000000002,,,,,,,,,,1.96,0.95,1.3,2.89,1.17,,,,,,,
Al Hamra,17/02/2023,19:00:00.310000,8.87,,,17.37,,,67.8,100.0,59.79624999999999,,,,,0.0,,,,55.5,,,12.9444,,,,,,,,,,2.0,1.06,1.28,3.38,1.17,,,,,,,
Al Hamra,17/02/2023,20:00:00.315000,8.36,,,12.34,,,74.08,100.0,61.27125,,,,,0.0,,,,54.9,,,15.008580000000002,,,,,,,,,,2.27,0.8,1.28,2.51,1.15,,,,,,,
