Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation
Baniyas School,01/11/2023,21:00:00,3.25,,3.94,59.66,,40.04,41.58,,68.7,,,,,,,,,91.1,,79.6,26.7,,23.79,30.34,30.6,1010.8,43.15,14.28,2.5,3.26,,,,,,,,,50.65,
Baniyas School,01/11/2023,22:00:00,3.38,,3.94,63.02,,40.04,54.11,,64.93,,,,,,,,,90.3,,79.6,19.8,,23.79,30.07,30.44,1010.7,47.32,2.45,2.57,3.14,,,,,,,,,50.73,
Baniyas School,01/11/2023,23:00:00,3.4,,3.94,60.07,,40.04,38.94,,59.65,,,,,,,,,78.3,,79.6,17.0,,23.79,29.76,30.1,1010.6,50.55,9.42,2.15,3.18,,,,,,,,,49.52,
Baniyas School,02/11/2023,00:00:00,4.13,,3.76,74.03,,32.94,18.51,,51.23,,,,,,,,,64.1,,98.56,29.6,,28.21,28.85,29.3,1010.3,52.39,9.14,1.88,3.01,,,,,,,,,49.09,
Baniyas School,02/11/2023,01:00:00,3.86,,3.76,62.97,,32.94,12.33,,40.68,,,,,,,,,67.0,,98.56,27.5,,28.21,28.36,28.67,1009.9,53.58,23.73,1.68,3.12,,,,,,,,,47.68,
Baniyas School,02/11/2023,02:00:00,2.98,,3.76,48.38,,32.94,14.81,,32.77,,,,,,,,,78.7,,98.56,23.2,,28.21,27.56,27.93,1009.7,51.28,64.52,0.9,3.32,,,,,,,,,47.55,
Baniyas School,02/11/2023,03:00:00,3.57,,3.76,30.39,,32.94,23.22,,29.33,,,,,,,,,63.7,,98.56,21.5,,28.21,26.53,26.97,1009.6,54.01,88.94,1.14,2.91,,,,,,,,,47.57,
Baniyas School,02/11/2023,04:00:00,3.59,,3.76,16.52,,32.94,28.41,,28.99,,,,,,,,,48.1,,98.56,25.3,,28.21,26.22,26.67,1009.7,57.34,101.34,1.32,3.09,,,,,,,,,46.85,
Baniyas School,02/11/2023,05:00:00,3.46,,3.76,13.95,,32.94,30.76,,27.64,,,,,,,,,44.9,,98.56,21.2,,28.21,25.22,25.49,1009.9,57.6,129.15,2.12,3.19,,,,,,,,,47.33,
Baniyas School,02/11/2023,06:00:00,3.48,,3.76,11.64,,32.94,34.25,,25.15,,,,,,,,,58.9,,98.56,24.9,,28.21,25.87,26.1,1010.1,57.66,136.17,2.28,3.13,,,,,,,,,56.71,
Baniyas School,02/11/2023,07:00:00,3.45,,3.76,21.85,,32.94,38.87,,25.14,,,,,,,,,74.9,,98.56,27.1,,28.21,26.26,26.61,1010.8,57.93,135.1,2.41,3.1,,,,,,,,,54.41,
Baniyas School,02/11/2023,08:00:00,3.71,,3.76,32.07,,32.94,36.87,,27.44,,,,,,,,,90.9,,98.56,27.1,,28.21,26.83,26.9,1011.5,55.44,139.29,2.95,3.16,,,,,,,,,57.49,
Baniyas School,02/11/2023,09:00:00,3.04,,3.76,20.38,,32.94,54.51,,32.71,,,,,,,,,133.3,,98.56,29.0,,28.21,29.22,29.02,1012.2,51.44,159.76,3.99,3.29,,,,,,,,,52.99,
Baniyas School,02/11/2023,10:00:00,3.09,,3.76,13.64,,32.94,60.8,,38.46,,,,,,,,,163.5,,98.56,29.1,,28.21,31.41,30.93,1012.7,47.53,169.16,3.66,3.37,,,,,,,,,53.52,
Baniyas School,02/11/2023,11:00:00,3.08,,3.76,10.35,,32.94,64.48,,43.62,,,,,,,,,168.1,,98.56,36.0,,28.21,33.68,32.95,1012.5,40.09,179.97,3.7,3.05,,,,,,,,,54.63,
Baniyas School,02/11/2023,12:00:00,3.05,,3.76,8.08,,32.94,61.52,,47.76,,,,,,,,,184.6,,98.56,37.9,,28.21,35.32,34.45,1011.8,31.54,178.98,3.34,3.23,,,,,,,,,51.8,
Baniyas School,02/11/2023,13:00:00,3.32,,3.76,7.84,,32.94,58.99,,51.29,,,,,,,,,180.4,,98.56,30.1,,28.21,36.41,35.55,1010.9,24.73,184.88,2.46,3.35,,,,,,,,,57.16,
Baniyas School,02/11/2023,14:00:00,3.28,,3.76,6.44,,32.94,54.42,,53.81,,,,,,,,,138.3,,98.56,33.3,,28.21,36.84,36.29,1010.1,26.53,169.32,1.5,3.3,,,,,,,,,55.47,
Baniyas School,02/11/2023,15:00:00,3.38,,3.76,13.2,,32.94,52.21,,55.48,,,,,,,,,89.8,,98.56,25.2,,28.21,36.41,36.22,1009.5,30.84,149.94,1.89,3.13,,,,,,,,,55.22,
Baniyas School,02/11/2023,16:00:00,3.24,,3.76,9.25,,32.94,57.37,,58.04,,,,,,,,,61.0,,98.56,28.7,,28.21,35.62,35.78,1009.2,33.16,140.14,1.41,3.12,,,,,,,,,55.99,
Baniyas School,02/11/2023,17:00:00,3.35,,3.76,14.82,,32.94,55.31,,58.14,,,,,,,,,54.1,,98.56,23.8,,28.21,35.09,35.29,1008.9,39.52,96.31,0.97,3.09,,,,,,,,,51.25,
Baniyas School,02/11/2023,18:00:00,3.05,,3.76,34.97,,32.94,38.07,,55.3,,,,,,,,,54.8,,98.56,24.1,,28.21,34.07,34.6,1008.9,46.09,46.51,0.72,3.11,,,,,,,,,62.26,
Baniyas School,02/11/2023,19:00:00,4.41,,3.76,82.37,,32.94,14.7,,49.07,,,,,,,,,73.2,,98.56,27.6,,28.21,32.48,33.58,1009.6,47.95,5.92,1.31,3.49,,,,,,,,,50.16,
Baniyas School,02/11/2023,20:00:00,6.12,,3.76,88.31,,32.94,8.1,,42.4,,,,,,,,,107.2,,98.56,29.7,,28.21,30.99,31.58,1010.4,48.48,3.56,1.53,3.26,,,,,,,,,59.95,
Baniyas School,02/11/2023,21:00:00,5.35,,3.76,84.25,,32.94,20.15,,37.54,,,,,,,,,125.5,,98.56,30.6,,28.21,30.47,30.88,1010.7,49.27,25.92,1.56,3.39,,,,,,,,,50.62,
Baniyas School,02/11/2023,22:00:00,4.98,,3.76,36.63,,32.94,58.99,,38.11,,,,,,,,,127.9,,98.56,31.8,,28.21,29.74,29.99,1010.5,50.47,38.81,1.99,3.27,,,,,,,,,50.54,
Baniyas School,02/11/2023,23:00:00,5.33,,3.76,48.17,,32.94,33.41,,35.76,,,,,,,,,112.6,,98.56,32.8,,28.21,28.69,29.13,1010.2,51.75,96.44,1.05,3.08,,,,,,,,,49.06,
Baniyas School,03/11/2023,00:00:00,5.76,,3.86,46.17,,34.35,32.13,,32.61,,,,,,,,,113.4,,114.76,26.9,,36.35,27.86,28.33,1009.8,52.03,97.84,0.92,2.97,,,,,,,,,48.65,
Baniyas School,03/11/2023,01:00:00,4.11,,3.86,46.75,,34.35,37.92,,30.43,,,,,,,,,111.0,,114.76,33.9,,36.35,27.27,27.72,1009.5,53.4,102.44,1.1,3.5,,,,,,,,,48.42,
Baniyas School,03/11/2023,02:00:00,3.19,,3.86,39.48,,34.35,52.02,,32.18,,,,,,,,,102.6,,114.76,28.4,,36.35,26.69,27.15,1009.3,55.29,108.3,0.94,3.3,,,,,,,,,48.0,
Baniyas School,03/11/2023,03:00:00,4.0,,3.86,37.82,,34.35,40.69,,35.43,,,,,,,,,105.0,,114.76,24.9,,36.35,25.7,26.02,1009.2,57.83,128.67,0.96,3.28,,,,,,,,,47.84,
Baniyas School,03/11/2023,04:00:00,3.96,,3.86,30.46,,34.35,44.6,,39.99,,,,,,,,,86.3,,114.76,36.3,,36.35,25.3,25.62,1009.1,60.06,136.85,0.92,3.29,,,,,,,,,47.53,
Baniyas School,03/11/2023,05:00:00,3.41,,3.86,25.84,,34.35,45.52,,43.16,,,,,,,,,83.8,,114.76,42.4,,36.35,25.26,25.51,1009.1,60.6,153.71,1.37,3.24,,,,,,,,,47.45,
Baniyas School,03/11/2023,06:00:00,3.16,,3.86,37.79,,34.35,34.2,,40.06,,,,,,,,,98.7,,114.76,38.5,,36.35,25.27,25.69,1009.6,61.11,171.87,0.68,3.17,,,,,,,,,59.41,
Baniyas School,03/11/2023,07:00:00,3.98,,3.86,60.37,,34.35,23.37,,38.81,,,,,,,,,108.4,,114.76,41.1,,36.35,25.81,26.08,1010.3,62.06,198.01,1.19,3.28,,,,,,,,,51.46,
Baniyas School,03/11/2023,08:00:00,3.56,,3.86,69.94,,34.35,24.53,,37.86,,,,,,,,,131.5,,114.76,43.9,,36.35,26.57,26.96,1010.9,60.97,215.36,1.12,3.5,,,,,,,,,54.93,
Baniyas School,03/11/2023,09:00:00,3.75,,3.86,47.45,,34.35,39.78,,38.09,,,,,,,,,157.9,,114.76,41.4,,36.35,28.25,28.31,1011.3,54.44,212.29,1.22,3.61,,,,,,,,,52.88,
Baniyas School,03/11/2023,10:00:00,3.38,,3.86,38.41,,34.35,50.49,,37.9,,,,,,,,,163.9,,114.76,44.5,,36.35,30.01,30.03,1011.6,43.59,230.66,1.09,3.39,,,,,,,,,57.92,
Baniyas School,03/11/2023,11:00:00,3.36,,3.86,31.62,,34.35,60.91,,40.42,,,,,,,,,141.5,,114.76,39.1,,36.35,31.34,31.53,1011.2,35.2,264.27,1.37,3.16,,,,,,,,,59.34,
Baniyas School,03/11/2023,12:00:00,3.35,,3.86,35.47,,34.35,69.6,,43.55,,,,,,,,,145.6,,114.76,42.1,,36.35,33.92,33.65,1010.2,29.11,234.9,1.34,3.3,,,,,,,,,54.98,
Baniyas School,03/11/2023,13:00:00,3.89,,3.86,31.01,,34.35,78.91,,47.72,,,,,,,,,154.5,,114.76,37.3,,36.35,34.65,34.56,1009.3,23.88,270.64,1.6,3.29,,,,,,,,,56.79,
Baniyas School,03/11/2023,14:00:00,3.33,,3.86,19.11,,34.35,96.51,,55.51,,,,,,,,,133.6,,114.76,38.8,,36.35,35.27,35.31,1008.3,19.97,303.07,1.05,3.42,,,,,,,,,73.04,
Baniyas School,03/11/2023,15:00:00,3.7,,3.86,20.83,,34.35,103.53,,65.53,,,,,,,,,122.6,,114.76,35.1,,36.35,34.52,34.58,1007.8,20.92,341.92,2.31,3.21,,,,,,,,,51.73,
Baniyas School,03/11/2023,16:00:00,3.34,,3.86,20.55,,34.35,145.3,,80.63,,,,,,,,,113.4,,114.76,32.9,,36.35,33.78,33.96,1007.7,27.84,344.06,2.34,3.04,,,,,,,,,54.35,
Baniyas School,03/11/2023,17:00:00,3.19,,3.86,23.47,,34.35,150.98,,94.53,,,,,,,,,95.5,,114.76,37.5,,36.35,32.26,32.33,1008.0,35.75,351.43,3.35,3.05,,,,,,,,,52.07,
Baniyas School,03/11/2023,18:00:00,3.04,,3.86,22.74,,34.35,124.53,,103.78,,,,,,,,,98.8,,114.76,33.1,,36.35,31.02,31.18,1008.2,43.41,351.56,3.85,3.14,,,,,,,,,56.39,
Baniyas School,03/11/2023,19:00:00,3.05,,3.86,27.38,,34.35,83.13,,106.56,,,,,,,,,100.0,,114.76,31.1,,36.35,30.18,30.43,1008.5,50.01,351.47,3.1,3.38,,,,,,,,,55.38,
Baniyas School,03/11/2023,20:00:00,4.04,,3.86,24.15,,34.35,69.36,,106.53,,,,,,,,,96.6,,114.76,37.1,,36.35,29.87,30.16,1008.8,51.41,350.77,3.11,3.13,,,,,,,,,58.4,
Baniyas School,03/11/2023,21:00:00,4.61,,3.86,21.31,,34.35,63.43,,104.6,,,,,,,,,104.2,,114.76,33.2,,36.35,29.47,29.8,1009.0,54.58,349.71,2.37,3.09,,,,,,,,,50.25,
Baniyas School,03/11/2023,22:00:00,5.5,,3.86,28.49,,34.35,43.78,,98.0,,,,,,,,,100.4,,114.76,41.8,,36.35,29.08,29.5,1009.1,55.75,351.95,1.45,3.12,,,,,,,,,49.37,
Baniyas School,03/11/2023,23:00:00,6.07,,3.86,37.74,,34.35,36.14,,89.58,,,,,,,,,85.1,,114.76,31.1,,36.35,28.78,29.14,1009.1,55.87,344.42,0.58,3.12,,,,,,,,,49.79,
Baniyas School,04/11/2023,00:00:00,7.02,,4.4,37.18,,35.08,28.13,,74.94,,,,,,,,,64.1,,67.25,26.3,,29.08,28.46,28.76,1008.9,56.02,344.69,0.53,3.17,,,,,,,,,51.96,
Baniyas School,04/11/2023,01:00:00,4.24,,4.4,52.52,,35.08,16.85,,58.17,,,,,,,,,61.4,,67.25,27.6,,29.08,28.24,28.54,1008.6,56.65,329.74,0.36,3.13,,,,,,,,,51.18,
Baniyas School,04/11/2023,02:00:00,3.12,,4.4,43.33,,35.08,25.23,,45.76,,,,,,,,,65.9,,67.25,25.9,,29.08,28.08,28.41,1008.3,55.54,336.6,0.63,3.8,,,,,,,,,50.01,
Baniyas School,04/11/2023,03:00:00,3.48,,4.4,30.43,,35.08,34.57,,39.69,,,,,,,,,62.8,,67.25,27.7,,29.08,27.81,28.18,1008.0,54.3,346.59,0.86,3.78,,,,,,,,,49.39,
Baniyas School,04/11/2023,04:00:00,4.81,,4.4,38.98,,35.08,18.33,,33.31,,,,,,,,,62.7,,67.25,35.7,,29.08,27.19,27.8,1007.9,54.42,36.66,0.29,4.53,,,,,,,,,48.47,
Baniyas School,04/11/2023,05:00:00,4.38,,4.4,48.3,,35.08,3.78,,25.85,,,,,,,,,57.2,,67.25,35.4,,29.08,26.02,26.55,1008.0,54.55,130.46,0.92,4.07,,,,,,,,,49.65,
Baniyas School,04/11/2023,06:00:00,4.53,,4.4,54.92,,35.08,3.32,,20.79,,,,,,,,,60.8,,67.25,26.5,,29.08,25.85,26.2,1008.2,54.84,147.87,0.74,4.46,,,,,,,,,57.74,
Baniyas School,04/11/2023,07:00:00,4.75,,4.4,50.99,,35.08,3.31,,16.69,,,,,,,,,76.1,,67.25,26.9,,29.08,26.11,26.36,1008.6,55.87,188.28,0.64,3.21,,,,,,,,,48.92,
Baniyas School,04/11/2023,08:00:00,5.58,,4.4,54.89,,35.08,4.7,,13.76,,,,,,,,,88.5,,67.25,29.3,,29.08,27.39,27.6,1009.1,54.17,183.76,0.78,4.58,,,,,,,,,48.98,
Baniyas School,04/11/2023,09:00:00,5.89,,4.4,40.25,,35.08,18.02,,13.91,,,,,,,,,88.9,,67.25,29.3,,29.08,29.06,29.17,1009.8,49.51,161.21,1.39,3.61,,,,,,,,,51.32,
Baniyas School,04/11/2023,10:00:00,5.88,,4.4,25.76,,35.08,38.86,,15.61,,,,,,,,,78.0,,67.25,30.0,,29.08,30.71,30.33,1010.3,44.49,177.0,1.57,2.86,,,,,,,,,53.27,
Baniyas School,04/11/2023,11:00:00,6.21,,4.4,21.23,,35.08,55.64,,18.25,,,,,,,,,60.6,,67.25,30.8,,29.08,32.21,32.18,1009.9,39.04,286.7,0.62,2.96,,,,,,,,,54.94,
Baniyas School,04/11/2023,12:00:00,6.18,,4.4,26.78,,35.08,48.93,,22.07,,,,,,,,,58.6,,67.25,38.4,,29.08,29.67,30.17,1009.2,32.68,154.45,0.52,3.2,,,,,,,,,54.49,
Baniyas School,04/11/2023,13:00:00,4.27,,4.4,17.93,,35.08,49.79,,27.82,,,,,,,,,69.1,,67.25,28.7,,29.08,31.41,31.32,1008.3,28.61,270.56,0.14,3.05,,,,,,,,,55.14,
Baniyas School,04/11/2023,14:00:00,3.43,,4.4,11.78,,35.08,61.16,,35.05,,,,,,,,,68.7,,67.25,27.3,,29.08,32.32,32.12,1007.7,26.0,347.93,3.1,3.24,,,,,,,,,51.05,
Baniyas School,04/11/2023,15:00:00,3.45,,4.4,10.68,,35.08,62.73,,42.48,,,,,,,,,63.5,,67.25,29.5,,29.08,32.26,32.23,1007.0,33.13,340.25,2.89,2.97,,,,,,,,,51.39,
Baniyas School,04/11/2023,16:00:00,3.36,,4.4,11.01,,35.08,65.38,,50.06,,,,,,,,,59.8,,67.25,25.3,,29.08,31.57,31.45,1007.1,36.16,347.74,3.51,3.18,,,,,,,,,63.91,
Baniyas School,04/11/2023,17:00:00,3.66,,4.4,17.18,,35.08,62.31,,55.6,,,,,,,,,56.7,,67.25,24.7,,29.08,30.78,30.94,1007.4,40.64,346.76,2.89,3.21,,,,,,,,,54.64,
Baniyas School,04/11/2023,18:00:00,3.12,,4.4,21.54,,35.08,61.62,,58.45,,,,,,,,,64.2,,67.25,29.0,,29.08,30.04,30.3,1007.6,43.93,347.15,2.63,3.0,,,,,,,,,62.98,
Baniyas School,04/11/2023,19:00:00,3.01,,4.4,25.22,,35.08,55.04,,58.37,,,,,,,,,65.5,,67.25,23.2,,29.08,29.47,29.76,1008.0,47.31,345.31,1.83,3.16,,,,,,,,,51.22,
Baniyas School,04/11/2023,20:00:00,3.1,,4.4,31.19,,35.08,47.22,,58.16,,,,,,,,,70.4,,67.25,28.4,,29.08,29.09,29.36,1008.5,48.52,344.48,1.05,3.28,,,,,,,,,62.33,
Baniyas School,04/11/2023,21:00:00,3.07,,4.4,38.01,,35.08,34.76,,56.28,,,,,,,,,73.2,,67.25,31.8,,29.08,28.69,29.01,1008.8,49.88,341.36,0.65,3.2,,,,,,,,,51.78,
Baniyas School,04/11/2023,22:00:00,4.7,,4.4,62.29,,35.08,16.68,,50.72,,,,,,,,,70.4,,67.25,33.9,,29.08,28.3,28.69,1009.0,51.18,331.41,0.3,3.3,,,,,,,,,50.59,
Baniyas School,04/11/2023,23:00:00,4.47,,4.4,69.5,,35.08,19.23,,45.28,,,,,,,,,67.0,,67.25,26.3,,29.08,28.34,28.68,1009.1,51.86,280.17,0.89,3.66,,,,,,,,,51.38,
Baniyas School,05/11/2023,00:00:00,4.99,,3.85,48.85,,35.98,37.55,,41.8,,,,,,,,,67.9,,72.55,31.1,,35.15,28.34,28.67,1008.7,53.72,276.77,1.19,3.79,,,,,,,,,51.56,
Baniyas School,05/11/2023,01:00:00,4.11,,3.85,71.8,,35.98,17.33,,36.18,,,,,,,,,64.5,,72.55,40.6,,35.15,27.78,28.21,1008.3,54.61,222.67,0.87,3.8,,,,,,,,,48.33,
Baniyas School,05/11/2023,02:00:00,3.48,,3.85,62.14,,35.98,19.44,,30.91,,,,,,,,,74.6,,72.55,32.7,,35.15,27.09,27.43,1008.1,54.31,210.62,1.25,5.78,,,,,,,,,47.63,
Baniyas School,05/11/2023,03:00:00,3.57,,3.85,45.02,,35.98,28.89,,27.64,,,,,,,,,87.4,,72.55,35.9,,35.15,26.52,26.79,1007.9,52.39,234.1,1.29,3.97,,,,,,,,,47.85,
Baniyas School,05/11/2023,04:00:00,3.28,,3.85,30.35,,35.98,42.63,,27.06,,,,,,,,,74.7,,72.55,34.9,,35.15,26.29,26.51,1008.0,53.24,227.65,1.35,3.91,,,,,,,,,48.35,
Baniyas School,05/11/2023,05:00:00,3.31,,3.85,26.57,,35.98,39.69,,27.68,,,,,,,,,65.8,,72.55,39.8,,35.15,25.8,26.06,1008.2,54.77,224.7,1.63,4.63,,,,,,,,,48.52,
Baniyas School,05/11/2023,06:00:00,3.68,,3.85,27.41,,35.98,39.98,,30.59,,,,,,,,,75.7,,72.55,39.6,,35.15,25.29,25.49,1008.5,52.5,213.44,1.83,4.12,,,,,,,,,58.97,
Baniyas School,05/11/2023,07:00:00,3.02,,3.85,38.11,,35.98,32.25,,32.22,,,,,,,,,69.4,,72.55,40.8,,35.15,25.06,25.18,1009.0,53.47,218.31,1.78,3.24,,,,,,,,,51.85,
Baniyas School,05/11/2023,08:00:00,3.38,,3.85,52.16,,35.98,28.74,,31.12,,,,,,,,,64.8,,72.55,41.6,,35.15,26.05,26.13,1009.6,51.7,223.32,1.81,3.27,,,,,,,,,50.53,
Baniyas School,05/11/2023,09:00:00,3.61,,3.85,46.14,,35.98,39.58,,33.9,,,,,,,,,95.6,,72.55,40.7,,35.15,28.14,27.85,1010.2,45.47,230.67,2.07,3.3,,,,,,,,,52.0,
Baniyas School,05/11/2023,10:00:00,3.35,,3.85,30.46,,35.98,54.75,,38.31,,,,,,,,,115.5,,72.55,39.0,,35.15,30.49,30.05,1010.5,37.74,242.05,1.95,3.14,,,,,,,,,51.69,
Baniyas School,05/11/2023,11:00:00,4.48,,3.85,16.65,,35.98,69.42,,43.38,,,,,,,,,96.0,,72.55,39.2,,35.15,29.63,29.72,1010.2,34.64,292.92,1.14,3.25,,,,,,,,,53.55,
Baniyas School,05/11/2023,12:00:00,4.25,,3.85,15.37,,35.98,75.08,,47.44,,,,,,,,,78.4,,72.55,36.8,,35.15,30.46,30.3,1009.6,28.94,278.39,2.51,3.31,,,,,,,,,50.18,
Baniyas School,05/11/2023,13:00:00,3.79,,3.85,11.91,,35.98,83.22,,52.88,,,,,,,,,79.3,,72.55,31.7,,35.15,31.72,31.56,1008.8,23.67,294.13,2.23,3.19,,,,,,,,,54.01,
Baniyas School,05/11/2023,14:00:00,4.63,,3.85,11.5,,35.98,83.25,,58.29,,,,,,,,,78.2,,72.55,33.6,,35.15,32.38,32.21,1008.0,19.91,309.52,2.27,3.34,,,,,,,,,51.65,
Baniyas School,05/11/2023,15:00:00,4.98,,3.85,13.26,,35.98,91.95,,65.75,,,,,,,,,71.8,,72.55,34.9,,35.15,32.22,32.27,1007.6,18.63,326.61,2.38,3.6,,,,,,,,,50.91,
Baniyas School,05/11/2023,16:00:00,3.52,,3.85,13.79,,35.98,94.07,,73.92,,,,,,,,,61.3,,72.55,26.1,,35.15,31.76,31.5,1007.5,31.88,348.76,3.41,3.17,,,,,,,,,57.86,
Baniyas School,05/11/2023,17:00:00,3.63,,3.85,15.23,,35.98,80.84,,79.07,,,,,,,,,55.8,,72.55,33.7,,35.15,31.1,30.98,1007.6,37.93,350.55,4.35,3.48,,,,,,,,,52.0,
Baniyas School,05/11/2023,18:00:00,4.28,,3.85,18.91,,35.98,67.69,,80.69,,,,,,,,,57.0,,72.55,25.9,,35.15,30.24,30.46,1008.0,41.84,348.8,2.99,3.27,,,,,,,,,61.0,
Baniyas School,05/11/2023,19:00:00,2.84,,3.85,26.34,,35.98,55.09,,78.9,,,,,,,,,51.1,,72.55,27.3,,35.15,29.54,29.81,1008.6,45.22,344.14,1.52,2.84,,,,,,,,,57.03,
