Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation
Baniyas School,04/10/2023,08:00:00,3.69,,4.42,56.83,,27.0,36.03,,54.13,,,,,,,,,84.9,,84.22,35.1,,41.32,29.58,29.82,1007.2,64.37,144.1,1.24,3.12,,,,,,,,,55.53,
Baniyas School,04/10/2023,09:00:00,3.68,,4.42,42.85,,27.0,65.65,,50.78,,,,,,,,,102.8,,84.22,38.8,,41.32,31.69,31.39,1007.7,50.92,139.3,1.56,3.11,,,,,,,,,55.87,
Baniyas School,04/10/2023,10:00:00,3.83,,4.42,34.45,,27.0,83.53,,50.06,,,,,,,,,103.1,,84.22,45.8,,41.32,35.21,34.95,1007.7,37.64,111.11,0.77,3.22,,,,,,,,,54.55,
Baniyas School,04/10/2023,11:00:00,3.02,,4.42,25.49,,27.0,122.37,,57.98,,,,,,,,,112.2,,84.22,43.7,,41.32,38.2,38.28,1007.5,25.91,67.18,0.73,3.43,,,,,,,,,56.34,
Baniyas School,04/10/2023,12:00:00,3.02,,4.42,24.01,,27.0,94.21,,64.56,,,,,,,,,104.0,,84.22,44.5,,41.32,40.8,41.03,1006.8,19.24,309.38,0.64,3.04,,,,,,,,,53.76,
Baniyas School,04/10/2023,13:00:00,4.38,,4.42,18.59,,27.0,110.36,,74.59,,,,,,,,,76.7,,84.22,44.8,,41.32,41.18,41.08,1005.9,18.25,300.49,1.44,3.14,,,,,,,,,63.51,
Baniyas School,04/10/2023,14:00:00,4.75,,4.42,20.46,,27.0,144.95,,86.65,,,,,,,,,78.3,,84.22,40.3,,41.32,41.94,41.3,1005.0,17.83,351.3,2.51,3.05,,,,,,,,,55.35,
Baniyas School,04/10/2023,15:00:00,4.77,,4.42,19.15,,27.0,164.14,,102.66,,,,,,,,,68.5,,84.22,37.5,,41.32,41.36,40.4,1004.5,20.82,354.35,3.77,2.9,,,,,,,,,62.2,
Baniyas School,04/10/2023,16:00:00,4.15,,4.42,16.66,,27.0,121.51,,113.34,,,,,,,,,87.4,,84.22,43.5,,41.32,40.03,39.16,1004.4,22.0,352.65,5.08,3.02,,,,,,,,,63.16,
Baniyas School,04/10/2023,17:00:00,4.04,,4.42,18.62,,27.0,157.58,,124.83,,,,,,,,,93.5,,84.22,38.3,,41.32,38.06,37.49,1004.7,31.04,353.74,5.19,2.88,,,,,,,,,61.72,
Baniyas School,04/10/2023,18:00:00,6.99,,4.42,25.33,,27.0,164.63,,134.97,,,,,,,,,103.9,,84.22,44.8,,41.32,36.02,35.89,1005.1,40.96,354.15,4.81,2.91,,,,,,,,,56.93,
Baniyas School,04/10/2023,19:00:00,6.4,,4.42,28.9,,27.0,130.11,,135.94,,,,,,,,,91.9,,84.22,50.6,,41.32,34.17,34.29,1005.4,54.81,355.45,4.7,3.29,,,,,,,,,60.76,
Baniyas School,04/10/2023,20:00:00,6.12,,4.42,25.47,,27.0,104.82,,137.26,,,,,,,,,94.4,,84.22,45.6,,41.32,33.2,33.33,1005.7,63.72,355.43,4.28,3.15,,,,,,,,,64.6,
Baniyas School,04/10/2023,21:00:00,5.88,,4.42,19.95,,27.0,89.54,,134.66,,,,,,,,,76.6,,84.22,47.6,,41.32,32.71,32.86,1006.3,69.83,3.53,3.37,2.85,,,,,,,,,53.46,
Baniyas School,04/10/2023,22:00:00,5.23,,4.42,17.85,,27.0,91.2,,127.94,,,,,,,,,69.2,,84.22,43.8,,41.32,32.29,32.35,1006.7,70.08,21.02,2.93,3.09,,,,,,,,,50.36,
Baniyas School,04/10/2023,23:00:00,5.45,,4.42,21.89,,27.0,74.57,,116.75,,,,,,,,,76.2,,84.22,49.6,,41.32,31.96,32.16,1006.6,67.97,16.09,2.31,3.0,,,,,,,,,49.96,
Baniyas School,05/10/2023,00:00:00,3.22,,3.63,42.29,,36.41,46.73,,107.4,,,,,,,,,80.8,,103.26,55.8,,66.37,31.41,31.68,1006.2,69.05,7.97,2.13,3.27,,,,,,,,,49.6,
Baniyas School,05/10/2023,01:00:00,3.25,,3.63,24.06,,36.41,76.45,,97.26,,,,,,,,,86.8,,103.26,46.6,,66.37,30.94,31.17,1005.8,68.89,15.19,1.47,2.98,,,,,,,,,49.56,
Baniyas School,05/10/2023,02:00:00,3.77,,3.63,57.97,,36.41,26.85,,80.03,,,,,,,,,61.8,,103.26,54.7,,66.37,30.18,30.66,1005.5,70.75,2.38,0.83,3.45,,,,,,,,,49.17,
Baniyas School,05/10/2023,03:00:00,3.23,,3.63,51.93,,36.41,30.33,,67.56,,,,,,,,,65.3,,103.26,51.8,,66.37,29.57,30.19,1005.2,72.07,352.79,0.67,3.38,,,,,,,,,49.32,
Baniyas School,05/10/2023,04:00:00,3.29,,3.63,42.15,,36.41,32.02,,58.46,,,,,,,,,75.0,,103.26,49.8,,66.37,29.07,29.62,1005.0,73.63,39.82,0.37,3.45,,,,,,,,,49.25,
Baniyas School,05/10/2023,05:00:00,3.73,,3.63,46.41,,36.41,12.07,,48.78,,,,,,,,,71.1,,103.26,56.4,,66.37,28.3,28.81,1005.4,74.69,108.06,0.45,3.72,,,,,,,,,49.09,
Baniyas School,05/10/2023,06:00:00,3.63,,3.63,33.08,,36.41,19.32,,39.79,,,,,,,,,81.9,,103.26,55.5,,66.37,27.56,28.16,1005.9,76.05,101.28,0.76,3.6,,,,,,,,,63.32,
Baniyas School,05/10/2023,07:00:00,3.28,,3.63,43.23,,36.41,14.09,,32.23,,,,,,,,,85.5,,103.26,63.4,,66.37,27.36,27.67,1006.4,77.75,125.73,0.51,3.04,,,,,,,,,53.71,
Baniyas School,05/10/2023,08:00:00,4.11,,3.63,58.65,,36.41,7.65,,27.35,,,,,,,,,95.3,,103.26,62.9,,66.37,28.88,29.29,1006.9,72.74,72.93,0.65,3.49,,,,,,,,,56.5,
Baniyas School,05/10/2023,09:00:00,3.24,,3.63,58.58,,36.41,18.21,,20.07,,,,,,,,,102.7,,103.26,63.1,,66.37,31.68,32.81,1007.3,67.01,1.11,0.14,3.17,,,,,,,,,56.01,
Baniyas School,05/10/2023,10:00:00,3.08,,3.63,41.98,,36.41,59.64,,24.17,,,,,,,,,125.8,,103.26,72.2,,66.37,33.84,34.39,1007.7,67.12,334.19,0.7,3.2,,,,,,,,,55.41,
Baniyas School,05/10/2023,11:00:00,3.22,,3.63,55.69,,36.41,59.86,,27.86,,,,,,,,,132.6,,103.26,69.8,,66.37,36.13,36.18,1007.4,53.9,235.75,0.75,3.66,,,,,,,,,56.5,
Baniyas School,05/10/2023,12:00:00,4.09,,3.63,56.03,,36.41,116.15,,38.37,,,,,,,,,132.2,,103.26,68.6,,66.37,38.27,38.03,1006.6,43.02,271.67,1.13,2.91,,,,,,,,,54.04,
Baniyas School,05/10/2023,13:00:00,3.88,,3.63,37.19,,36.41,193.1,,61.0,,,,,,,,,124.7,,103.26,72.5,,66.37,38.77,38.62,1005.8,43.07,295.65,1.58,3.13,,,,,,,,,62.72,
Baniyas School,05/10/2023,14:00:00,4.67,,3.63,26.54,,36.41,192.9,,82.7,,,,,,,,,133.7,,103.26,71.4,,66.37,38.94,38.65,1005.0,42.48,319.22,1.93,3.23,,,,,,,,,60.06,
Baniyas School,05/10/2023,15:00:00,3.77,,3.63,22.57,,36.41,186.86,,104.3,,,,,,,,,123.2,,103.26,73.6,,66.37,39.03,38.61,1004.3,44.19,330.78,2.04,3.3,,,,,,,,,58.59,
Baniyas School,05/10/2023,16:00:00,3.67,,3.63,23.14,,36.41,149.44,,122.02,,,,,,,,,99.5,,103.26,69.4,,66.37,38.64,38.17,1003.9,43.39,345.26,3.05,3.05,,,,,,,,,61.62,
Baniyas School,05/10/2023,17:00:00,3.34,,3.63,19.42,,36.41,139.09,,137.13,,,,,,,,,94.1,,103.26,71.5,,66.37,37.7,37.17,1003.9,42.19,351.85,4.16,3.19,,,,,,,,,55.98,
Baniyas School,05/10/2023,18:00:00,4.03,,3.63,20.44,,36.41,161.19,,149.82,,,,,,,,,116.8,,103.26,67.8,,66.37,35.34,35.29,1004.0,55.68,351.31,4.21,3.32,,,,,,,,,54.22,
Baniyas School,05/10/2023,19:00:00,3.97,,3.63,23.91,,36.41,160.37,,162.39,,,,,,,,,110.3,,103.26,79.1,,66.37,33.6,33.65,1004.2,66.26,349.57,3.25,3.47,,,,,,,,,61.42,
