Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
ShkMohdBinZayedRd,01/05/2023,00:00:00,6.811999999999999,,,63.732,,,22.1706,,,,,,0.6412000000000001,,,,,84.0,,,47.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,01:00:00,6.55,,,64.672,,,14.3226,,,,,,0.46945,,,,,89.0,,,43.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,01:59:59.990000,4.454,,,41.548,,,33.9426,,,,,,0.3320499999999999,,,,,93.0,,,41.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,02:59:59.985000,4.454,,,53.956,,,25.7022,,,,,,0.3206,,,,,90.0,,,39.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,03:59:59.980000,9.694,,,76.32799999999999,,,7.0632,,,,,,0.5954,,,,,95.0,,,38.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,04:59:59.975000,5.764,,,66.176,,,5.2974000000000006,,,,,,0.4809,,,,,108.0,,,48.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,05:59:59.970000,6.026,,,71.06400000000001,,,3.924,,,,,,0.51525,,,,,98.0,,,41.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,06:59:59.965000,5.24,,,65.988,,,13.734,,,,,,0.5496,,,,,114.0,,,44.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,07:59:59.960000,4.454,,,69.56,,,21.7782,,,,,,0.58395,,,,,120.0,,,43.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,08:59:59.955000,31.702,,,87.232,,,25.3098,,,,,,0.69845,,,,,146.0,,,48.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,09:59:59.950000,18.078,,,76.70400000000001,,,39.6324,,,,,,0.58395,,,,,198.0,,,58.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,10:59:59.945000,12.052,,,66.36399999999999,,,49.6386,,,,,,0.53815,,,,,194.0,,,67.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,11:59:59.940000,6.811999999999999,,,74.824,,,52.5816,,,,,,0.5038,,,,,182.0,,,57.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/05/2023,12:59:59.935000,5.502,,,72.944,,,59.2524,,,,,,0.44655,,,,,163.0,,,53.0,,,,,,,,,,,,,,,,,,,,,
