Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
ShkMohdBinZayedRd,01/10/2023,00:00:00,4.716,,,69.93599999999999,,,16.677,,,,,,0.60685,,,,,80.0,,,33.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,01:00:00,5.502,,,80.464,,,5.6898,,,,,,0.5725,,,,,75.0,,,38.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,01:59:59.990000,5.502,,,80.088,,,4.708799999999999,,,,,,0.6412000000000001,,,,,81.0,,,46.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,02:59:59.985000,5.502,,,73.13199999999999,,,5.886,,,,,,0.53815,,,,,89.0,,,52.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,03:59:59.980000,4.192,,,69.184,,,2.3544,,,,,,0.4351,,,,,93.0,,,56.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,04:59:59.975000,3.406,,,54.144,,,6.082199999999999,,,,,,0.4122,,,,,77.0,,,42.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,05:59:59.970000,3.144,,,38.54,,,14.1264,,,,,,0.35495,,,,,69.0,,,40.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,06:59:59.965000,4.454,,,37.224,,,9.81,,,,,,0.35495,,,,,73.0,,,46.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,07:59:59.960000,8.384,,,39.292,,,19.2276,,,,,,0.3206,,,,,94.0,,,45.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/10/2023,08:59:59.955000,9.17,,,34.404,,,51.993,,,,,,0.26335,,,,,111.0,,,63.0,,,,,,,,,,,,,,,,,,,,,
