Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
ShkMohdBinZayedRd,01/11/2023,00:00:00,4.978,,,56.4,,,2.5506,,,,,,0.7099,,,,,65.0,,,36.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,01:00:00,10.742,,,47.752,,,1.1771999999999998,,,,,,0.5725,,,,,61.0,,,39.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,01:59:59.990000,11.528,,,42.488,,,1.1771999999999998,,,,,,0.46945,,,,,65.0,,,43.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,02:59:59.985000,5.24,,,28.764,,,13.1454,,,,,,0.19465,,,,,57.0,,,42.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,03:59:59.980000,6.026,,,31.772,,,7.2594,,,,,,0.3206,,,,,41.0,,,32.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,04:59:59.975000,12.052,,,41.736,,,1.1771999999999998,,,,,,0.60685,,,,,41.0,,,28.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,05:59:59.970000,18.34,,,46.248,,,1.1771999999999998,,,,,,1.3281999999999998,,,,,72.0,,,35.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,06:59:59.965000,13.362,,,46.06,,,1.962,,,,,,1.0419500000000002,,,,,95.0,,,61.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,07:59:59.960000,9.432,,,40.232,,,9.6138,,,,,,0.60685,,,,,87.0,,,53.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,08:59:59.955000,5.24,,,22.936,,,32.1768,,,,,,0.2519,,,,,87.0,,,41.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,09:59:59.950000,4.716,,,14.1,,,50.8158,,,,,,0.2061,,,,,68.0,,,29.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,10:59:59.945000,4.716,,,10.34,,,60.2334,,,,,,0.19465,,,,,64.0,,,25.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,11:59:59.940000,5.24,,,11.844,,,61.2144,,,,,,0.19465,,,,,63.0,,,24.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,12:59:59.935000,4.716,,,9.964,,,66.5118,,,,,,0.1832,,,,,58.0,,,21.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,13:59:59.930000,3.406,,,10.152,,,71.8092,,,,,,0.1603,,,,,56.0,,,19.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,14:59:59.925000,8.384,,,80.652,,,36.6894,,,,,,0.7328,,,,,71.0,,,26.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,15:59:59.920000,8.122,,,97.384,,,45.5184,,,,,,0.81295,,,,,117.0,,,54.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,16:59:59.915000,8.908,,,100.58,,,33.550200000000004,,,,,,0.8702,,,,,112.0,,,52.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,17:59:59.910000,7.86,,,90.616,,,10.9872,,,,,,0.9618,,,,,99.0,,,41.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,18:59:59.905000,8.122,,,80.652,,,4.1202,,,,,,1.11065,,,,,104.0,,,45.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,19:59:59.900000,6.55,,,72.192,,,3.7278,,,,,,1.08775,,,,,113.0,,,53.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,20:59:59.895000,8.384,,,64.484,,,1.5696,,,,,,1.1679,,,,,99.0,,,43.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,21:59:59.890000,5.24,,,50.384,,,1.1771999999999998,,,,,,0.51525,,,,,94.0,,,37.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,22:59:59.885000,6.55,,,43.052,,,1.3734,,,,,,0.6640999999999999,,,,,82.0,,,30.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,01/11/2023,23:59:59.880000,7.86,,,43.428,,,1.3734,,,,,,0.7442500000000001,,,,,86.0,,,33.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,00:59:59.875000,5.24,,,36.848,,,10.791,,,,,,0.28625,,,,,84.0,,,32.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,01:59:59.870000,3.406,,,18.236,,,35.9046,,,,,,0.1603,,,,,71.0,,,27.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,02:59:59.865000,3.406,,,19.928,,,30.8034,,,,,,0.14885,,,,,64.0,,,25.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,03:59:59.860000,3.144,,,31.96,,,8.828999999999999,,,,,,0.14885,,,,,50.0,,,19.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,04:59:59.855000,3.406,,,35.908,,,7.2594,,,,,,0.21755,,,,,54.0,,,20.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,05:59:59.850000,3.93,,,43.052,,,3.5316,,,,,,0.3664,,,,,60.0,,,25.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,06:59:59.845000,4.454,,,47.0,,,13.734,,,,,,0.46945,,,,,66.0,,,30.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,07:59:59.840000,4.454,,,23.876,,,58.86,,,,,,0.30915,,,,,78.0,,,43.0,,,,,,,,,,,,,,,,,,,,,
ShkMohdBinZayedRd,02/11/2023,08:59:59.835000,6.811999999999999,,,13.724,,,86.9166,,,,,,0.26335,,,,,81.0,,,40.0,,,,,,,,,,,,,,,,,,,,,
